window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,velocity_s4,vel_zscore_s4,vel_alert_s4,accel_s4,velocity_s1,vel_zscore_s1,vel_alert_s1,velocity_s6,vel_zscore_s6,vel_alert_s6,vel_flag_count,enhanced_alert,velocity_only_alert,orig_fusion2,js_divergence,js_alert
7789,0,0.6911,0,0.0,0.0,0.7236,0.0,1.6826,0.0,0.0,0.0,0.7072,0,0.0,0,none,0,0.5739000000000001,0.1681,0.0,0.3959,0.1485,0.0851,0,-0.0175999999999999,0.0324,0,0,0,0,0,0.413407,0
7790,0,0.6072,0,0.0,0.0,1.8792,0.0,1.9485,0.0,0.7291,0.0,0.7828,0,0.0,0,none,0,0.2658999999999998,0.0778,0.0,-0.3080000000000003,-0.0839,0.0481,0,0.0756,0.1394,0,0,0,0,0,0.399977,0
7791,0,1.1818,0,0.0,0.0,1.5659,0.0,0.8641,0.0,0.5468,0.0,0.6305,0,0.0,0,none,0,-1.0844,0.3177,0.0,-1.3502999999999998,0.5746,0.3296,0,-0.1523000000000001,0.2809,0,0,0,0,0,0.418855,0
7792,0,0.7027,0,0.0,0.0,2.2646,0.0,1.2581,0.0,0.0,0.0,0.6074,0,0.0,0,none,0,0.394,0.1154,0.0,1.4784000000000002,-0.4790999999999999,0.2748,0,-0.0230999999999999,0.0425,0,0,0,0,0,0.388833,0
7793,0,0.54,0,0.0,0.0,1.6261,0.0,0.0,0.0,0.3644,0.0,0.5698,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.1626999999999999,0.0933,0,-0.0376,0.0693,0,0,0,0,0,0.413782,0
7794,0,0.9361,0,0.0,0.0,0.871,0.0,0.1113,0.0,0.182,0.0,0.6609,0,0.0,0,none,0,-1.1468,0.336,0.0,-1.5408,0.3961,0.2272,0,0.0911,0.168,0,0,0,0,0,0.452867,1
7795,0,0.5423,0,0.0,0.0,0.3038,0.0,0.9581,0.0,0.1757,0.0,0.7622,0,0.0,0,none,0,0.8468,0.2481,0.0,1.9936,-0.3938,0.2259,0,0.1012999999999999,0.1868,0,0,0,0,0,0.444238,0
7796,0,0.9959,0,0.0,0.0,0.0,0.0,1.577,0.0,1.3682,0.0,1.4208,0,0.0,0,none,0,0.6189,0.1813,0.0,-0.2279,0.4536,0.2602,0,0.6586000000000001,1.215,0,0,0,0,0,0.379158,0
7797,0,0.8343,0,0.0,0.0,1.0958,0.0,1.2587,0.0,0.5468,0.0,0.846,0,0.0,0,none,0,-0.3183,0.0932,0.0,-0.9372,-0.1615999999999999,0.0926,0,-0.5748000000000001,1.0604,0,0,0,0,0,0.342715,0
7798,0,1.3414,0,0.0,0.0,0.2442,0.0,2.1586,0.0,0.6379,0.0,0.7538,0,0.0,0,none,0,0.8998999999999999,0.2636,0.0,1.2182,0.5070999999999999,0.2909,0,-0.0921999999999999,0.17,0,0,0,0,0,0.34942,0
7799,0,0.4833,0,0.0,0.0,0.8861,0.0,0.612,0.0,0.7291,0.0,0.743,0,0.0,0,none,0,-1.5465999999999998,0.4532,0.0,-2.4464999999999995,-0.8580999999999999,0.4922,0,-0.0108,0.0198,0,0,0,0,0,0.333422,0
7800,0,0.4836,0,0.0,0.0,0.7323,0.0,0.7313,0.0,0.7291,0.0,0.3944,0,0.0,0,none,0,0.1192999999999999,0.0349,0.0,1.6658999999999995,0.0002999999999999,0.0001,0,-0.3486,0.6431,0,0,0,0,0,0.361482,0
7801,0,2.7589,0,1.8599,0.0,1.2716,0.0,1.2113,0.0,0.1863,0.0,0.3909,0,0.0,0,none,0,0.4800000000000001,0.1406,0.0,0.3607000000000001,2.2753,1.3053,0,-0.0034999999999999,0.0064,0,0,0,0,0,0.366245,0
7802,0,0.8367,0,0.0,0.0,1.2716,0.0,1.1087,0.0,0.0,0.0,1.1061,0,0.0,0,none,0,-0.1026,0.03,0.0,-0.5826000000000001,-1.9222,1.1027,0,0.7152000000000001,1.3195,0,0,0,0,0,0.388358,0
7803,0,0.7924,0,0.0,0.0,1.3401,0.0,1.176,0.0,0.1757,0.0,0.3909,0,0.0,0,none,0,0.0672999999999999,0.0196,0.0,0.1698999999999999,-0.0443,0.0253,0,-0.7152000000000001,1.3195,0,0,0,0,0,0.387959,0
7804,0,0.9679,0,0.0,0.0,1.2716,0.0,1.1087,0.0,0.1757,0.0,0.4884,0,0.0,0,none,0,-0.0672999999999999,0.0196,0.0,-0.1345999999999998,0.1755,0.1006,0,0.0974999999999999,0.1798,0,0,0,0,0,0.436447,0
7805,0,0.7344,0,0.0,0.0,0.5866,0.0,0.8793,0.0,0.5468,0.0,1.6522,0,0.0,0,none,0,-0.2294,0.0671,0.0,-0.1621000000000001,-0.2334999999999999,0.1339,0,1.1638,2.1471,0,0,0,0,0,0.407679,0
7806,0,0.6458,0,0.7618,0.0,0.907,0.0,0.9932,0.0,0.2732,0.0,0.833,0,0.0,0,none,0,0.1139,0.0333,0.0,0.3433,-0.0886,0.0508,0,-0.8191999999999999,1.5113,0,0,0,0,0,0.376412,0
7807,0,0.6221,0,0.0,0.0,2.0373,0.0,1.1087,0.0,0.1757,0.0,1.9483,0,0.0,0,none,0,0.1155,0.0338,0.0,0.0016,-0.0237,0.0135,0,1.1153,2.0576,0,0,0,0,0,0.449256,0
7808,0,0.6253,0,0.7618,0.0,1.1598,0.0,0.8641,0.0,0.4556,0.0,0.2268,0,0.0,0,none,0,-0.2446,0.0716,0.0,-0.3601000000000001,0.0031999999999999,0.0018,0,-1.7214999999999998,3.1761,1,1,0,0,0,0.433376,0
7809,0,0.5651,0,0.0,0.0,1.9497,0.0,1.1081,0.0,0.7291,0.0,0.825,0,0.0,0,none,0,0.2440000000000001,0.0714,0.0,0.4886000000000001,-0.0601999999999999,0.0345,0,0.5982,1.1036,0,0,0,0,0,0.366371,0
7810,0,0.5219,0,0.0,0.0,0.7915,0.0,1.0545,0.0,0.6379,0.0,0.7512,0,0.0,0,none,0,-0.0536,0.0156,0.0,-0.2976000000000002,-0.0432,0.0247,0,-0.0737999999999999,0.1361,0,0,0,0,0,0.421797,0
7811,0,0.491,0,0.0,0.0,0.7147,0.0,1.0339,0.0,0.1757,0.0,0.7789,0,0.0,0,none,0,-0.0205999999999999,0.0059,0.0,0.0330000000000001,-0.0309,0.0177,0,0.0277,0.051,0,0,0,0,0,0.448575,0
7812,0,1.4927,0,0.0,0.0,1.0856,0.0,2.0221,0.0,0.0,0.0,1.1874,0,0.0,0,none,0,0.9882,0.2895,0.0,1.0088,1.0017,0.5746,0,0.4085,0.7536,0,0,0,0,0,0.384971,0
7813,0,0.6552,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8371,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.8374999999999999,0.4804,0,-0.3503,0.6462,0,0,0,0,0,0.372792,0
7814,0,0.1983,0,0.0,0.0,1.2981,0.0,0.471,0.0,0.0,0.0,0.8087,0,0.0,0,none,0,-1.5511,0.4545,0.0,-2.5393,-0.4569,0.2621,0,-0.0283999999999999,0.0523,0,0,0,0,0,0.37119,0
7815,0,0.703,0,0.0,0.0,1.869,0.0,1.5977,0.0,0.0,0.0,0.7329,0,0.0,0,none,0,1.1267,0.3301,0.0,2.6778,0.5046999999999999,0.2895,0,-0.0757999999999999,0.1398,0,0,0,0,0,0.37119,0
7816,0,0.5987,0,0.0,0.0,1.6737,0.0,1.9485,0.0,0.5468,0.0,0.9675,0,0.0,0,none,0,0.3508,0.1027,0.0,-0.7759,-0.1042999999999999,0.0598,0,0.2346,0.4327,0,0,0,0,0,0.426357,0
7817,0,0.3275,0,0.0,0.0,1.6009,0.0,0.5245,0.0,0.4556,0.0,0.6151,0,0.0,0,none,0,-1.424,0.4172,0.0,-1.7748,-0.2712,0.1555,0,-0.3524,0.6501,0,0,0,0,0,0.414788,0
7818,0,0.6986,0,0.0,0.0,0.799,0.0,1.5128,0.0,0.0,0.0,0.8119,0,0.0,0,none,0,0.9883,0.2895,0.0,2.4123,0.3711,0.2128,0,0.1967999999999999,0.363,0,0,0,0,0,0.439787,0
7819,0,0.4917,0,0.0,0.0,1.5096,0.0,0.6943,0.0,0.1757,0.0,0.956,0,0.0,0,none,0,-0.8184999999999999,0.2398,0.0,-1.8068,-0.2068999999999999,0.1186,0,0.1441,0.2658,0,0,0,0,0,0.439787,0
7820,0,0.5914,0,0.0,0.0,1.0273,0.0,1.0883,0.0,0.4556,0.0,0.7283,0,0.0,0,none,0,0.394,0.1154,0.0,1.2125,0.0997,0.0571,0,-0.2277,0.42,0,0,0,0,0,0.439787,0
7821,0,0.2582,0,0.0,0.0,0.4464,0.0,0.3243,0.0,0.6379,0.0,0.5889,0,0.0,0,none,0,-0.764,0.2238,0.0,-1.158,-0.3332,0.1911,0,-0.1393999999999999,0.2571,0,0,0,0,0,0.439787,0
7822,0,0.3024,0,0.0,0.0,0.5866,0.0,0.599,0.0,0.182,0.0,0.7365,0,0.0,0,none,0,0.2747,0.0804,0.0,1.0387,0.0442,0.0253,0,0.1476,0.2722,0,0,0,0,0,0.39929,0
7823,0,0.4802,0,0.0,0.0,0.8517,0.0,0.949,0.0,0.2732,0.0,0.7875,0,0.0,0,none,0,0.35,0.1025,0.0,0.0752999999999999,0.1778,0.1019,0,0.0509999999999999,0.094,0,0,0,0,0,0.413118,0
7824,0,0.4591,0,0.0,0.0,0.9789,0.0,0.4978,0.0,0.3681,0.0,0.6633,0,0.0,0,none,0,-0.4511999999999999,0.1321,0.0,-0.8011999999999999,-0.0211,0.012,0,-0.1241999999999999,0.2291,0,0,0,0,0,0.411673,0
7825,0,0.1924,0,0.0,0.0,0.3723,0.0,1.0772,0.0,0.7291,0.0,0.8092,0,0.0,0,none,0,0.5793999999999999,0.1697,0.0,1.0305999999999995,-0.2667,0.1529,0,0.1459,0.2691,0,0,0,0,0,0.411673,0
7826,0,0.2657,0,0.0,0.0,1.2091,0.0,0.8645,0.0,0.4556,0.0,0.4456,0,0.0,0,none,0,-0.2126999999999999,0.0622,0.0,-0.7920999999999998,0.0733,0.042,0,-0.3636,0.6708,0,0,0,0,0,0.431877,0
7827,0,0.6614,0,0.0,0.0,0.9969,0.0,1.5977,0.0,0.6379,0.0,0.7855,0,0.0,0,none,0,0.7331999999999999,0.2148,0.0,0.9458999999999996,0.3957,0.2269,0,0.3399,0.627,0,0,0,0,0,0.491614,1
7828,0,0.7978,0,0.0,0.0,2.2307,0.0,1.4247,0.0,0.0,0.0,0.7674,0,0.0,0,none,0,-0.1729999999999998,0.0506,0.0,-0.9061999999999996,0.1363999999999999,0.0782,0,-0.0181,0.0333,0,0,0,0,0,0.501891,1
7829,0,0.646,0,0.0,0.0,1.4682,0.0,1.9529,0.0,0.7291,0.0,0.7039,0,0.0,0,none,0,0.5282,0.1547,0.0,0.7011999999999998,-0.1517999999999999,0.087,0,-0.0635,0.1171,0,0,0,0,0,0.441613,0
7830,0,0.6248,0,0.0,0.0,1.5583,0.0,1.4446,0.0,0.5468,0.0,0.8526,0,0.0,0,none,0,-0.5083,0.1489,0.0,-1.0365,-0.0211999999999999,0.0121,0,0.1487,0.2743,0,0,0,0,0,0.442387,0
7831,0,0.4524,0,0.0,0.0,1.4793,0.0,1.0883,0.0,0.0,0.0,0.8508,0,0.0,0,none,0,-0.3563,0.1043,0.0,0.1519999999999999,-0.1724,0.0988,0,-0.0018,0.0032,0,0,0,0,0,0.430454,0
7832,0,0.5931,0,0.0,0.0,1.6672,0.0,1.7532,0.0,0.4556,0.0,0.9748,0,0.0,0,none,0,0.6649,0.1948,0.0,1.0212,0.1406999999999999,0.0807,0,0.124,0.2287,0,0,0,0,0,0.36419,0
7833,0,0.6912,0,0.0,0.0,1.0287,0.0,0.7505,0.0,0.0,0.0,0.8294,0,0.0,0,none,0,-1.0027,0.2938,0.0,-1.6676000000000002,0.0981,0.0562,0,-0.1453999999999999,0.2682,0,0,0,0,0,0.33897,0
7834,0,0.6332,0,0.0,0.0,1.212,0.0,1.0568,0.0,0.0,0.0,0.6246,0,0.0,0,none,0,0.3063,0.0897,0.0,1.3090000000000002,-0.058,0.0332,0,-0.2047999999999999,0.3778,0,0,0,0,0,0.336747,0
7835,0,0.6455,0,0.0,0.0,0.5343,0.0,1.0916,0.0,0.0,0.0,0.6884,0,0.0,0,none,0,0.0347999999999999,0.0101,0.0,-0.2715000000000001,0.0122999999999999,0.007,0,0.0637999999999999,0.1176,0,0,0,0,0,0.249174,0
7836,0,0.6889,0,0.0,0.0,1.6052,0.0,1.2037,0.0,0.0,0.0,0.7323,0,0.0,0,none,0,0.1121,0.0328,0.0,0.0773000000000001,0.0433999999999999,0.0248,0,0.0438999999999999,0.0809,0,0,0,0,0,0.26275,0
7837,0,0.5946,0,0.0,0.0,1.8107,0.0,0.0,0.0,0.6379,0.0,1.2879,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.0942999999999999,0.054,0,0.5556000000000001,1.025,0,0,0,0,0,0.315547,0
7838,0,1.1581,0,0.0,0.0,1.2302,0.0,0.6721,0.0,0.0,0.0,0.3663,0,0.0,0,none,0,-0.5316,0.1557,0.0,-0.6437,0.5634999999999999,0.3232,0,-0.9216,1.7003,0,0,0,0,0,0.350764,0
7839,0,0.3773,0,0.0,0.0,1.3999,0.0,1.2564,0.0,0.2772,0.0,0.935,0,0.0,0,none,0,0.5842999999999999,0.1711,0.0,1.1159,-0.7807999999999999,0.4479,0,0.5687,1.0492,0,0,0,0,0,0.330832,0
7840,0,0.4524,0,0.0,0.0,0.5866,0.0,1.1106,0.0,0.459,0.0,0.346,0,0.0,0,none,0,-0.1457999999999999,0.0426,0.0,-0.7300999999999999,0.0751,0.043,0,-0.5890000000000001,1.0866,0,0,0,0,0,0.346949,0
7841,0,0.2812,0,0.0,0.0,1.5289,0.0,0.3548,0.0,0.0,0.0,0.7018,0,0.0,0,none,0,-0.7558,0.2214,0.0,-0.6100000000000001,-0.1712,0.0981,0,0.3558,0.6564,0,0,0,0,0,0.354519,0
7842,0,0.4708,0,0.0,0.0,0.5778,0.0,1.4989,0.0,0.6379,0.0,0.7916,0,0.0,0,none,0,1.1441,0.3352,0.0,1.8999,0.1896,0.1087,0,0.0897999999999999,0.1656,0,0,0,0,0,0.354519,0
7843,0,0.684,0,0.0,0.0,0.7424,0.0,1.6842,0.0,0.6379,0.0,0.7417,0,0.0,0,none,0,0.1853,0.0542,0.0,-0.9588,0.2132,0.1222,0,-0.0498999999999999,0.092,0,0,0,0,0,0.443328,0
7844,0,0.6705,0,0.0,0.0,1.2229,0.0,1.2906,0.0,0.7291,0.0,0.5617,0,0.0,0,none,0,-0.3935999999999999,0.1153,0.0,-0.5789,-0.0135,0.0077,0,-0.18,0.332,0,0,0,0,0,0.443328,0
7845,0,0.402,0,0.0,0.0,1.8849,0.0,0.9932,0.0,0.6379,0.0,0.7117,0,0.0,0,none,0,-0.2974,0.0871,0.0,0.0961999999999999,-0.2684999999999999,0.154,0,0.15,0.2767,0,0,0,0,0,0.502813,1
7846,0,0.7011,0,0.0,0.0,1.1574,0.0,1.3393,0.0,0.0,0.0,0.7546,0,0.0,0,none,0,0.3460999999999999,0.1013,0.0,0.6435,0.2990999999999999,0.1715,0,0.0429,0.0791,0,0,0,0,0,0.49431,1
7847,0,0.6513,0,0.0,0.0,1.7422,0.0,1.3734,0.0,0.0,0.0,0.778,0,0.0,0,none,0,0.0341,0.0099,0.0,-0.3119999999999999,-0.0497999999999999,0.0285,0,0.0233999999999999,0.0431,0,0,0,0,0,0.512389,1
7848,0,0.6989,0,0.0,0.0,1.2977,0.0,1.7675,0.0,0.7291,0.0,0.4983,0,0.0,0,none,0,0.3941000000000001,0.1154,0.0,0.3600000000000001,0.0475999999999999,0.0272,0,-0.2797,0.516,0,0,0,0,0,0.447189,0
7849,0,0.7011,0,0.0,0.0,0.5866,0.0,1.5128,0.0,0.0,0.0,0.6027,0,0.0,0,none,0,-0.2547000000000001,0.0746,0.0,-0.6488000000000003,0.0021999999999999,0.0012,0,0.1043999999999999,0.1925,0,0,0,0,0,0.49814,1
7850,0,0.6885,0,0.0,0.0,1.8792,0.0,1.9485,0.0,0.7291,0.0,0.4412,0,0.0,0,none,0,0.4357,0.1276,0.0,0.6904000000000001,-0.0125999999999999,0.0072,0,-0.1615,0.2979,0,0,0,0,0,0.443249,0
7851,0,0.5156,0,0.0,0.0,1.5367,0.0,1.4207,0.0,0.5468,0.0,0.8036,0,0.0,0,none,0,-0.5277999999999998,0.1546,0.0,-0.9634999999999998,-0.1729,0.0991,0,0.3624,0.6685,0,0,0,0,0,0.414672,0
7852,0,0.3481,0,0.0,0.0,0.5861,0.0,0.9797,0.0,0.5468,0.0,0.7955,0,0.0,0,none,0,-0.441,0.1291,0.0,0.0867999999999997,-0.1674999999999999,0.096,0,-0.0080999999999999,0.0149,0,0,0,0,0,0.369839,0
7853,0,1.2311,0,0.0,0.0,0.7089,0.0,1.4211,0.0,0.459,0.0,0.7696,0,0.0,0,none,0,0.4414,0.1293,0.0,0.8824000000000001,0.883,0.5065,0,-0.0259,0.0477,0,0,0,0,0,0.353774,0
7854,0,1.9415,0,0.0,0.0,1.2716,0.0,0.2798,0.0,0.1757,0.0,0.6615,0,0.0,0,none,0,-1.1413,0.3344,0.0,-1.5827,0.7103999999999999,0.4075,0,-0.1080999999999999,0.1994,0,0,0,0,0,0.365784,0
7855,0,0.4881,0,0.0,0.0,1.1346,0.0,1.0883,0.0,0.2732,0.0,0.4252,0,0.0,0,none,0,0.8085,0.2368,0.0,1.9498,-1.4534,0.8338,0,-0.2362999999999999,0.4359,0,0,0,0,0,0.365784,0
7856,0,0.6358,0,0.0,0.0,1.3312,0.0,1.2037,0.0,0.5468,0.0,0.9344,0,0.0,0,none,0,0.1153999999999999,0.0337,0.0,-0.6931,0.1477,0.0847,0,0.5092,0.9394,0,0,0,0,0,0.352244,0
7857,0,0.6506,0,0.0,0.0,2.0178,0.0,2.107,0.0,0.5468,0.0,0.9265,0,0.0,0,none,0,0.9033000000000002,0.2646,0.0,0.7879000000000003,0.0147999999999999,0.0084,0,-0.0079,0.0145,0,0,0,0,0,0.352244,0
7858,0,0.6193,0,0.0,0.0,1.6052,0.0,1.4583,0.0,0.0,0.0,0.7359,0,0.0,0,none,0,-0.6487000000000003,0.19,0.0,-1.5520000000000005,-0.0312999999999999,0.0179,0,-0.1906,0.3516,0,0,0,0,0,0.42337,0
7859,0,0.5149,0,0.0,0.0,1.4105,0.0,1.1188,0.0,0.4556,0.0,0.6855,0,0.0,0,none,0,-0.3394999999999999,0.0994,0.0,0.3092000000000003,-0.1043999999999999,0.0598,0,-0.0504,0.0929,0,0,0,0,0,0.352244,0
7860,0,0.7089,0,0.0,0.0,0.7955,0.0,1.7395,0.0,0.0,0.0,0.7646,0,0.0,0,none,0,0.6207,0.1818,0.0,0.9602,0.1939999999999999,0.1112,0,0.0790999999999999,0.1458,0,0,0,0,0,0.352244,0
7861,0,0.2522,0,0.0,0.0,1.4507,0.0,0.5273,0.0,0.0,0.0,0.5955,0,0.0,0,none,0,-1.2122000000000002,0.3552,0.0,-1.8329,-0.4567,0.2619,0,-0.1690999999999999,0.3119,0,0,0,0,0,0.397795,0
7862,0,0.6917,0,0.0,0.0,0.8853,0.0,1.0035,0.0,0.0,0.0,0.8373,0,0.0,0,none,0,0.4762,0.1395,0.0,1.6884,0.4395,0.2521,0,0.2418,0.446,0,0,0,0,0,0.398654,0
7863,0,0.5645,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7895,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.1271999999999999,0.0729,0,-0.0478,0.0881,0,0,0,0,0,0.387426,0
7864,0,0.7839,0,0.0,0.0,1.8152,0.0,1.8525,0.0,0.7291,0.0,0.8547,0,0.0,0,none,0,0.849,0.2487,0.0,0.3727999999999999,0.2194,0.1258,0,0.0652,0.1202,0,0,0,0,0,0.396934,0
7865,0,1.103,0,0.0,0.0,0.5814,0.0,1.7004,0.0,0.7291,0.0,0.9088,0,0.0,0,none,0,-0.1521000000000001,0.0445,0.0,-1.0011,0.3190999999999999,0.183,0,0.0541,0.0997,0,0,0,0,0,0.415488,0
7866,0,0.6439,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9122,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.4590999999999999,0.2633,0,0.0033999999999999,0.0062,0,0,0,0,0,0.42183,0
7867,0,0.6212,0,0.0,0.0,1.3997,0.0,1.1188,0.0,0.0,0.0,0.6727,0,0.0,0,none,0,-0.5815999999999999,0.1704,0.0,-0.4294999999999997,-0.0227,0.013,0,-0.2395,0.4418,0,0,0,0,0,0.391526,0
7868,0,0.224,0,0.0,0.0,0.0,0.0,1.8523,0.0,0.0,0.0,0.8785,0,0.0,0,none,0,0.7335,0.2149,0.0,1.3151,-0.3972,0.2278,0,0.2057999999999999,0.3796,0,0,0,0,0,0.392036,0
7869,0,0.6586,0,0.0,0.0,1.1942,0.0,0.8423,0.0,0.0,0.0,0.489,0,0.0,0,none,0,-1.01,0.2959,0.0,-1.7435,0.4346,0.2493,0,-0.3894999999999999,0.7185,0,0,0,0,0,0.47397,1
7870,0,0.3829,0,0.0,0.0,2.244,0.0,0.5378,0.0,0.6379,0.0,0.6023,0,0.0,0,none,0,-0.3045000000000001,0.0891,0.0,0.7054999999999999,-0.2756999999999999,0.1581,0,0.1132999999999999,0.2089,0,0,0,0,0,0.47397,1
7871,0,0.5027,0,0.0,0.0,1.6209,0.0,0.8641,0.0,0.7291,0.0,0.5998,0,0.0,0,none,0,0.3263,0.0955,0.0,0.6308000000000001,0.1198,0.0687,0,-0.0024999999999999,0.0045,0,0,0,0,0,0.520328,1
7872,0,0.8798,0,0.0,0.0,1.5794,0.0,0.8067,0.0,0.7291,0.0,0.8822,0,0.0,0,none,0,-0.0574,0.0167,0.0,-0.3837,0.3771,0.2163,0,0.2824,0.5209,0,0,0,0,0,0.5152,1
7873,0,0.4289,0,0.0,0.0,2.0175,0.0,1.3446,0.0,0.2732,0.0,0.5018,0,0.0,0,none,0,0.5379,0.1575,0.0,0.5953,-0.4509,0.2586,0,-0.3803999999999999,0.7017,0,0,0,0,0,0.445796,0
7874,0,0.181,0,0.0,0.0,0.1668,0.0,1.4949,0.0,0.0,0.0,0.9498,0,0.0,0,none,0,0.1502999999999998,0.044,0.0,-0.3876000000000001,-0.2479,0.1422,0,0.4479999999999999,0.8265,0,0,0,0,0,0.446973,0
7875,0,2.8951,0,0.3362,0.0,0.8606,0.0,1.1416,0.0,0.2772,0.0,0.2284,0,0.0,0,none,0,-0.3532999999999999,0.1034,0.0,-0.5035999999999998,2.7141,1.557,0,-0.7214,1.3309,0,0,0,0,0,0.363046,0
7876,0,0.7101,0,0.0,0.0,1.0661,0.0,1.4173,0.0,0.6379,0.0,1.7261,0,0.0,0,none,0,0.2757,0.0807,0.0,0.629,-2.185,1.2535,0,1.4977,2.7632,1,1,0,0,0,0.341655,0
7877,0,0.9553,0,0.0,0.0,0.0,0.0,1.141,0.0,0.459,0.0,0.6835,0,0.0,0,none,0,-0.2763,0.0809,0.0,-0.552,0.2452,0.1406,0,-1.0426,1.9235,0,0,0,0,0,0.315952,0
7878,0,0.9866,0,0.0,0.0,1.2716,0.0,1.3215,0.0,0.55,0.0,0.9328,0,0.0,0,none,0,0.1804999999999998,0.0528,0.0,0.4567999999999999,0.0312999999999999,0.0179,0,0.2492999999999999,0.4599,0,0,0,0,0,0.360143,0
7879,0,1.3944,0,0.0,0.0,1.1072,0.0,0.7577,0.0,0.1757,0.0,0.5534,0,0.0,0,none,0,-0.5637999999999999,0.1651,0.0,-0.7442999999999997,0.4078,0.2339,0,-0.3793999999999999,0.6999,0,0,0,0,0,0.364376,0
7880,0,0.7825,0,0.7618,0.0,1.1346,0.0,1.1463,0.0,1.4593,0.0,1.077,0,0.0,0,none,0,0.3886,0.1138,0.0,0.9524,-0.6119000000000001,0.351,0,0.5236,0.966,0,0,0,0,0,0.421112,0
7881,0,0.7973,0,0.7618,0.0,1.0661,0.0,1.0283,0.0,1.0045,0.0,0.7952,0,0.0,0,none,0,-0.1180000000000001,0.0345,0.0,-0.5066000000000002,0.0148,0.0084,0,-0.2817999999999999,0.5198,0,0,0,0,0,0.421112,0
7882,0,10.5449,1,0.7618,0.0,1.1346,0.0,1.2385,0.0,1.3682,0.0,1.0114,0,0.25,1,low,0,0.2101999999999999,0.0615,0.0,0.3282,9.7476,5.5922,1,0.2162,0.3988,0,1,0,0,0,0.435426,0
7883,0,1.002,0,0.0,0.0,2.0178,0.0,1.1413,0.0,1.824,0.0,1.0619,0,0.0,0,none,0,-0.0971999999999999,0.0284,0.0,-0.3073999999999999,-9.5429,5.4748,1,0.0504999999999999,0.0931,0,1,0,0,0,0.491926,1
7884,0,0.8285,0,0.0,0.0,1.3401,0.0,1.0152,0.0,0.6409,0.0,0.7488,0,0.0,0,none,0,-0.1260999999999998,0.0369,0.0,-0.0288999999999999,-0.1735,0.0995,0,-0.3131,0.5776,0,0,0,0,0,0.434711,0
7885,0,0.3783,0,0.0,0.0,1.7514,0.0,1.503,0.0,0.1757,0.0,1.1232,0,0.0,0,none,0,0.4877999999999998,0.1429,0.0,0.6138999999999997,-0.4502,0.2582,0,0.3743999999999999,0.6907,0,0,0,0,0,0.381079,0
7886,0,2.3939,0,0.0,0.0,1.8907,0.0,0.0,0.0,0.1757,0.0,0.2284,0,0.0,0,none,0,0.0,0.0,0.0,0.0,2.0156,1.1563,0,-0.8948,1.6508,0,0,0,0,0,0.360766,0
7887,0,1.0068,0,0.0,0.0,1.2031,0.0,0.9164,0.0,0.8227,0.0,1.2209,0,0.0,0,none,0,-0.5865999999999999,0.1718,0.0,-1.0743999999999998,-1.3871,0.7957,0,0.9925000000000002,1.8311,0,0,0,0,0,0.360766,0
7888,0,0.8903,0,0.0,0.0,0.5731,0.0,1.1255,0.0,0.1757,0.0,0.8975,0,0.0,0,none,0,0.2090999999999999,0.0612,0.0,0.7956999999999999,-0.1164999999999999,0.0668,0,-0.3234000000000001,0.5966,0,0,0,0,0,0.358864,0
7889,0,0.7395,0,0.0,0.0,1.1346,0.0,0.8863,0.0,0.2772,0.0,0.4559,0,0.0,0,none,0,-0.2391999999999999,0.07,0.0,-0.4482999999999999,-0.1507999999999999,0.0864,0,-0.4415999999999999,0.8147,0,0,0,0,0,0.351502,0
7890,0,1.0563,0,0.0,0.0,0.5352,0.0,1.5245,0.0,0.0,0.0,0.5859,0,0.0,0,none,0,0.6382,0.1869,0.0,0.8774,0.3167999999999999,0.1817,0,0.1299999999999999,0.2398,0,0,0,0,0,0.351502,0
7891,0,2.3465,0,0.0,0.0,0.6966,0.0,0.7792,0.0,0.0,0.0,0.4737,0,0.0,0,none,0,-0.7453,0.2183,0.0,-1.3835,1.2901999999999998,0.7401,0,-0.1121999999999999,0.2069,0,0,0,0,0,0.380293,0
7892,0,0.641,0,0.0,0.0,0.9887,0.0,1.462,0.0,0.0,0.0,0.7478,0,0.0,0,none,0,0.6828,0.2,0.0,1.4281,-1.7054999999999998,0.9784,0,0.2741,0.5056,0,0,0,0,0,0.424527,0
7893,0,0.3978,0,0.0,0.0,0.5939,0.0,0.9329,0.0,0.4556,0.0,0.7959,0,0.0,0,none,0,-0.5291,0.155,0.0,-1.2119,-0.2432,0.1395,0,0.0481,0.0887,0,0,0,0,0,0.380293,0
