window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_dns_flow_count,z_dns_pkt_entropy,z_dns_byte_entropy
7725,0,1.0572,0.7584,0,s3,1.0572,0.643,0.5749
7726,0,0.7236,0.2765,0,s3,0.7236,0.0903,0.0156
7727,0,0.6463,0.3856,0,s3,0.6463,0.275,0.2355
7728,0,0.9202,0.5867,0,s3,0.9202,0.3943,0.4456
7729,0,0.5093,0.3126,0,s3,0.5093,0.1565,0.272
7730,0,1.6737,0.8169,0,s3,1.6737,0.4752,0.3018
7731,0,1.2627,0.7144,0,s3,1.2627,0.5026,0.3779
7732,0,0.8517,0.5251,0,s3,0.8517,0.2644,0.4592
7733,0,1.7422,0.9953,0,s3,1.7422,0.6639,0.5799
7734,0,0.7766,0.5787,0,s3,0.3038,0.7766,0.6558
7735,0,1.8107,0.6951,0,s3,1.8107,0.0386,0.236
7736,0,1.0667,0.834,0,s3,0.7236,0.7118,1.0667
7737,0,1.5367,1.0948,0,s3,1.5367,0.7423,1.0053
7738,0,0.156,0.1093,0,s3,0.0983,0.156,0.0737
7739,0,0.8787,0.5766,0,s3,0.1072,0.744,0.8787
7740,0,1.1257,0.7775,0,s3,1.1257,0.5715,0.6354
7741,0,0.8807,0.6122,0,s3,0.1757,0.8807,0.7802
7742,0,0.6463,0.4825,0,s3,0.6463,0.6407,0.1604
7743,0,1.7682,1.0343,0,s3,0.7236,0.6111,1.7682
7744,0,1.8792,0.7366,0,s3,1.8792,0.0915,0.2391
7745,0,0.1933,0.1249,0,s3,0.1757,0.1933,0.0058
7746,0,1.546,1.1342,0,s3,0.3127,1.5438,1.546
7747,0,0.9202,0.8909,0,s3,0.9202,0.8701,0.8824
7748,0,1.5039,1.1935,0,s3,0.5778,1.4988,1.5039
7749,0,0.9957,0.6635,0,s3,0.0387,0.9561,0.9957
7750,0,1.7888,0.7586,0,s3,0.2442,0.2427,1.7888
7751,0,1.9476,1.0465,0,s3,1.9476,0.5008,0.691
7752,0,1.7422,1.6683,0,s3,1.7422,1.6288,1.634
7753,0,1.5247,1.3254,0,s3,1.2627,1.1887,1.5247
7754,0,0.8606,0.4244,0,s3,0.8606,0.1068,0.3058
7755,0,0.7832,0.2966,0,s3,0.7832,0.1038,0.0029
7756,0,1.0627,0.669,0,s3,0.1072,0.837,1.0627
7757,0,0.8086,0.5096,0,s3,0.1757,0.5445,0.8086
7758,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
7759,0,0.7832,0.333,0,s3,0.7832,0.1038,0.1119
7760,0,0.3812,0.3168,0,s3,0.3812,0.2569,0.3124
7761,0,1.3997,0.7521,0,s3,1.3997,0.4858,0.3709
7762,0,1.6473,1.201,0,s3,0.7147,1.2411,1.6473
7763,0,1.1077,1.0142,0,s3,0.9976,1.1077,0.9373
7764,0,0.73,0.4563,0,s3,0.1072,0.73,0.5317
7765,0,0.4497,0.2878,0,s3,0.4497,0.2654,0.1484
7766,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
7767,0,0.9291,0.5105,0,s3,0.9291,0.1852,0.4172
7768,0,0.8811,0.545,0,s3,0.0387,0.7152,0.8811
7769,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
7770,0,1.0661,0.4028,0,s3,1.0661,0.1252,0.0171
7771,0,1.6857,0.9449,0,s3,0.9976,1.6857,0.1513
7772,0,0.4332,0.2451,0,s3,0.2442,0.4332,0.0578
7773,0,0.3127,0.2477,0,s3,0.3127,0.1706,0.2599
7774,0,0.4645,0.3819,0,s3,0.4408,0.4645,0.2405
7775,0,1.1102,0.7688,0,s3,0.2353,0.961,1.1102
7776,0,0.3723,0.1768,0,s3,0.3723,0.0626,0.0954
7777,0,0.8853,0.6559,0,s3,0.2442,0.8383,0.8853
7778,0,1.9476,0.9044,0,s3,1.9476,0.4331,0.3324
7779,0,1.6737,1.2823,0,s3,1.6737,0.8462,1.3269
7780,0,0.8038,0.6582,0,s3,0.5181,0.8038,0.6527
7781,0,2.1486,1.4214,0,s3,0.1072,2.0085,2.1486
7782,0,1.9476,1.2737,0,s3,1.9476,0.9832,0.8902
7783,0,1.9476,1.3393,0,s3,1.9476,0.9291,1.1411
7784,0,1.6737,1.0151,0,s3,1.6737,0.8913,0.4804
7786,0,1.148,0.9043,0,s3,0.6463,0.9187,1.148
7787,0,1.8792,1.8075,0,s3,1.8792,1.7445,1.7987
7788,0,0.8801,0.7119,0,s3,0.4408,0.8801,0.8149
7789,0,0.7236,0.4549,0,s3,0.7236,0.4084,0.2326
7790,0,1.8792,1.3927,0,s3,1.8792,1.3242,0.9746
7791,0,1.5659,1.2216,0,s3,0.9202,1.5659,1.1787
7792,0,2.2646,1.4767,0,s3,0.5181,1.6475,2.2646
7793,0,1.6261,1.5805,0,s3,1.6052,1.6261,1.5103
7794,0,0.871,0.6559,0,s3,0.3812,0.871,0.7156
7795,0,0.3038,0.1593,0,s3,0.3038,0.168,0.006
7797,0,1.0958,1.075,0,s3,1.0661,1.0631,1.0958
7798,0,0.2442,0.1107,0,s3,0.2442,0.0182,0.0697
7799,0,0.8861,0.7161,0,s3,0.7832,0.4791,0.8861
7800,0,0.7323,0.5003,0,s3,0.3038,0.4647,0.7323
7801,0,1.2716,0.7695,0,s3,1.2716,0.31,0.7268
7802,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
7803,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
7804,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
7805,0,0.5866,0.4386,0,s3,0.5866,0.1684,0.5607
7806,0,0.907,0.5372,0,s3,0.0298,0.6748,0.907
7807,0,2.0373,1.2133,0,s3,0.1668,2.0373,1.4359
7808,0,1.1598,0.9635,0,s3,0.8517,0.8789,1.1598
7809,0,1.9497,1.2488,0,s3,0.0387,1.9497,1.758
7810,0,0.7915,0.4718,0,s3,0.0387,0.5852,0.7915
7811,0,0.7147,0.3533,0,s3,0.7147,0.1266,0.2187
7812,0,1.0856,0.9238,0,s3,0.9976,0.6881,1.0856
7813,0,1.9476,0.7179,0,s3,1.9476,0.1008,0.1053
7814,0,1.2981,0.7944,0,s3,0.1072,1.2981,0.978
7815,0,1.869,1.4371,0,s3,0.7921,1.869,1.6503
7816,0,1.6737,1.1139,0,s3,1.6737,0.9071,0.761
7817,0,1.6009,1.0468,0,s3,0.0983,1.4411,1.6009
7818,0,0.799,0.7562,0,s3,0.7236,0.7461,0.799
7819,0,1.5096,1.0634,0,s3,0.2353,1.5096,1.4452
7820,0,1.0273,0.8223,0,s3,0.4497,0.9899,1.0273
7821,0,0.4464,0.2993,0,s3,0.0983,0.3531,0.4464
7822,0,0.5866,0.467,0,s3,0.5866,0.2537,0.5607
7823,0,0.8517,0.8039,0,s3,0.8517,0.7997,0.7603
7824,0,0.9789,0.8397,0,s3,0.7236,0.9789,0.8166
7825,0,0.3723,0.2377,0,s3,0.3723,0.2079,0.133
7826,0,1.2091,0.7968,0,s3,0.2442,1.2091,0.9371
7827,0,0.9969,0.8176,0,s3,0.7921,0.6638,0.9969
7828,0,2.2307,1.4642,0,s3,0.0983,2.2307,2.0635
7829,0,1.4682,0.8058,0,s3,1.4682,0.4537,0.4954
7830,0,1.5583,1.2126,0,s3,0.7832,1.5583,1.2964
7831,0,1.4793,1.1567,0,s3,0.5181,1.4726,1.4793
7832,0,1.6672,1.2108,0,s3,0.7832,1.6672,1.1821
7833,0,1.0287,0.7746,0,s3,0.3038,0.9914,1.0287
7834,0,1.212,0.9607,0,s3,0.7147,0.9554,1.212
7835,0,0.5343,0.3396,0,s3,0.1757,0.3089,0.5343
7836,0,1.6052,1.0991,0,s3,1.6052,0.8101,0.882
7837,0,1.8107,1.3579,0,s3,1.8107,1.0902,1.1729
7838,0,1.2302,0.773,0,s3,0.2353,1.2302,0.8534
7839,0,1.3999,0.7826,0,s3,0.1668,0.781,1.3999
7840,0,0.5866,0.2334,0,s3,0.5866,0.0321,0.0814
7841,0,1.5289,1.2375,0,s3,0.8517,1.5289,1.3318
7842,0,0.5778,0.4803,0,s3,0.5778,0.394,0.4692
7843,0,0.7424,0.5824,0,s3,0.3812,0.7424,0.6235
7844,0,1.2229,0.8076,0,s3,0.0298,1.2229,1.1702
7845,0,1.8849,1.2608,0,s3,0.1668,1.8849,1.7308
7846,0,1.1574,0.8499,0,s3,0.3723,1.02,1.1574
7847,0,1.7422,0.6869,0,s3,1.7422,0.0551,0.2633
7848,0,1.2977,1.1457,0,s3,0.8606,1.2787,1.2977
7849,0,0.5866,0.4458,0,s3,0.5866,0.336,0.4148
7850,0,1.8792,0.8947,0,s3,1.8792,0.4148,0.3901
7851,0,1.5367,0.7333,0,s3,1.5367,0.4179,0.2452
7852,0,0.5861,0.4242,0,s3,0.5093,0.5861,0.1771
7853,0,0.7089,0.5972,0,s3,0.4497,0.7089,0.633
7854,0,1.2716,0.5906,0,s3,1.2716,0.31,0.1902
7855,0,1.1346,1.0297,0,s3,1.1346,0.9575,0.9969
7856,0,1.3312,0.8185,0,s3,1.3312,0.5977,0.5267
7857,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
7858,0,1.6052,0.8614,0,s3,1.6052,0.5895,0.3896
7859,0,1.4105,1.222,0,s3,1.1942,1.4105,1.0612
7860,0,0.7955,0.6397,0,s3,0.3812,0.7424,0.7955
7861,0,1.4507,0.8827,0,s3,0.3038,1.4507,0.8937
7862,0,0.8853,0.6559,0,s3,0.2442,0.8383,0.8853
7863,0,1.9476,1.5942,0,s3,1.9476,1.3927,1.4423
7864,0,1.8152,1.2905,0,s3,0.3723,1.8152,1.6841
7865,0,0.5814,0.3847,0,s3,0.3127,0.5814,0.2599
7866,0,1.9476,0.9791,0,s3,1.9476,0.4776,0.5122
7867,0,1.3997,1.2866,0,s3,1.3997,1.237,1.223
7869,0,1.1942,0.4563,0,s3,1.1942,0.0628,0.1119
7870,0,2.244,1.5582,0,s3,0.6463,2.244,1.7842
7871,0,1.6209,1.419,0,s3,1.1942,1.442,1.6209
7872,0,1.5794,1.132,0,s3,0.7236,1.093,1.5794
7873,0,2.0175,1.5667,0,s3,0.7147,1.9678,2.0175
7874,0,0.1668,0.1228,0,s3,0.1668,0.0966,0.105
7875,0,0.8606,0.462,0,s3,0.8606,0.2195,0.3058
7876,0,1.0661,0.6678,0,s3,1.0661,0.6691,0.2683
7878,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
7879,0,1.1072,0.991,0,s3,1.0661,0.7996,1.1072
7880,0,1.1346,0.4852,0,s3,1.1346,0.2174,0.1035
7881,0,1.0661,0.7154,0,s3,1.0661,1.0631,0.0171
7882,0,1.1346,0.7936,0,s3,1.1346,0.5918,0.6544
7883,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
7884,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
7885,0,1.7514,1.1415,0,s3,0.0387,1.6345,1.7514
7886,0,1.8907,1.4532,0,s3,0.5866,1.8907,1.8822
7887,0,1.2031,0.9678,0,s3,1.2031,0.8263,0.874
7888,0,0.5731,0.4636,0,s3,0.3812,0.5731,0.4366
7889,0,1.1346,1.0297,0,s3,1.1346,0.9575,0.9969
7890,0,0.5352,0.4009,0,s3,0.4497,0.5352,0.2177
7891,0,0.6966,0.6093,0,s3,0.5093,0.6966,0.6219
7892,0,0.9887,0.9437,0,s3,0.9887,0.9621,0.8804
7893,0,0.5939,0.452,0,s3,0.1757,0.5865,0.5939
7894,0,0.5093,0.3622,0,s3,0.5093,0.2823,0.2949
7895,0,1.4134,1.2787,0,s3,1.3312,1.0915,1.4134
7896,0,1.4571,0.8166,0,s3,0.1072,1.4571,0.8855
7897,0,0.9976,0.6035,0,s3,0.9976,0.2685,0.5443
7898,0,1.2031,0.9678,0,s3,1.2031,0.8263,0.874
7899,0,0.5866,0.3964,0,s3,0.5866,0.2537,0.349
7900,0,1.3106,1.0414,0,s3,0.7147,1.0989,1.3106
7901,0,2.0883,1.3812,0,s3,0.2353,1.8199,2.0883
7902,0,1.2282,0.9015,0,s3,0.4497,1.0267,1.2282
7903,0,1.3997,0.5014,0,s3,1.3997,0.0706,0.034
7904,0,0.9202,0.8254,0,s3,0.9202,0.782,0.7741
7906,0,1.1399,0.9942,0,s3,0.8517,0.9911,1.1399
7907,0,1.4682,1.1489,0,s3,1.4682,0.9971,0.9813
7908,0,0.6023,0.3041,0,s3,0.0387,0.6023,0.2713
7909,0,0.6129,0.5731,0,s3,0.5778,0.5286,0.6129
7910,0,1.4983,1.3494,0,s3,1.0572,1.4928,1.4983
7911,0,1.2627,0.5919,0,s3,1.2627,0.1945,0.3185
7912,0,1.7488,1.4919,0,s3,0.9887,1.7488,1.7381
7913,0,1.1942,0.7797,0,s3,1.1942,0.5043,0.6405
7914,0,0.7236,0.3659,0,s3,0.7236,0.1414,0.2326
7915,0,2.1486,1.3685,0,s3,0.1072,1.8496,2.1486
7916,0,0.7832,0.5272,0,s3,0.7832,0.5064,0.2921
7917,0,1.5929,1.0653,0,s3,0.1757,1.5929,1.4272
7918,0,1.6821,1.2433,0,s3,0.3723,1.6821,1.6756
7919,0,1.0631,0.8616,0,s3,0.6551,1.0631,0.8666
7920,0,1.6508,1.1546,0,s3,0.1668,1.6508,1.6462
7921,0,1.8792,1.1551,0,s3,1.8792,0.8379,0.7482
7922,0,0.5093,0.2065,0,s3,0.5093,0.0541,0.056
7923,0,1.351,1.1675,0,s3,1.2627,1.351,0.8889
7924,0,1.3535,0.8415,0,s3,0.1072,1.3535,1.0637
7925,0,0.8781,0.7746,0,s3,0.7236,0.8781,0.7222
7926,0,0.6159,0.4148,0,s3,0.3038,0.3247,0.6159
7927,0,1.626,1.0929,0,s3,0.0298,1.626,1.623
7928,0,1.3997,1.269,0,s3,1.3997,1.2379,1.1694
7929,0,0.2667,0.1976,0,s3,0.1757,0.2667,0.1505
7930,0,1.092,0.5745,0,s3,0.2353,1.092,0.3962
7931,0,0.7611,0.4758,0,s3,0.1668,0.7611,0.4995
7932,0,0.4806,0.3939,0,s3,0.2442,0.4569,0.4806
7933,0,1.347,1.0153,0,s3,0.5093,1.1896,1.347
7934,0,0.9976,0.8501,0,s3,0.9976,0.7501,0.8027
7935,0,1.3854,1.1604,0,s3,0.7236,1.3723,1.3854
7936,0,1.0902,0.9868,0,s3,0.7832,1.0869,1.0902
7937,0,0.1179,0.0542,0,s3,0.0387,0.0059,0.1179
7938,0,1.2742,0.7322,0,s3,0.1072,1.2742,0.8152
7939,0,1.1761,1.1075,0,s3,0.9976,1.1488,1.1761
7940,0,0.7921,0.4298,0,s3,0.7921,0.2894,0.208
7941,0,0.9752,0.7265,0,s3,0.9291,0.2752,0.9752
7942,0,0.7832,0.3435,0,s3,0.7832,0.2212,0.0262
7943,0,0.389,0.2057,0,s3,0.0298,0.1983,0.389
7944,0,1.1261,0.7719,0,s3,0.1757,1.1261,1.0138
7945,0,0.395,0.375,0,s3,0.3723,0.3577,0.395
7946,0,1.6737,0.6992,0,s3,1.6737,0.273,0.1509
7947,0,1.0587,0.7871,0,s3,0.5778,1.0587,0.7247
7948,0,1.5512,1.1552,0,s3,0.3812,1.5512,1.5331
7949,0,1.8792,1.0418,0,s3,1.8792,0.6797,0.5665
7950,0,0.9202,0.4264,0,s3,0.9202,0.3269,0.032
7951,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
7952,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
7953,0,1.5355,0.8955,0,s3,0.8606,1.5355,0.2903
7954,0,1.0661,0.6678,0,s3,1.0661,0.6691,0.2683
7955,0,1.5267,0.9814,0,s3,0.2353,1.1822,1.5267
7956,0,0.9998,0.8478,0,s3,0.5778,0.9657,0.9998
7957,0,0.31,0.2079,0,s3,0.1668,0.31,0.1469
7958,0,1.5939,1.2139,0,s3,0.6551,1.5939,1.3927
7959,0,2.0058,1.3852,0,s3,0.4497,2.0058,1.7
7960,0,1.8578,1.3986,0,s3,0.7832,1.8578,1.5547
7961,0,0.5176,0.3295,0,s3,0.1757,0.5176,0.2953
7962,0,0.981,0.6284,0,s3,0.1757,0.981,0.7285
7963,0,1.3632,0.9333,0,s3,0.0983,1.3383,1.3632
7964,0,0.6732,0.6147,0,s3,0.5181,0.6732,0.6527
7965,0,1.0652,0.7234,0,s3,0.3127,0.7924,1.0652
7966,0,1.2891,0.9594,0,s3,0.6551,1.2891,0.9341
7967,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
7968,0,0.6228,0.2977,0,s3,0.0298,0.2406,0.6228
7969,0,2.0992,1.4323,0,s3,0.2353,2.0992,1.9623
7970,0,2.1486,1.4054,0,s3,0.1072,1.9604,2.1486
7971,0,0.6463,0.257,0,s3,0.6463,0.0418,0.083
7972,0,1.1515,0.9866,0,s3,0.7147,1.1515,1.0936
7973,0,0.875,0.6247,0,s3,0.3038,0.6954,0.875
7974,0,0.8813,0.7187,0,s3,0.4408,0.8341,0.8813
7975,0,1.6052,1.2665,0,s3,1.6052,1.0428,1.1515
7976,0,0.4408,0.2234,0,s3,0.4408,0.0495,0.1798
7977,0,1.0131,0.8452,0,s3,0.7236,1.0131,0.799
7978,0,1.9618,1.314,0,s3,0.4497,1.5304,1.9618
7979,0,1.1257,0.8964,0,s3,1.1257,0.6469,0.9165
7980,0,0.2828,0.1805,0,s3,0.1072,0.2828,0.1514
7981,0,0.2442,0.1281,0,s3,0.2442,0.0452,0.095
7982,0,1.8792,1.5904,0,s3,1.8792,1.5615,1.3306
7983,0,0.9668,0.6991,0,s3,0.5778,0.9668,0.5527
7984,0,1.1044,0.8215,0,s3,0.6551,1.1044,0.7049
7985,0,0.9264,0.7984,0,s3,0.5866,0.8822,0.9264
7986,0,1.9476,1.2992,0,s3,1.9476,0.9244,1.0255
7987,0,1.8107,1.1183,0,s3,1.8107,0.7374,0.8069
7988,0,0.5179,0.3277,0,s3,0.1668,0.5179,0.2983
7989,0,1.6821,1.1395,0,s3,0.3723,1.6821,1.3641
7990,0,1.9476,0.932,0,s3,1.9476,0.3458,0.5027
7991,0,0.7988,0.5258,0,s3,0.0387,0.7398,0.7988
7992,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
7993,0,1.9476,1.2014,0,s3,1.9476,0.9584,0.6981
7994,0,1.7422,0.662,0,s3,1.7422,0.2159,0.0279
7995,0,0.9202,0.3808,0,s3,0.9202,0.0324,0.1898
7996,0,0.7355,0.6976,0,s3,0.6463,0.7355,0.7109
7997,0,1.9476,0.8412,0,s3,1.9476,0.4376,0.1383
7998,0,0.9786,0.7669,0,s3,0.4408,0.9786,0.8813
8000,0,0.8122,0.5038,0,s3,0.0387,0.8122,0.6605
8001,0,0.844,0.5672,0,s3,0.3723,0.4854,0.844
8002,0,0.7832,0.6875,0,s3,0.7832,0.6755,0.6038
8003,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
8004,0,1.7713,1.1906,0,s3,0.6463,1.1541,1.7713
8005,0,1.7819,1.563,0,s3,1.3312,1.5758,1.7819
8006,0,0.2638,0.1687,0,s3,0.1668,0.2638,0.0756
8007,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
8008,0,0.3757,0.171,0,s3,0.0298,0.3757,0.1075
8009,0,0.2144,0.1677,0,s3,0.1668,0.1219,0.2144
8010,0,1.7246,1.0635,0,s3,0.3038,1.1622,1.7246
8011,0,0.799,0.7562,0,s3,0.7236,0.7461,0.799
8012,0,1.5389,1.0659,0,s3,0.5866,1.0722,1.5389
8013,0,1.9476,1.1683,0,s3,1.9476,0.7809,0.7765
8014,0,1.9476,1.3789,0,s3,1.9476,1.1473,1.0417
8015,0,1.6737,0.724,0,s3,1.6737,0.1644,0.334
8017,0,1.7422,0.8429,0,s3,1.7422,0.345,0.4415
8018,0,0.3812,0.3549,0,s3,0.3812,0.3712,0.3124
8019,0,0.8606,0.462,0,s3,0.8606,0.2195,0.3058
8020,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
8021,0,1.2031,0.4872,0,s3,1.2031,0.1852,0.0733
8022,0,1.795,1.2156,0,s3,0.6551,1.1968,1.795
8023,0,0.5506,0.4548,0,s3,0.3038,0.5506,0.5101
8024,0,0.3127,0.2189,0,s3,0.3127,0.1142,0.2297
8025,0,0.7236,0.5504,0,s3,0.7236,0.6111,0.3164
8026,0,1.6388,1.124,0,s3,0.0983,1.6388,1.635
8027,0,1.4793,1.1567,0,s3,0.5181,1.4726,1.4793
8028,0,0.9371,0.6758,0,s3,0.3127,0.9371,0.7775
8029,0,0.8875,0.5296,0,s3,0.3812,0.3202,0.8875
8030,0,1.5642,1.1239,0,s3,0.2442,1.5632,1.5642
8031,0,1.5367,1.0011,0,s3,1.5367,0.7969,0.6697
8033,0,1.8107,1.3444,0,s3,1.8107,1.1402,1.0824
8034,0,1.2031,0.4872,0,s3,1.2031,0.1852,0.0733
8035,0,1.6737,1.107,0,s3,1.6737,0.8298,0.8176
8036,0,0.5181,0.4759,0,s3,0.5181,0.418,0.4917
8037,0,0.8518,0.6756,0,s3,0.3723,0.8026,0.8518
8038,0,1.8107,1.2208,0,s3,1.8107,0.891,0.9607
8039,0,0.3255,0.1986,0,s3,0.0298,0.2406,0.3255
8040,0,0.9873,0.8039,0,s3,0.5093,0.9152,0.9873
8041,0,1.1449,0.8349,0,s3,0.2442,1.1155,1.1449
8042,0,1.6388,1.124,0,s3,0.0983,1.6388,1.635
8043,0,0.2353,0.1143,0,s3,0.2353,0.0038,0.1037
8044,0,0.4408,0.2132,0,s3,0.4408,0.1544,0.0445
8045,0,0.6235,0.4267,0,s3,0.3812,0.2755,0.6235
8046,0,0.446,0.2929,0,s3,0.1072,0.3254,0.446
8047,0,0.9291,0.4631,0,s3,0.9291,0.2569,0.2034
8049,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
8050,0,1.1346,1.0297,0,s3,1.1346,0.9575,0.9969
8051,0,1.1347,0.7878,0,s3,0.4497,1.1347,0.7791
8052,0,1.0267,0.7793,0,s3,0.4497,1.0267,0.8614
8053,0,1.2716,0.7695,0,s3,1.2716,0.31,0.7268
8054,0,1.6503,1.1064,0,s3,0.7921,0.8769,1.6503
8056,0,0.7921,0.4175,0,s3,0.7921,0.2894,0.1709
8057,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
8058,0,0.7921,0.7259,0,s3,0.7921,0.6638,0.7218
8059,0,0.7325,0.5506,0,s3,0.2442,0.6751,0.7325
8060,0,0.8125,0.6925,0,s3,0.5093,0.8125,0.7556
8061,0,0.4698,0.2634,0,s3,0.1072,0.4698,0.2131
8062,0,0.6209,0.3487,0,s3,0.3127,0.1125,0.6209
8063,0,0.5489,0.2731,0,s3,0.0298,0.2406,0.5489
8064,0,0.6679,0.4514,0,s3,0.5093,0.6679,0.1771
8065,0,0.3217,0.2067,0,s3,0.2442,0.0543,0.3217
8066,0,0.6141,0.3921,0,s3,0.1668,0.3955,0.6141
8067,0,0.7147,0.556,0,s3,0.7147,0.5017,0.4516
8068,0,0.595,0.356,0,s3,0.3812,0.0919,0.595
8069,0,0.4497,0.208,0,s3,0.4497,0.076,0.0982
8070,0,0.4716,0.3852,0,s3,0.2353,0.4486,0.4716
8071,0,1.2423,1.1303,0,s3,0.9291,1.2195,1.2423
8072,0,0.8517,0.7807,0,s3,0.8517,0.7179,0.7725
8073,0,1.0867,0.8167,0,s3,0.6463,0.7172,1.0867
8074,0,1.4803,0.8919,0,s3,0.0983,1.0971,1.4803
8075,0,1.1346,0.4141,0,s3,1.1346,0.0043,0.1035
8076,0,0.4497,0.292,0,s3,0.4497,0.2718,0.1544
8077,0,0.4294,0.2979,0,s3,0.0387,0.4255,0.4294
8078,0,0.569,0.4312,0,s3,0.2442,0.569,0.4803
8079,0,1.3365,1.0279,0,s3,0.6551,1.0921,1.3365
8080,0,0.7921,0.7259,0,s3,0.7921,0.6638,0.7218
8081,0,0.2353,0.1265,0,s3,0.2353,0.0406,0.1037
8082,0,0.6463,0.5696,0,s3,0.6463,0.5291,0.5335
8083,0,1.0775,1.0147,0,s3,1.0572,0.9093,1.0775
8084,0,1.1942,0.5066,0,s3,1.1942,0.1701,0.1554
8086,0,1.1942,0.5537,0,s3,1.1942,0.1894,0.2776
8087,0,1.9476,0.874,0,s3,1.9476,0.2352,0.4393
8088,0,1.8107,0.7832,0,s3,1.8107,0.3298,0.2092
8089,0,1.2627,0.506,0,s3,1.2627,0.1797,0.0756
8090,0,0.514,0.3299,0,s3,0.1668,0.514,0.309
8091,0,0.4843,0.4353,0,s3,0.3812,0.4405,0.4843
8092,0,1.526,1.1432,0,s3,0.3812,1.5224,1.526
8093,0,0.1206,0.1011,0,s3,0.1072,0.1206,0.0756
8094,0,0.8517,0.3851,0,s3,0.8517,0.1824,0.1211
8095,0,1.459,1.054,0,s3,0.5866,1.1163,1.459
8096,0,1.8792,0.8523,0,s3,1.8792,0.4153,0.2625
8097,0,0.7725,0.6888,0,s3,0.6463,0.6475,0.7725
8098,0,0.9291,0.4631,0,s3,0.9291,0.2569,0.2034
8099,0,1.5361,1.4668,0,s3,1.3312,1.5332,1.5361
8100,0,0.1378,0.0862,0,s3,0.0387,0.1378,0.0822
8102,0,1.6737,1.1426,0,s3,1.6737,0.854,0.9
8103,0,1.8107,1.619,0,s3,1.8107,1.6193,1.427
8104,0,0.7498,0.4661,0,s3,0.1668,0.7498,0.4818
8105,0,0.8047,0.5649,0,s3,0.2353,0.6548,0.8047
8106,0,0.8517,0.3997,0,s3,0.8517,0.257,0.0905
8107,0,0.1218,0.081,0,s3,0.1072,0.1218,0.0139
8108,0,0.5153,0.3188,0,s3,0.0387,0.5153,0.4023
8109,0,0.799,0.7562,0,s3,0.7236,0.7461,0.799
8110,0,0.8606,0.5647,0,s3,0.8606,0.1068,0.7268
8111,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
8112,0,0.9264,0.7984,0,s3,0.5866,0.8822,0.9264
8114,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
8115,0,0.3812,0.2101,0,s3,0.3812,0.1803,0.0687
8116,0,0.8853,0.6015,0,s3,0.2442,0.6751,0.8853
8117,0,0.3772,0.2761,0,s3,0.3038,0.3772,0.1473
8118,0,0.5865,0.4038,0,s3,0.1757,0.5865,0.4491
8119,0,0.5939,0.3101,0,s3,0.1757,0.1606,0.5939
8120,0,1.1477,1.0048,0,s3,0.8606,1.006,1.1477
8121,0,0.9489,0.5968,0,s3,0.1072,0.9489,0.7342
8122,0,0.6306,0.4007,0,s3,0.2442,0.6306,0.3274
8123,0,0.7252,0.5611,0,s3,0.7236,0.7252,0.2345
8124,0,0.6181,0.4427,0,s3,0.1757,0.6181,0.5343
8125,0,0.5458,0.4374,0,s3,0.3038,0.4625,0.5458
8126,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
8127,0,1.1257,1.0513,0,s3,1.1257,0.9956,1.0326
8128,0,0.3038,0.2008,0,s3,0.3038,0.1512,0.1473
8129,0,0.5354,0.345,0,s3,0.0983,0.5354,0.4013
8130,0,0.7921,0.5154,0,s3,0.7921,0.5832,0.1709
8131,0,0.9976,0.4348,0,s3,0.9976,0.0072,0.2996
8132,0,0.2257,0.1788,0,s3,0.1757,0.135,0.2257
8133,0,0.5181,0.284,0,s3,0.5181,0.1207,0.2132
8134,0,0.8639,0.7292,0,s3,0.5093,0.8639,0.8144
8135,0,0.9202,0.5084,0,s3,0.9202,0.1671,0.4379
8136,0,0.7147,0.2978,0,s3,0.7147,0.1457,0.0329
8137,0,1.5039,1.1508,0,s3,0.4497,1.4988,1.5039
8138,0,0.5093,0.2009,0,s3,0.5093,0.0607,0.0327
8139,0,0.8449,0.5558,0,s3,0.1072,0.7154,0.8449
