window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_avg_asymmetry,z_asymmetry_entropy,z_down_up_ratio
8603,0,0.4079,0.2772,0,s6,0.3255,0.4079,0.0983
8604,0,0.7077,0.4068,0,s6,0.7077,0.3493,0.1633
8605,0,0.675,0.5267,0,s6,0.675,0.5482,0.3568
8606,0,0.8197,0.2954,0,s6,0.0024,0.8197,0.0642
8607,0,0.6956,0.4225,0,s6,0.4752,0.6956,0.0967
8608,0,0.7365,0.4823,0,s6,0.092,0.7365,0.6184
8609,0,0.43,0.4033,0,s6,0.4232,0.43,0.3568
8610,0,0.6636,0.4469,0,s6,0.2861,0.6636,0.3909
8611,0,0.6964,0.3192,0,s6,0.197,0.6964,0.0642
8612,0,0.8002,0.5097,0,s6,0.502,0.8002,0.2268
8613,0,0.9942,0.604,0,s6,0.9942,0.1344,0.6835
8614,0,0.7792,0.4365,0,s6,0.3346,0.7792,0.1958
8615,0,0.5835,0.4567,0,s6,0.3973,0.5835,0.3893
8616,0,0.7464,0.582,0,s6,0.6103,0.7464,0.3893
8617,0,0.6762,0.5555,0,s6,0.6762,0.4045,0.5859
8618,0,0.8279,0.4081,0,s6,0.007,0.8279,0.3893
8619,0,0.3893,0.3435,0,s6,0.2539,0.3873,0.3893
8620,0,1.7379,0.6555,0,s6,1.7379,0.0003,0.2284
8621,0,1.8739,0.9085,0,s6,1.8739,0.3648,0.4868
8622,0,1.9262,1.0922,0,s6,1.9262,1.1563,0.1942
8623,0,1.1978,0.4465,0,s6,1.1978,0.141,0.0008
8624,0,1.971,1.0634,0,s6,1.971,1.0249,0.1942
8625,0,0.9548,0.5406,0,s6,0.9548,0.2112,0.4559
8626,0,1.1349,0.7134,0,s6,1.1349,0.8746,0.1308
8627,0,0.8471,0.3511,0,s6,0.043,0.8471,0.1633
8628,0,0.7897,0.7096,0,s6,0.5906,0.7897,0.7485
8629,0,0.6226,0.4482,0,s6,0.4628,0.6226,0.2593
8630,0,0.3893,0.3261,0,s6,0.3317,0.2574,0.3893
8631,0,0.8673,0.4309,0,s6,0.3272,0.8673,0.0983
8632,0,0.6855,0.4806,0,s6,0.3655,0.6855,0.3909
8633,0,0.7802,0.4732,0,s6,0.4435,0.7802,0.1958
8634,0,0.8174,0.4585,0,s6,0.1687,0.8174,0.3893
8635,0,0.7789,0.3399,0,s6,0.0792,0.7789,0.1617
8636,0,1.2182,0.5784,0,s6,1.2182,0.4838,0.0333
8637,0,0.4688,0.3243,0,s6,0.4059,0.4688,0.0983
8638,0,1.1681,0.8001,0,s6,1.1681,0.9389,0.2934
8639,0,1.5695,0.7251,0,s6,1.5695,0.3773,0.2284
8640,0,0.7209,0.382,0,s6,0.1316,0.7209,0.2934
8641,0,0.8491,0.5391,0,s6,0.8491,0.639,0.1292
8642,0,1.3245,0.6213,0,s6,1.3245,0.4085,0.1308
8643,0,0.5949,0.3398,0,s6,0.2303,0.5949,0.1942
8644,0,1.0794,0.7196,0,s6,1.0794,0.6884,0.3909
8645,0,0.7705,0.4823,0,s6,0.5782,0.7705,0.0983
8646,0,0.8207,0.6118,0,s6,0.8207,0.6255,0.3893
8647,0,0.8379,0.6572,0,s6,0.8379,0.7754,0.3584
8648,0,0.8345,0.3607,0,s6,0.0534,0.8345,0.1942
8649,0,0.8154,0.5775,0,s6,0.7537,0.8154,0.1633
8650,0,0.8811,0.462,0,s6,0.4731,0.8811,0.0317
8651,0,0.8878,0.6476,0,s6,0.8878,0.6965,0.3584
8652,0,1.0932,0.7642,0,s6,1.0932,0.8425,0.3568
8653,0,0.805,0.5914,0,s6,0.6758,0.805,0.2934
8654,0,0.776,0.5633,0,s6,0.5897,0.776,0.3243
8655,0,1.384,0.7159,0,s6,1.384,0.2754,0.4884
8656,0,0.9185,0.4601,0,s6,0.3959,0.9185,0.0658
8657,0,0.3606,0.2391,0,s6,0.3606,0.161,0.1958
8658,0,0.3143,0.2456,0,s6,0.3143,0.1615,0.2609
8659,0,0.8215,0.5954,0,s6,0.8215,0.6712,0.2934
8660,0,0.8794,0.6251,0,s6,0.5401,0.8794,0.4559
8661,0,0.6555,0.4365,0,s6,0.1657,0.6555,0.4884
8662,0,1.0183,0.6339,0,s6,1.0183,0.8517,0.0317
8663,0,0.7522,0.5734,0,s6,0.7522,0.7088,0.2593
8664,0,0.6217,0.5872,0,s6,0.6189,0.6217,0.5209
8665,0,0.8765,0.4921,0,s6,0.8765,0.534,0.0658
8666,0,2.2606,1.1018,0,s6,2.2606,0.7206,0.3243
8667,0,2.4807,1.3497,0,s6,2.4807,1.535,0.0333
8668,0,2.3487,1.2525,0,s6,2.3487,1.312,0.0967
8669,0,0.4234,0.2174,0,s6,0.1121,0.1166,0.4234
8670,0,1.0933,0.545,0,s6,1.0933,0.055,0.4868
8671,0,0.7461,0.4349,0,s6,0.5577,0.7461,0.0008
8672,0,1.0292,0.4336,0,s6,1.0292,0.1732,0.0983
8673,0,0.5172,0.4234,0,s6,0.2971,0.5172,0.4559
8674,0,1.1678,0.6495,0,s6,1.1678,0.715,0.0658
8675,0,0.7445,0.282,0,s6,0.0683,0.7445,0.0333
8676,0,0.866,0.384,0,s6,0.1553,0.866,0.1308
8677,0,0.6594,0.2849,0,s6,0.0646,0.6594,0.1308
8678,0,0.4816,0.2959,0,s6,0.2754,0.4816,0.1308
8679,0,0.6451,0.3088,0,s6,0.2495,0.6451,0.0317
8680,0,0.7783,0.3708,0,s6,0.3023,0.7783,0.0317
8681,0,0.708,0.374,0,s6,0.3823,0.708,0.0317
8682,0,0.6437,0.3555,0,s6,0.357,0.6437,0.0658
8683,0,0.9127,0.5795,0,s6,0.9127,0.3699,0.4559
8684,0,0.5645,0.2577,0,s6,0.1429,0.5645,0.0658
8685,0,0.4559,0.2548,0,s6,0.0837,0.2247,0.4559
8686,0,0.4234,0.2982,0,s6,0.3254,0.1459,0.4234
8687,0,0.4615,0.2879,0,s6,0.3689,0.4615,0.0333
8688,0,0.6916,0.6237,0,s6,0.6911,0.6916,0.4884
8689,0,0.9618,0.4377,0,s6,0.9618,0.0255,0.3259
8690,0,1.1188,0.9184,0,s6,0.6278,1.1188,1.0085
8691,0,1.5433,1.1525,0,s6,0.678,1.5433,1.2361
8692,0,0.781,0.4982,0,s6,0.1519,0.5616,0.781
8693,0,0.5407,0.3214,0,s6,0.5407,0.1302,0.2934
8694,0,1.702,1.2593,0,s6,0.8723,1.702,1.2036
8695,0,1.2251,0.8402,0,s6,1.002,1.2251,0.2934
8696,0,1.5022,0.5838,0,s6,1.5022,0.1835,0.0658
8697,0,0.7485,0.5522,0,s6,0.7182,0.1899,0.7485
8698,0,1.6631,0.8889,0,s6,1.6631,0.255,0.7485
8699,0,0.7674,0.4405,0,s6,0.4899,0.7674,0.0642
8700,0,0.6824,0.4778,0,s6,0.6824,0.6219,0.1292
8701,0,0.8807,0.408,0,s6,0.2467,0.8807,0.0967
8702,0,0.9865,0.6489,0,s6,0.9865,0.7661,0.1942
8703,0,0.3584,0.1547,0,s6,0.0956,0.0101,0.3584
8704,0,1.0609,0.7862,0,s6,0.4192,1.0609,0.8785
8705,0,1.7345,1.3321,0,s6,1.7345,1.6435,0.6184
8706,0,0.7169,0.4109,0,s6,0.0273,0.7169,0.4884
8707,0,0.7243,0.4096,0,s6,0.1786,0.7243,0.3259
8708,0,0.7537,0.4168,0,s6,0.431,0.7537,0.0658
8709,0,0.7959,0.4682,0,s6,0.5446,0.7959,0.0642
8710,0,0.6184,0.271,0,s6,0.071,0.1235,0.6184
8711,0,1.5389,0.8002,0,s6,1.5389,0.0157,0.846
8712,0,0.7461,0.5629,0,s6,0.6816,0.7461,0.2609
8713,0,0.7189,0.4813,0,s6,0.2692,0.7189,0.4559
8714,0,0.7702,0.4973,0,s6,0.6574,0.7702,0.0642
8715,0,0.6436,0.3767,0,s6,0.2922,0.6436,0.1942
8716,0,0.6183,0.4378,0,s6,0.5644,0.6183,0.1308
8717,0,0.2463,0.2202,0,s6,0.2463,0.1859,0.2284
8718,0,0.3259,0.2374,0,s6,0.3192,0.067,0.3259
8719,0,1.2641,0.4713,0,s6,1.2641,0.084,0.0658
8720,0,0.6118,0.3162,0,s6,0.1427,0.6118,0.1942
8721,0,0.597,0.4011,0,s6,0.3779,0.597,0.2284
8722,0,0.5089,0.2704,0,s6,0.5089,0.0415,0.2609
8723,0,0.4259,0.2574,0,s6,0.2171,0.4259,0.1292
8724,0,0.3893,0.2238,0,s6,0.243,0.0392,0.3893
8725,0,0.4373,0.344,0,s6,0.4331,0.4373,0.1617
8726,0,0.5808,0.4021,0,s6,0.5808,0.2363,0.3893
8727,0,0.594,0.2853,0,s6,0.1977,0.594,0.0642
8728,0,0.7226,0.3477,0,s6,0.3197,0.7226,0.0008
8729,0,0.2674,0.2163,0,s6,0.1548,0.2674,0.2268
8730,0,1.1134,0.5442,0,s6,0.1299,1.1134,0.3893
8731,0,0.6691,0.3767,0,s6,0.2668,0.6691,0.1942
8732,0,0.3568,0.2404,0,s6,0.3157,0.0486,0.3568
8733,0,0.5774,0.4352,0,s6,0.2722,0.5774,0.4559
8734,0,0.6699,0.3723,0,s6,0.3162,0.6699,0.1308
8735,0,0.3845,0.2194,0,s6,0.0778,0.3845,0.1958
8736,0,0.5859,0.4306,0,s6,0.3534,0.3524,0.5859
8737,0,0.6184,0.2392,0,s6,0.0429,0.0563,0.6184
8738,0,0.8727,0.3386,0,s6,0.8727,0.0123,0.1308
8739,0,0.6555,0.5748,0,s6,0.5155,0.6555,0.5534
8740,0,0.7159,0.4108,0,s6,0.7159,0.2231,0.2934
8741,0,0.8161,0.4743,0,s6,0.8161,0.5086,0.0983
8742,0,0.5065,0.2363,0,s6,0.0065,0.5065,0.1958
8743,0,0.7254,0.4549,0,s6,0.4435,0.7254,0.1958
8744,0,0.6409,0.4055,0,s6,0.5438,0.6409,0.0317
8745,0,0.7769,0.4779,0,s6,0.56,0.7769,0.0967
8746,0,0.7899,0.5043,0,s6,0.2347,0.7899,0.4884
8747,0,0.7206,0.5568,0,s6,0.6255,0.7206,0.3243
8748,0,0.6751,0.3833,0,s6,0.248,0.6751,0.2268
8749,0,1.1386,0.6427,0,s6,0.0771,0.7124,1.1386
8750,0,1.4167,0.5983,0,s6,1.4167,0.0849,0.2934
8751,0,0.7736,0.5691,0,s6,0.738,0.7736,0.1958
8752,0,1.462,0.816,0,s6,1.462,0.6925,0.2934
8753,0,0.4234,0.2463,0,s6,0.0366,0.279,0.4234
8754,0,0.4434,0.2161,0,s6,0.0417,0.4434,0.1633
8755,0,0.8369,0.4887,0,s6,0.466,0.8369,0.1633
8756,0,1.0784,0.6577,0,s6,1.0784,0.4078,0.4868
8757,0,0.7026,0.4094,0,s6,0.2338,0.7026,0.2918
8758,0,0.8543,0.5188,0,s6,0.8543,0.5389,0.1633
8759,0,0.6392,0.3487,0,s6,0.1802,0.6392,0.2268
8760,0,0.5918,0.3431,0,s6,0.1457,0.5918,0.2918
8761,0,0.9132,0.6593,0,s6,0.9132,0.6088,0.4559
8762,0,0.8797,0.6503,0,s6,0.8797,0.8103,0.2609
8763,0,0.6908,0.5132,0,s6,0.4596,0.6908,0.3893
8764,0,0.5612,0.4003,0,s6,0.2504,0.5612,0.3893
8765,0,0.3941,0.2982,0,s6,0.1113,0.3941,0.3893
8766,0,0.5797,0.3514,0,s6,0.5797,0.4428,0.0317
8767,0,0.781,0.5187,0,s6,0.0325,0.7427,0.781
8768,0,0.7146,0.4409,0,s6,0.7146,0.2839,0.3243
8769,0,0.7196,0.5861,0,s6,0.7196,0.7144,0.3243
8770,0,0.6259,0.4589,0,s6,0.6259,0.3924,0.3584
8771,0,0.926,0.479,0,s6,0.1525,0.926,0.3584
8772,0,0.7793,0.4708,0,s6,0.2437,0.7793,0.3893
8773,0,0.5189,0.3992,0,s6,0.2893,0.5189,0.3893
8774,0,0.5996,0.353,0,s6,0.3286,0.5996,0.1308
8775,0,0.7254,0.5672,0,s6,0.5202,0.7254,0.4559
8776,0,0.6765,0.3834,0,s6,0.0504,0.6765,0.4234
8777,0,0.5479,0.3644,0,s6,0.3168,0.5479,0.2284
8778,0,0.5922,0.3634,0,s6,0.3363,0.5922,0.1617
8779,0,0.6403,0.519,0,s6,0.2983,0.6403,0.6184
8780,0,0.8276,0.5212,0,s6,0.8276,0.5742,0.1617
8781,0,0.593,0.3701,0,s6,0.593,0.0938,0.4234
8782,0,0.9815,0.7241,0,s6,0.6049,0.9815,0.5859
8783,0,0.4611,0.4261,0,s6,0.3937,0.4611,0.4234
8784,0,0.7849,0.5086,0,s6,0.4149,0.7849,0.3259
8785,0,0.7593,0.3831,0,s6,0.1306,0.7593,0.2593
8786,0,0.8122,0.5953,0,s6,0.8122,0.5828,0.3909
8787,0,0.7778,0.4721,0,s6,0.7778,0.3127,0.3259
8788,0,1.3856,0.67,0,s6,1.3856,0.3311,0.2934
8789,0,0.5859,0.3337,0,s6,0.1156,0.2995,0.5859
8790,0,0.3909,0.3501,0,s6,0.33,0.3295,0.3909
8791,0,1.1169,0.6267,0,s6,1.1169,0.5022,0.2609
8792,0,0.4713,0.3251,0,s6,0.4713,0.4073,0.0967
8793,0,0.9804,0.6568,0,s6,0.9804,0.534,0.4559
8794,0,0.8446,0.592,0,s6,0.8446,0.5422,0.3893
8795,0,0.6151,0.3976,0,s6,0.4143,0.6151,0.1633
8796,0,0.9745,0.6848,0,s6,0.9745,0.6889,0.3909
8797,0,0.5809,0.4217,0,s6,0.5809,0.3598,0.3243
8798,0,0.9759,0.5942,0,s6,0.9759,0.5782,0.2284
8799,0,0.5931,0.4188,0,s6,0.3065,0.5931,0.3568
8800,0,0.9408,0.6183,0,s6,0.9408,0.3283,0.5859
8801,0,0.9951,0.476,0,s6,0.9951,0.3363,0.0967
8802,0,0.5465,0.352,0,s6,0.4128,0.5465,0.0967
8803,0,0.1633,0.0832,0,s6,0.0347,0.0517,0.1633
8804,0,0.9847,0.4274,0,s6,0.9847,0.0706,0.2268
8805,0,0.4852,0.329,0,s6,0.4684,0.4852,0.0333
8806,0,0.575,0.2948,0,s6,0.575,0.2111,0.0983
8807,0,1.6901,0.6207,0,s6,1.6901,0.1388,0.0333
8808,0,0.431,0.2271,0,s6,0.431,0.1521,0.0983
8809,0,0.6989,0.5398,0,s6,0.6595,0.6989,0.2609
8810,0,0.8321,0.4208,0,s6,0.3969,0.8321,0.0333
8811,0,0.4884,0.2495,0,s6,0.2404,0.0198,0.4884
8812,0,0.2934,0.242,0,s6,0.2395,0.1932,0.2934
8813,0,0.4987,0.3325,0,s6,0.4987,0.238,0.2609
8814,0,0.9733,0.6612,0,s6,0.9733,0.3269,0.6835
8815,0,0.7427,0.4878,0,s6,0.2323,0.7427,0.4884
8816,0,0.5723,0.2951,0,s6,0.1189,0.5723,0.1942
8817,0,0.6509,0.3933,0,s6,0.3982,0.6509,0.1308
8818,0,1.218,0.8243,0,s6,0.2463,1.218,1.0085
8819,0,1.0122,0.5292,0,s6,1.0122,0.1521,0.4234
8820,0,1.3739,0.8266,0,s6,1.3739,0.2599,0.846
8821,0,1.1809,0.843,0,s6,1.1809,0.4372,0.911
8822,0,1.4445,0.972,0,s6,1.4445,0.6905,0.781
8823,0,0.3584,0.2562,0,s6,0.0721,0.3381,0.3584
8824,0,0.6696,0.4527,0,s6,0.6696,0.4617,0.2268
8825,0,1.1962,0.5259,0,s6,1.1962,0.1221,0.2593
8826,0,1.0281,0.5754,0,s6,1.0281,0.3072,0.3909
8827,0,0.8892,0.5537,0,s6,0.8892,0.3484,0.4234
8828,0,1.1408,0.5853,0,s6,1.1408,0.2893,0.3259
8829,0,0.3155,0.2242,0,s6,0.0962,0.3155,0.2609
8830,0,0.706,0.5071,0,s6,0.706,0.2945,0.5209
8831,0,1.0044,0.4805,0,s6,1.0044,0.2737,0.1633
8832,0,1.9904,1.0855,0,s6,1.9904,1.1677,0.0983
8833,0,0.8094,0.5359,0,s6,0.5699,0.8094,0.2284
8834,0,0.9113,0.3846,0,s6,0.014,0.9113,0.2284
8835,0,0.8708,0.4909,0,s6,0.2434,0.8708,0.3584
8836,0,0.8252,0.5735,0,s6,0.797,0.8252,0.0983
8837,0,0.9089,0.3966,0,s6,0.28,0.9089,0.0008
8838,0,0.9937,0.7541,0,s6,0.9937,0.5851,0.6835
8839,0,0.628,0.2588,0,s6,0.0516,0.628,0.0967
8840,0,1.3798,0.7456,0,s6,1.3798,0.7588,0.0983
8841,0,0.5058,0.3229,0,s6,0.3646,0.5058,0.0983
8842,0,0.8036,0.5539,0,s6,0.3047,0.8036,0.5534
8843,0,1.2112,0.6706,0,s6,1.2112,0.7674,0.0333
8844,0,0.5473,0.423,0,s6,0.5473,0.5258,0.1958
8845,0,0.825,0.5915,0,s6,0.7861,0.825,0.1633
8846,0,1.4219,0.7977,0,s6,1.4219,0.3852,0.5859
8847,0,0.8658,0.3746,0,s6,0.1597,0.8658,0.0983
8848,0,0.6563,0.5209,0,s6,0.6456,0.6563,0.2609
8849,0,1.073,0.5873,0,s6,1.073,0.5581,0.1308
8850,0,1.1286,0.655,0,s6,1.1286,0.1856,0.6509
8851,0,0.7771,0.4131,0,s6,0.3315,0.7771,0.1308
8852,0,0.5393,0.5111,0,s6,0.5057,0.5393,0.4884
8853,0,1.0695,0.9063,0,s6,1.0695,0.9009,0.7485
8854,0,0.716,0.3285,0,s6,0.0524,0.2172,0.716
8855,0,0.8242,0.426,0,s6,0.8242,0.032,0.4218
8856,0,0.7179,0.3712,0,s6,0.1673,0.7179,0.2284
8857,0,0.8188,0.474,0,s6,0.8188,0.2772,0.3259
8858,0,0.5087,0.3905,0,s6,0.4019,0.5087,0.2609
8859,0,0.759,0.5765,0,s6,0.759,0.6121,0.3584
8860,0,1.8544,1.4923,0,s6,1.8544,1.5816,1.041
8861,0,0.8929,0.5425,0,s6,0.8929,0.7339,0.0008
8862,0,0.5612,0.3614,0,s6,0.4589,0.5612,0.0642
8863,0,0.7502,0.4462,0,s6,0.7502,0.555,0.0333
8864,0,0.6445,0.5762,0,s6,0.5958,0.6445,0.4884
8865,0,0.8764,0.5986,0,s6,0.5627,0.8764,0.3568
8866,0,0.6214,0.4776,0,s6,0.4221,0.6214,0.3893
8867,0,0.6768,0.2799,0,s6,0.1297,0.6768,0.0333
8868,0,0.865,0.3948,0,s6,0.1253,0.865,0.1942
8869,0,0.5496,0.3424,0,s6,0.1842,0.5496,0.2934
8870,0,0.6509,0.4495,0,s6,0.2995,0.3981,0.6509
8871,0,0.7321,0.5672,0,s6,0.7321,0.2536,0.716
8872,0,1.2657,0.6347,0,s6,1.2657,0.4115,0.2268
8873,0,0.7485,0.4094,0,s6,0.3437,0.1359,0.7485
8874,0,1.5719,0.7319,0,s6,1.5719,0.5904,0.0333
8875,0,1.2791,0.7242,0,s6,1.2791,0.7303,0.1633
8876,0,0.7023,0.4528,0,s6,0.7023,0.1352,0.5209
8877,0,0.6184,0.4135,0,s6,0.28,0.3421,0.6184
8878,0,0.781,0.6908,0,s6,0.6169,0.6745,0.781
8879,0,0.7874,0.4381,0,s6,0.3976,0.7874,0.1292
8880,0,0.8112,0.3011,0,s6,0.0603,0.8112,0.0317
8881,0,1.309,0.5467,0,s6,1.309,0.0067,0.3243
8882,0,0.9296,0.5921,0,s6,0.9296,0.5533,0.2934
8883,0,0.558,0.4917,0,s6,0.558,0.5278,0.3893
8884,0,0.8873,0.6388,0,s6,0.6706,0.8873,0.3584
8885,0,0.7296,0.3825,0,s6,0.2561,0.7296,0.1617
8886,0,0.8592,0.5501,0,s6,0.4018,0.8592,0.3893
8887,0,0.6546,0.5754,0,s6,0.6546,0.5832,0.4884
8888,0,0.8335,0.5628,0,s6,0.8335,0.4656,0.3893
8889,0,0.7442,0.6142,0,s6,0.7092,0.7442,0.3893
8890,0,0.8282,0.3592,0,s6,0.1202,0.8282,0.1292
8891,0,0.7876,0.5095,0,s6,0.7876,0.5776,0.1633
8892,0,0.1203,0.0763,0,s6,0.1203,0.077,0.0317
8893,0,0.9535,0.566,0,s6,0.4187,0.9535,0.3259
8894,0,0.6369,0.3218,0,s6,0.0675,0.6369,0.2609
8895,0,0.8264,0.2906,0,s6,0.0136,0.8264,0.0317
8896,0,0.1308,0.0812,0,s6,0.0014,0.1113,0.1308
8897,0,1.081,0.618,0,s6,1.081,0.3496,0.4234
8898,0,0.781,0.5608,0,s6,0.5398,0.3617,0.781
8899,0,0.4049,0.251,0,s6,0.0222,0.4049,0.3259
8900,0,1.3156,0.81,0,s6,1.3156,0.9186,0.1958
8901,0,0.6184,0.5406,0,s6,0.4359,0.5676,0.6184
8902,0,0.737,0.4373,0,s6,0.737,0.3464,0.2284
8903,0,1.0639,0.6346,0,s6,1.0639,0.6458,0.1942
8904,0,0.5055,0.2712,0,s6,0.0487,0.5055,0.2593
8905,0,0.6053,0.4027,0,s6,0.6053,0.1793,0.4234
8906,0,0.7133,0.5504,0,s6,0.7133,0.3521,0.5859
8907,0,0.5244,0.3192,0,s6,0.5244,0.3364,0.0967
8908,0,0.5484,0.3121,0,s6,0.5484,0.2913,0.0967
8909,0,1.2001,0.7561,0,s6,1.2001,0.6774,0.3909
8910,0,1.2103,0.7934,0,s6,1.2103,0.8116,0.3584
8911,0,0.6542,0.4362,0,s6,0.2635,0.6542,0.3909
8912,0,0.5659,0.4201,0,s6,0.4986,0.5659,0.1958
8913,0,0.6736,0.304,0,s6,0.1076,0.6736,0.1308
8914,0,0.4947,0.3374,0,s6,0.0291,0.4947,0.4884
8915,0,1.8298,0.8656,0,s6,1.8298,0.4087,0.3584
8916,0,0.5854,0.3656,0,s6,0.5854,0.3481,0.1633
8917,0,0.7668,0.4793,0,s6,0.3453,0.7668,0.3259
8918,0,1.6465,0.8688,0,s6,1.6465,0.9265,0.0333
8919,0,2.3171,1.2509,0,s6,2.3171,1.1763,0.2593
8920,0,1.2208,0.6603,0,s6,1.2208,0.4682,0.2918
8921,0,0.5543,0.2282,0,s6,0.0012,0.5543,0.1292
8922,0,0.8973,0.4951,0,s6,0.8973,0.3938,0.1942
8923,0,0.7604,0.5927,0,s6,0.7604,0.6918,0.3259
8924,0,0.6589,0.4665,0,s6,0.6589,0.5447,0.1958
8925,0,0.8946,0.4881,0,s6,0.2113,0.8946,0.3584
8926,0,0.616,0.5077,0,s6,0.3861,0.616,0.5209
8927,0,0.7907,0.4976,0,s6,0.4736,0.7907,0.2284
8928,0,1.1787,0.7075,0,s6,1.1787,0.9121,0.0317
8929,0,0.7187,0.5394,0,s6,0.7187,0.6712,0.2284
8930,0,0.8963,0.354,0,s6,0.0674,0.8963,0.0983
8931,0,0.8116,0.3437,0,s6,0.0238,0.8116,0.1958
8932,0,0.6935,0.418,0,s6,0.0395,0.6935,0.5209
8933,0,1.8262,0.6692,0,s6,1.8262,0.0197,0.1617
8934,0,0.7142,0.4975,0,s6,0.3875,0.7142,0.3909
8935,0,0.75,0.3657,0,s6,0.75,0.1187,0.2284
8936,0,0.5831,0.3699,0,s6,0.1033,0.5831,0.4234
8937,0,1.0171,0.5353,0,s6,1.0171,0.3294,0.2593
8938,0,0.945,0.4876,0,s6,0.4519,0.945,0.0658
8939,0,0.6269,0.5091,0,s6,0.6269,0.5437,0.3568
8940,0,0.6585,0.4251,0,s6,0.3884,0.6585,0.2284
8941,0,0.4756,0.3176,0,s6,0.4756,0.1855,0.2918
8942,0,0.8284,0.5136,0,s6,0.8284,0.354,0.3584
8943,0,0.8673,0.4444,0,s6,0.3026,0.8673,0.1633
8944,0,0.7212,0.4167,0,s6,0.3332,0.7212,0.1958
8945,0,1.1061,0.7148,0,s6,1.1061,0.2572,0.781
8946,0,0.7132,0.415,0,s6,0.3684,0.7132,0.1633
8947,0,0.8168,0.6519,0,s6,0.7497,0.8168,0.3893
8948,0,0.9574,0.5917,0,s6,0.4283,0.9574,0.3893
8949,0,0.6681,0.4054,0,s6,0.6681,0.4822,0.0658
8950,0,1.0085,0.8201,0,s6,0.9005,0.5514,1.0085
8951,0,0.8397,0.435,0,s6,0.1084,0.8397,0.3568
8952,0,0.6114,0.5431,0,s6,0.5619,0.6114,0.4559
8953,0,0.5868,0.2637,0,s6,0.106,0.5868,0.0983
8954,0,0.5492,0.5098,0,s6,0.5492,0.4917,0.4884
8955,0,0.7337,0.6289,0,s6,0.697,0.7337,0.4559
8956,0,0.2592,0.1682,0,s6,0.1797,0.2592,0.0658
8957,0,0.5859,0.4988,0,s6,0.3809,0.5296,0.5859
8958,0,1.0361,0.5541,0,s6,1.0361,0.3327,0.2934
8959,0,1.3588,0.6522,0,s6,1.3588,0.3694,0.2284
8960,0,0.7617,0.5947,0,s6,0.7617,0.5016,0.5209
8961,0,0.944,0.5501,0,s6,0.3153,0.944,0.3909
8962,0,0.7586,0.5007,0,s6,0.7586,0.6451,0.0983
8963,0,0.8002,0.494,0,s6,0.8002,0.5835,0.0983
8964,0,0.7003,0.4239,0,s6,0.4407,0.7003,0.1308
8965,0,0.8751,0.4032,0,s6,0.1711,0.8751,0.1633
8966,0,0.5209,0.2464,0,s6,0.0046,0.2137,0.5209
8967,0,0.8288,0.5053,0,s6,0.1986,0.8288,0.4884
8968,0,0.6821,0.4006,0,s6,0.6821,0.4556,0.0642
8969,0,0.5859,0.3665,0,s6,0.1833,0.3304,0.5859
8970,0,0.9049,0.5187,0,s6,0.4228,0.9049,0.2284
8971,0,0.658,0.4818,0,s6,0.658,0.299,0.4884
8972,0,0.1169,0.0754,0,s6,0.1169,0.0436,0.0658
8973,0,0.7411,0.3196,0,s6,0.1194,0.7411,0.0983
8974,0,0.9622,0.4509,0,s6,0.0972,0.9622,0.2934
8975,0,0.6184,0.3795,0,s6,0.0955,0.4247,0.6184
8976,0,0.8982,0.7039,0,s6,0.7577,0.8982,0.4559
8977,0,0.9068,0.4092,0,s6,0.9068,0.2875,0.0333
8978,0,1.3743,0.5859,0,s6,1.3743,0.285,0.0983
8979,0,1.2718,0.8858,0,s6,0.8322,1.2718,0.5534
8980,0,0.5413,0.386,0,s6,0.5413,0.1609,0.4559
8981,0,0.7698,0.5036,0,s6,0.7094,0.7698,0.0317
8982,0,0.7518,0.4716,0,s6,0.7518,0.5973,0.0658
8983,0,0.3457,0.1725,0,s6,0.0102,0.3457,0.1617
8984,0,0.7411,0.4314,0,s6,0.7411,0.4888,0.0642
8985,0,0.8764,0.6364,0,s6,0.707,0.8764,0.3259
8986,0,0.8702,0.5826,0,s6,0.4883,0.8702,0.3893
8987,0,0.7036,0.3445,0,s6,0.2641,0.7036,0.0658
8988,0,1.1035,0.6173,0,s6,1.1035,0.4551,0.2934
8989,0,0.7079,0.5791,0,s6,0.6401,0.7079,0.3893
8990,0,0.447,0.3375,0,s6,0.1745,0.447,0.3909
8991,0,0.8611,0.588,0,s6,0.8611,0.676,0.2268
8992,0,0.7448,0.4266,0,s6,0.7448,0.5343,0.0008
8993,0,0.8659,0.518,0,s6,0.0698,0.8659,0.6184
8994,0,0.7299,0.562,0,s6,0.6969,0.7299,0.2593
8995,0,0.7314,0.5663,0,s6,0.7314,0.6108,0.3568
8996,0,0.9322,0.5559,0,s6,0.9322,0.6388,0.0967
8997,0,1.3875,0.5383,0,s6,1.3875,0.1615,0.0658
8998,0,0.7831,0.6023,0,s6,0.6344,0.7831,0.3893
8999,0,0.6213,0.3416,0,s6,0.3717,0.6213,0.0317
9000,0,0.8438,0.4673,0,s6,0.8438,0.4274,0.1308
9001,0,1.1137,0.5461,0,s6,1.1137,0.4914,0.0333
9002,0,1.9344,1.0873,0,s6,1.9344,0.7741,0.5534
9003,0,1.8076,0.8367,0,s6,1.8076,0.409,0.2934
9004,0,0.3765,0.2421,0,s6,0.1865,0.3765,0.1633
9005,0,1.1358,0.5539,0,s6,1.1358,0.3302,0.1958
