window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,iforest_score,iforest_pred,pred_fusion2,pred_fusion3,pred_fusion1
9324,0,0.5734,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.6048,0,0.0,0,none,0,-0.01318450898471546,0,0,0,0
9325,0,0.6062,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.0505,0,0.0,0,none,0,-0.011889059263800017,0,0,0,0
9326,0,0.6229,0,0.0,0.0,1.6737,0.0,1.2885,0.0,0.0,0.0,0.5095,0,0.0,0,none,0,-0.05230813971070264,0,0,0,0
9327,0,0.7003,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.9007,0,0.0,0,none,0,0.05858826199993944,1,0,0,0
9328,0,0.5953,0,0.0,0.0,0.0,0.0,2.5315,0.0,0.0,0.0,0.6925,0,0.0,0,none,0,0.004508153034878837,1,0,0,0
9329,0,2.7264,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0045,0.0,1.1523,0,0.0,0,none,0,0.07479610625323052,1,0,0,0
9330,0,0.9592,0,1.3108,0.0,1.0958,0.0,1.9485,0.0,0.1757,0.0,0.9437,0,0.0,0,none,0,-0.02394729634962045,0,0,0,0
9331,0,0.6182,0,0.2128,0.0,1.2122,0.0,0.5245,0.0,0.6379,0.0,0.9072,0,0.0,0,none,0,-0.04487591643103339,0,0,0,0
9332,0,1.5034,0,0.0,0.0,1.976,0.0,1.7764,0.0,0.0,0.0,0.8651,0,0.0,0,none,0,-0.0038730209561924633,0,0,0,0
9333,0,0.6139,0,0.0,0.0,1.9488,0.0,2.1719,0.0,0.0,0.0,0.5936,0,0.0,0,none,0,-0.013146229308610091,0,0,0,0
9334,0,0.5849,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.5136,0,0.0,0,none,0,0.0011808761466835516,1,0,0,0
9335,0,0.3247,0,0.0,0.0,1.3062,0.0,0.8111,0.0,0.0,0.0,0.6551,0,0.0,0,none,0,-0.045652042332538056,0,0,0,0
9336,0,2.2784,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.7291,0.0,1.0113,0,0.0,0,none,0,0.09355093085929878,1,0,0,0
9337,0,0.1538,0,0.0,0.0,0.1188,0.0,0.7661,0.0,0.5468,0.0,0.8569,0,0.0,0,none,0,-0.009657055578659313,0,0,0,0
9338,0,0.7013,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.6591,0,0.0,0,none,0,-0.02615621938797208,0,0,0,0
9339,0,0.7027,0,0.0,0.0,2.0135,0.0,0.0,0.0,0.0,0.0,0.7109,0,0.0,0,none,0,-0.02756246755558278,0,0,0,0
9340,0,0.7554,0,0.0,0.0,2.2184,0.0,1.3315,0.0,0.0,0.0,0.8674,0,0.0,0,none,0,-0.06592550030559524,0,0,0,0
9341,0,1.4099,0,0.0,0.0,2.0178,0.0,2.5315,0.0,0.0,0.0,1.2251,0,0.0,0,none,0,0.0438205131218361,1,0,0,0
9342,0,0.6191,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9218,0,0.0,0,none,0,-0.01673655472555896,0,0,0,0
9343,0,0.605,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.2069,0,0.0,0,none,0,-0.004977625511702999,0,0,0,0
9344,0,0.6148,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.0247,0,0.0,0,none,0,-0.01298498312638835,0,0,0,0
9345,0,1.0617,0,0.2128,0.0,0.8681,0.0,1.6868,0.0,0.7291,0.0,0.7352,0,0.0,0,none,0,-0.03814119736725513,0,0,0,0
9346,0,1.5632,0,0.0,0.0,0.0,0.0,2.2768,0.0,0.5468,0.0,0.8299,0,0.0,0,none,0,0.037431120767622394,1,0,0,0
9347,0,0.6642,0,0.0,0.0,1.1744,0.0,1.1277,0.0,0.182,0.0,1.0255,0,0.0,0,none,0,-0.058494774053404586,0,0,0,0
9348,0,0.8841,0,0.7618,0.0,1.2031,0.0,1.2037,0.0,1.6417,0.0,1.6235,0,0.0,0,none,0,-0.02059781123234833,0,0,0,0
9349,0,0.9962,0,0.0,0.0,0.0,0.0,0.0,0.0,1.7329,0.0,1.3531,0,0.0,0,none,0,0.004999884334264626,1,0,0,0
9350,0,1.0064,0,0.0,0.0,1.3401,0.0,0.3947,0.0,0.1757,0.0,0.6925,0,0.0,0,none,0,-0.02497029675927659,0,0,0,0
9351,0,0.6367,0,0.0,0.0,0.9394,0.0,0.2013,0.0,0.0,0.0,0.7437,0,0.0,0,none,0,-0.02728127799203306,0,0,0,0
9352,0,0.5859,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.0502,0,0.0,0,none,0,-0.010920723994078618,0,0,0,0
9353,0,0.6044,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.3247,0,0.0,0,none,0,-0.00013827852504200155,0,0,0,0
9354,0,0.6707,0,0.0,0.0,1.2031,0.0,2.2768,0.0,0.0,0.0,1.4334,0,0.0,0,none,0,0.0055860918767841605,1,0,0,0
9355,0,0.6766,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.7291,0.0,0.8823,0,0.0,0,none,0,0.005131891357908147,1,0,0,0
9356,0,0.5534,0,0.0,0.0,1.3205,0.0,1.0804,0.0,0.182,0.0,0.7712,0,0.0,0,none,0,-0.06734181998777106,0,0,0,0
9357,0,0.6384,0,0.0,0.0,0.4408,0.0,1.1803,0.0,0.2732,0.0,1.6636,0,0.0,0,none,0,-0.019913337931795838,0,0,0,0
9358,0,0.7019,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7437,0,0.0,0,none,0,-0.026933095377180416,0,0,0,0
9359,0,0.7018,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9414,0,0.0,0,none,0,-0.01554014254902697,0,0,0,0
9360,0,0.6808,0,0.0,0.0,1.3811,0.0,0.957,0.0,0.6379,0.0,0.6085,0,0.0,0,none,0,-0.06512403237929743,0,0,0,0
9361,0,0.6597,0,0.0,0.0,1.1001,0.0,1.7675,0.0,0.0,0.0,0.8732,0,0.0,0,none,0,-0.049004686141033205,0,0,0,0
9362,0,0.6022,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9562,0,0.0,0,none,0,-0.01235336907393969,0,0,0,0
9363,0,0.5905,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7854,0,0.0,0,none,0,-0.023252940277954104,0,0,0,0
9364,0,0.5904,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8651,0,0.0,0,none,0,-0.02032340226809043,0,0,0,0
9365,0,0.6277,0,0.0,0.0,1.6956,0.0,0.4092,0.0,0.6379,0.0,0.8592,0,0.0,0,none,0,-0.035158073629543984,0,0,0,0
9366,0,0.693,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.3971,0,0.0,0,none,0,0.018087834205755215,1,0,0,0
9367,0,8.9756,1,0.3362,0.0,1.3401,0.0,1.5128,0.0,0.3644,0.0,0.7256,0,0.25,1,low,0,0.2403541071242068,1,0,0,1
9368,0,0.6597,0,0.0,0.0,1.0661,0.0,1.1463,0.0,0.6409,0.0,0.4559,0,0.0,0,none,0,-0.047815163386367265,0,0,0,0
9369,0,1.3192,0,0.0,0.0,0.0,0.0,0.0,0.0,1.824,0.0,1.5544,0,0.0,0,none,0,0.012335566165395773,1,0,0,0
9370,0,1.3716,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2773,0.0,1.0644,0,0.0,0,none,0,0.014940323166943659,1,0,0,0
9371,0,0.84,0,0.0,0.0,1.2031,0.0,1.1803,0.0,0.1757,0.0,0.6736,0,0.0,0,none,0,-0.06048377159320284,0,0,0,0
9372,0,0.7541,0,0.0,0.0,1.7221,0.0,0.9186,0.0,0.7291,0.0,0.6197,0,0.0,0,none,0,-0.06573317262369494,0,0,0,0
9373,0,0.5757,0,0.0,0.0,2.2884,0.0,0.0,0.0,0.0,0.0,1.0157,0,0.0,0,none,0,-0.008334265820806208,0,0,0,0
9374,0,1.1933,0,0.0,0.0,0.7921,0.0,1.5977,0.0,0.6379,0.0,0.4803,0,0.0,0,none,0,0.006187195462653949,1,0,0,0
9375,0,2.5136,0,0.3362,0.0,0.8302,0.0,0.6094,0.0,0.5468,0.0,0.7945,0,0.0,0,none,0,0.04256135418918361,1,0,0,0
9376,0,0.7008,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.4383,0,0.0,0,none,0,-0.0072678457641844885,0,0,0,0
9377,0,0.4726,0,0.0,0.0,0.5181,0.0,1.4279,0.0,0.0,0.0,0.4355,0,0.0,0,none,0,-0.026646338587176743,0,0,0,0
9378,0,0.5782,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.866,0,0.0,0,none,0,-0.01924095190040903,0,0,0,0
9379,0,0.6104,0,0.0,0.0,0.9756,0.0,0.4408,0.0,0.0,0.0,0.6219,0,0.0,0,none,0,-0.03724166340939278,0,0,0,0
9380,0,0.9148,0,0.0,0.0,2.0178,0.0,1.5128,0.0,0.4556,0.0,0.982,0,0.0,0,none,0,-0.038888082840628724,0,0,0,0
9381,0,1.0105,0,0.0,0.0,0.0,0.0,0.0,0.0,1.4593,0.0,0.7542,0,0.0,0,none,0,-0.006077697619043365,0,0,0,0
9382,0,1.9134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9136,0.0,1.0249,0,0.0,0,none,0,0.04597116366703685,1,0,0,0
9383,0,1.3782,0,0.0,0.0,1.2716,0.0,1.1106,0.0,0.2732,0.0,1.005,0,0.0,0,none,0,-0.018074891263758275,0,0,0,0
9384,0,0.6256,0,0.0,0.0,1.1257,0.0,1.1685,0.0,0.0,0.0,0.9256,0,0.0,0,none,0,-0.05866417953184144,0,0,0,0
9385,0,0.6026,0,0.0,0.0,1.4373,0.0,2.2437,0.0,0.0,0.0,0.7583,0,0.0,0,none,0,-0.019709697458414055,0,0,0,0
9386,0,0.5751,0,0.0,0.0,0.0,0.0,2.4466,0.0,0.0,0.0,0.9686,0,0.0,0,none,0,0.015588770512865557,1,0,0,0
9387,0,0.9652,0,0.0,0.0,1.1539,0.0,1.5435,0.0,0.0,0.0,0.727,0,0.0,0,none,0,-0.046119398216516894,0,0,0,0
9388,0,0.5851,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.715,0,0.0,0,none,0,-0.02470235791455566,0,0,0,0
9389,0,0.6017,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7927,0,0.0,0,none,0,-0.022822040416614064,0,0,0,0
9390,0,2.5407,0,0.0,0.0,1.2716,0.0,2.3617,0.0,0.6379,0.0,1.3923,0,0.0,0,none,0,0.09345878258506013,1,0,0,0
9391,0,0.445,0,0.0,0.0,0.6463,0.0,0.9198,0.0,0.5468,0.0,0.8003,0,0.0,0,none,0,-0.06006078667095799,0,0,0,0
9392,0,0.6975,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9913,0,0.0,0,none,0,-0.015116177396958363,0,0,0,0
9393,0,0.702,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9447,0,0.0,0,none,0,-0.01534357576436518,0,0,0,0
9394,0,0.7017,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9167,0,0.0,0,none,0,-0.018624929292177073,0,0,0,0
9395,0,0.6923,0,0.0,0.0,1.1346,0.0,1.8523,0.0,0.0,0.0,0.8826,0,0.0,0,none,0,-0.045528084103625466,0,0,0,0
9396,0,0.6267,0,0.0,0.0,1.4604,0.0,0.3027,0.0,0.0,0.0,0.8197,0,0.0,0,none,0,-0.033126352856796826,0,0,0,0
9397,0,0.3908,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8355,0,0.0,0,none,0,0.005727924796635309,1,0,0,0
9398,0,0.5995,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.0721,0,0.0,0,none,0,-0.012531401089506511,0,0,0,0
9399,0,0.5962,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.5432,0,0.0,0,none,0,-0.005541957740990755,0,0,0,0
9400,0,0.6783,0,0.0,0.0,1.2039,0.0,2.1919,0.0,0.0,0.0,1.4409,0,0.0,0,none,0,-0.0009026538225034852,0,0,0,0
9401,0,0.6855,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,0.8659,0,0.0,0,none,0,0.0041345549469702925,1,0,0,0
9402,0,0.4129,0,0.0,0.0,2.1937,0.0,1.1188,0.0,0.4556,0.0,1.1437,0,0.0,0,none,0,-0.036005907405341264,0,0,0,0
9403,0,0.5144,0,0.7618,0.0,2.327,0.0,1.3877,0.0,0.1757,0.0,0.9905,0,0.0,0,none,0,-0.05333540173440049,0,0,0,0
9404,0,1.364,0,0.0,0.0,1.0661,0.0,2.107,0.0,0.0,0.0,1.2344,0,0.0,0,none,0,0.025631766416894297,1,0,0,0
9405,0,0.6186,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7788,0,0.0,0,none,0,-0.025309946343108403,0,0,0,0
9406,0,0.5788,0,0.0,0.0,1.8556,0.0,1.3734,0.0,0.0,0.0,0.9938,0,0.0,0,none,0,-0.0559715630055862,0,0,0,0
9407,0,2.7242,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,2.3395,0,0.0,0,none,0,0.10391848610650845,1,0,0,0
9408,0,0.6734,0,0.0,0.0,0.0,0.0,0.9452,0.0,1.824,0.0,1.6293,0,0.0,0,none,0,-0.024464843360262056,0,0,0,0
9409,0,2.6808,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9136,0.0,0.9281,0,0.0,0,none,0,0.06793407681220709,1,0,0,0
9410,0,4.5559,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2732,0.0,1.8367,0,0.25,1,low,0,0.11956246060961462,1,0,0,1
9411,0,0.5886,0,0.0,0.0,1.006,0.0,0.2636,0.0,0.1757,0.0,0.3909,0,0.0,0,none,0,0.007789059422113609,1,0,0,0
9412,0,0.5411,0,0.0,0.0,1.8224,0.0,0.9412,0.0,0.4556,0.0,0.5673,0,0.0,0,none,0,-0.060623165255664635,0,0,0,0
9413,0,0.6134,0,0.7618,0.0,1.9741,0.0,0.3593,0.0,0.3644,0.0,1.4881,0,0.0,0,none,0,0.0026053798669979367,1,0,0,0
9414,0,2.5224,0,0.0,0.0,0.8666,0.0,1.343,0.0,0.0,0.0,0.5859,0,0.0,0,none,0,0.04279757430772552,1,0,0,0
9415,0,0.7026,0,0.0,0.0,2.1624,0.0,0.0,0.0,0.0,0.0,1.182,0,0.0,0,none,0,-0.007524605819813179,0,0,0,0
9416,0,0.7018,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8104,0,0.0,0,none,0,-0.02305552590743848,0,0,0,0
9417,0,2.0,0,0.0,0.0,1.0661,0.0,2.107,0.0,0.0,0.0,1.6792,0,0.0,0,none,0,0.06807421896476651,1,0,0,0
9418,0,0.6447,0,0.0,0.0,0.9103,0.0,0.4941,0.0,0.0,0.0,0.7189,0,0.0,0,none,0,-0.05155759936241855,0,0,0,0
9419,0,0.591,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8922,0,0.0,0,none,0,-0.018381607794598576,0,0,0,0
9420,0,0.6139,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.3245,0,0.0,0,none,0,-1.0976421444430784e-05,0,0,0,0
9421,0,0.6168,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7894,0,0.0,0,none,0,-0.024579539835484776,0,0,0,0
9422,0,0.7193,0,0.0,0.0,0.6551,0.0,1.5977,0.0,0.0,0.0,0.8512,0,0.0,0,none,0,-0.05545754618167148,0,0,0,0
9423,0,1.2066,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.6379,0.0,1.2522,0,0.0,0,none,0,0.03705084024392291,1,0,0,0
9424,0,0.444,0,0.0,0.0,1.0958,0.0,1.5977,0.0,0.2732,0.0,0.4997,0,0.0,0,none,0,-0.023997910690397584,0,0,0,0
9425,0,1.1061,0,0.3362,0.0,1.3117,0.0,0.6094,0.0,0.3644,0.0,0.624,0,0.0,0,none,0,-0.029013546608528673,0,0,0,0
9426,0,2.7997,0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,1.3782,0,0.0,0,none,0,0.07778345399679976,1,0,0,0
9427,0,0.7264,0,0.0,0.0,0.0,0.0,1.2037,0.0,1.4593,0.0,1.0209,0,0.0,0,none,0,-0.05416604100450145,0,0,0,0
9428,0,0.3559,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.3644,0.0,0.8135,0,0.0,0,none,0,0.023159501189006504,1,0,0,0
9429,0,0.5672,0,0.0,0.0,0.8606,0.0,1.7675,0.0,0.4556,0.0,1.4105,0,0.0,0,none,0,-0.022184746153609436,0,0,0,0
9430,0,0.6222,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8142,0,0.0,0,none,0,-0.025162604015879664,0,0,0,0
9431,0,0.6533,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9055,0,0.0,0,none,0,-0.01913801766881479,0,0,0,0
9432,0,0.6395,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7738,0,0.0,0,none,0,-0.025896313100900736,0,0,0,0
9433,0,0.6448,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.515,0,0.0,0,none,0,-0.0023103177606756953,0,0,0,0
9434,0,0.8488,0,0.0,0.0,1.0661,0.0,2.107,0.0,0.3681,0.0,0.3786,0,0.0,0,none,0,0.03136722801632247,1,0,0,0
9435,0,0.5721,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.5468,0.0,0.2934,0,0.0,0,none,0,0.06437540233171113,1,0,0,0
9436,0,0.7023,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.1757,0.0,1.4157,0,0.0,0,none,0,0.019521373441205248,1,0,0,0
9437,0,4.5231,1,1.8599,0.0,0.9922,0.0,0.7488,0.0,0.1757,0.0,0.5916,0,0.25,1,low,0,0.11125362265970762,1,0,0,1
9438,0,0.5711,0,0.0,0.0,0.5006,0.0,0.4507,0.0,0.7291,0.0,0.8174,0,0.0,0,none,0,-0.04159792613509544,0,0,0,0
9439,0,2.71,0,0.3362,0.0,2.0197,0.0,0.0,0.0,0.5468,0.0,0.8802,0,0.0,0,none,0,0.0695412988076422,1,0,0,0
9440,0,0.4164,0,0.0,0.0,1.4682,0.0,1.3734,0.0,0.0,0.0,0.6368,0,0.0,0,none,0,-0.05430249039080559,0,0,0,0
9441,0,0.698,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7264,0,0.0,0,none,0,-0.026637343989284967,0,0,0,0
9442,0,0.6993,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.83,0,0.0,0,none,0,-0.024202604665869765,0,0,0,0
9443,0,0.425,0,1.3108,0.0,0.5181,0.0,0.9341,0.0,0.459,0.0,0.5827,0,0.0,0,none,0,-0.05422870561787668,0,0,0,0
9444,0,0.9921,0,0.7618,0.0,0.0,0.0,1.2037,0.0,2.28,0.0,1.893,0,0.0,0,none,0,-0.0034248193353244583,0,0,0,0
9445,0,4.0885,1,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,1.8367,0,0.25,1,low,0,0.10783642074434818,1,0,0,1
9446,0,2.9674,0,0.3362,0.0,0.9976,0.0,0.0,0.0,0.1863,0.0,0.5182,0,0.0,0,none,0,0.09948661902967526,1,0,0,0
9447,0,1.0527,0,1.8599,0.0,0.7252,0.0,1.6817,0.0,0.2772,0.0,1.0304,0,0.0,0,none,0,-0.03219231758784097,0,0,0,0
9448,0,0.607,0,0.0,0.0,1.3483,0.0,0.6943,0.0,0.6379,0.0,0.7348,0,0.0,0,none,0,-0.06661102554395293,0,0,0,0
9449,0,4.8439,1,0.8853,0.0,1.1356,0.0,1.2963,0.0,0.1863,0.0,1.3567,0,0.25,1,low,0,0.11102004234303475,1,0,0,1
9450,0,0.8032,0,0.0,0.0,1.0661,0.0,0.9374,0.0,1.0045,0.0,0.8063,0,0.0,0,none,0,-0.061259760699520494,0,0,0,0
9451,0,0.7256,0,0.7618,0.0,0.5598,0.0,0.923,0.0,0.182,0.0,0.5854,0,0.0,0,none,0,-0.06387771444769152,0,0,0,0
9452,0,0.9115,0,0.0,0.0,2.0178,0.0,1.577,0.0,0.6409,0.0,1.568,0,0.0,0,none,0,-0.015326819444054174,0,0,0,0
9453,0,0.4441,0,0.0,0.0,2.1037,0.0,1.2489,0.0,0.0,0.0,0.8592,0,0.0,0,none,0,-0.056789259925777436,0,0,0,0
9454,0,0.4386,0,0.0,0.0,2.1719,0.0,1.8277,0.0,0.6379,0.0,0.5,0,0.0,0,none,0,-0.010466541289261944,0,0,0,0
9455,0,0.3447,0,0.0,0.0,1.8107,0.0,0.0,0.0,0.0,0.0,0.9243,0,0.0,0,none,0,0.019140776621831834,1,0,0,0
9456,0,0.4068,0,0.0,0.0,1.4377,0.0,0.4941,0.0,0.0,0.0,0.6241,0,0.0,0,none,0,-0.03763692543988284,0,0,0,0
9457,0,0.6559,0,0.0,0.0,1.1942,0.0,2.7758,0.0,0.0,0.0,0.8606,0,0.0,0,none,0,0.014297822860674936,1,0,0,0
9458,0,1.0019,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.7358,0,0.0,0,none,0,0.038821845654699205,1,0,0,0
9459,0,0.2871,0,1.3108,0.0,1.0661,0.0,1.2581,0.0,0.182,0.0,0.6743,0,0.0,0,none,0,-0.037226524148212314,0,0,0,0
9460,0,0.6553,0,1.3108,0.0,1.0661,0.0,1.1685,0.0,1.2773,0.0,0.7397,0,0.0,0,none,0,-0.07035182942516255,0,0,0,0
9461,0,0.6772,0,0.7618,0.0,1.1346,0.0,1.8523,0.0,0.6379,0.0,0.5732,0,0.0,0,none,0,-0.03649495297159916,0,0,0,0
9462,0,0.5974,0,0.0,0.0,1.4682,0.0,1.0339,0.0,0.0,0.0,1.3668,0,0.0,0,none,0,-0.036061877368531337,0,0,0,0
9463,0,0.635,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.013,0,0.0,0,none,0,-0.015691971157379137,0,0,0,0
9464,0,0.5922,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.6514,0,0.0,0,none,0,0.005876816037440724,1,0,0,0
9465,0,0.5658,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.4441,0,0.0,0,none,0,0.001870494987701976,1,0,0,0
9466,0,0.5794,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.5482,0,0.0,0,none,0,0.0023167490241308153,1,0,0,0
9467,0,0.5805,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.1933,0,0.0,0,none,0,-0.0038392187122705534,0,0,0,0
9468,0,0.6288,0,0.0,0.0,0.7659,0.0,1.6784,0.0,0.0,0.0,0.2899,0,0.0,0,none,0,-0.004163831493163683,0,0,0,0
9469,0,0.6604,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.7291,0.0,0.8785,0,0.0,0,none,0,0.006279512462583514,1,0,0,0
9470,0,3.1928,1,0.3362,0.0,0.685,0.0,0.8641,0.0,0.5468,0.0,0.5893,0,0.25,1,low,0,0.06629802558842779,1,0,0,1
9471,0,0.7001,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9628,0,0.0,0,none,0,-0.01224748219665861,0,0,0,0
9472,0,0.7019,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8055,0,0.0,0,none,0,-0.022931186623165123,0,0,0,0
9473,0,0.649,0,0.0,0.0,1.3421,0.0,1.0286,0.0,0.0,0.0,0.1438,0,0.0,0,none,0,0.001107188468503384,1,0,0,0
9474,0,0.3725,0,0.0,0.0,2.413,0.0,0.8641,0.0,0.2772,0.0,1.5469,0,0.0,0,none,0,-0.005398805491247272,0,0,0,0
9475,0,1.8214,0,0.0,0.0,0.0,0.0,1.9485,0.0,1.4593,0.0,0.8648,0,0.0,0,none,0,0.019010301453725675,1,0,0,0
9476,0,0.5256,0,0.0,0.0,2.0355,0.0,0.0,0.0,0.7291,0.0,0.9396,0,0.0,0,none,0,-0.0123553487944158,0,0,0,0
9477,0,0.3356,0,0.0,0.0,0.7802,0.0,0.5805,0.0,0.4556,0.0,0.3198,0,0.0,0,none,0,0.010969422079567304,1,0,0,0
9478,0,4.5761,1,0.2128,0.0,0.8924,0.0,0.4921,0.0,0.2732,0.0,0.8841,0,0.25,1,low,0,0.1152637483419765,1,0,0,1
9479,0,4.5545,1,0.2128,0.0,0.6886,0.0,1.3734,0.0,0.9136,0.0,1.1685,0,0.25,1,low,0,0.09582016198966226,1,0,0,1
9480,0,0.5862,0,0.2128,0.0,0.0,0.0,2.0221,0.0,0.3644,0.0,1.2067,0,0.0,0,none,0,-0.013196173996712524,0,0,0,0
9481,0,0.5403,0,0.0,0.0,0.5093,0.0,0.906,0.0,0.6379,0.0,0.7424,0,0.0,0,none,0,-0.07112377996930974,0,0,0,0
9482,0,1.347,0,0.0,0.0,0.5093,0.0,3.5074,1.0,0.2732,0.0,0.6663,0,0.5,1,low,0,0.08988607020185135,1,0,0,1
9483,0,0.2819,0,0.0,0.0,0.5093,0.0,0.5649,0.0,0.3644,0.0,0.6794,0,0.0,0,none,0,-0.03131843062625067,0,0,0,0
9484,0,9.0737,1,0.3362,0.0,1.0572,0.0,1.9485,0.0,0.4556,0.0,0.7577,0,0.25,1,low,0,0.2410307634603467,1,0,0,1
9485,0,0.9809,0,0.7618,0.0,1.2031,0.0,1.0339,0.0,1.2773,0.0,1.0268,0,0.0,0,none,0,-0.03936261567016702,0,0,0,0
9486,0,0.505,0,0.0,0.0,1.4829,0.0,0.9668,0.0,0.7291,0.0,0.5946,0,0.0,0,none,0,-0.05974372742371309,0,0,0,0
9487,0,0.4466,0,0.0,0.0,0.9753,0.0,1.4437,0.0,0.0,0.0,0.9192,0,0.0,0,none,0,-0.047783920537053215,0,0,0,0
9488,0,0.7905,0,0.0,0.0,1.6913,0.0,1.2138,0.0,0.6379,0.0,0.8432,0,0.0,0,none,0,-0.06091972800718609,0,0,0,0
9489,0,0.6154,0,0.0,0.0,1.3251,0.0,1.702,0.0,0.6379,0.0,0.7344,0,0.0,0,none,0,-0.056927608366704796,0,0,0,0
9490,0,0.6469,0,0.0,0.0,1.1346,0.0,0.7792,0.0,1.3682,0.0,1.6515,0,0.0,0,none,0,-0.018165775766418146,0,0,0,0
9491,0,9.2547,1,1.8599,0.0,1.3865,0.0,0.6943,0.0,0.4556,0.0,0.6698,0,0.25,1,low,0,0.23836958390445528,1,0,0,1
9492,0,0.5831,0,0.0,0.0,1.726,0.0,0.0,0.0,0.6379,0.0,0.8828,0,0.0,0,none,0,-0.01987859481552995,0,0,0,0
9493,0,0.4324,0,0.0,0.0,1.6231,0.0,1.1188,0.0,0.182,0.0,0.696,0,0.0,0,none,0,-0.06497861881074213,0,0,0,0
9494,0,4.9559,1,0.3362,0.0,1.2031,0.0,0.9545,0.0,0.1863,0.0,0.5209,0,0.25,1,low,0,0.13931397556259484,1,0,0,1
9495,0,0.2087,0,0.0,0.0,0.0,0.0,0.8337,0.0,0.6409,0.0,0.2609,0,0.0,0,none,0,0.03298317427981151,1,0,0,0
