window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,velocity_s4,vel_zscore_s4,vel_alert_s4,accel_s4,velocity_s1,vel_zscore_s1,vel_alert_s1,velocity_s6,vel_zscore_s6,vel_alert_s6,vel_flag_count,enhanced_alert,velocity_only_alert,orig_fusion2
9249,0,3.0972,1,0.0,0.0,0.0,0.0,0.0,0.0,2.1888,0.0,1.3352,0,0.25,1,low,0,0.0,0.0,0.0,0.0,2.0952,1.202,0,-1.0562,1.9486,0,0,0,0,0
9250,0,0.938,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6447,0.0,1.844,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-2.1592000000000002,1.2387,0,0.5088000000000001,0.9386,0,0,0,0,0
9251,0,2.3073,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3682,0.0,1.7155,0,0.0,0,none,0,0.0,0.0,0.0,0.0,1.3693000000000002,0.7855,0,-0.12850000000000006,0.237,0,0,0,0,0
9252,0,1.1674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1863,0.0,0.7838,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-1.1399000000000001,0.6539,0,-0.9317,1.7189,0,0,0,0,0
9253,0,0.3661,0,0.0,0.0,0.9976,0.0,1.2581,0.0,0.6379,0.0,1.5039,0,0.0,0,none,0,-0.030399999999999983,0.0088,0.0,-0.4522999999999999,-0.8013,0.4596,0,0.7201,1.3285,0,0,0,0,0
9254,0,0.7773,0,0.0,0.0,1.5457,0.0,1.6742,0.0,0.1757,0.0,0.9723,0,0.0,0,none,0,0.4160999999999999,0.1219,0.0,0.4464999999999999,0.4112,0.2358,0,-0.5316,0.9807,0,0,0,0,0
9255,0,0.6724,0,0.7618,0.0,1.0167,0.0,1.3446,0.0,0.2772,0.0,1.6144,0,0.0,0,none,0,-0.3295999999999999,0.0965,0.0,-0.7456999999999998,-0.1049,0.0601,0,0.6421,1.1846,0,0,0,0,0
9256,0,0.8099,0,0.0,0.0,1.626,0.0,1.5915,0.0,0.1757,0.0,1.4204,0,0.0,0,none,0,0.2468999999999999,0.0723,0.0,0.5764999999999998,0.13749999999999996,0.0788,0,-0.19399999999999995,0.3578,0,0,0,0,0
9257,0,0.6076,0,0.3362,0.0,0.9789,0.0,1.0035,0.0,0.7291,0.0,0.7866,0,0.0,0,none,0,-0.5879999999999999,0.1722,0.0,-0.8348999999999998,-0.20229999999999992,0.116,0,-0.6338000000000001,1.1693,0,0,0,0,0
9258,0,4.9472,1,0.3362,0.0,0.7449,0.0,0.5251,0.0,0.1757,0.0,0.5609,0,0.25,1,low,0,-0.47840000000000005,0.1401,0.0,0.10959999999999981,4.3396,2.4896,0,-0.2257,0.4163,0,0,0,0,0
9259,0,1.023,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1864,0.0,1.0146,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-3.9242,2.2513,0,0.4537,0.837,0,0,0,0,0
9260,0,1.9007,0,0.0,0.0,2.0178,0.0,0.0,0.0,0.3681,0.0,1.2297,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.8777000000000001,0.5035,0,0.21510000000000007,0.3968,0,0,0,0,0
9261,0,0.3799,0,0.0,0.0,1.1346,0.0,2.1919,0.0,0.2732,0.0,0.836,0,0.0,0,none,0,1.6667999999999998,0.4884,0.0,2.1452,-1.5208,0.8724,0,-0.39370000000000005,0.7263,0,0,0,0,0
9262,0,0.6604,0,0.0,0.0,1.8107,0.0,1.4583,0.0,0.0,0.0,0.7969,0,0.0,0,none,0,-0.7336,0.2149,0.0,-2.4004,0.28049999999999997,0.1609,0,-0.03909999999999991,0.072,0,0,0,0,0
9263,0,0.6391,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.4501,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.021299999999999986,0.0122,0,-0.34680000000000005,0.6398,0,0,0,0,0
9264,0,1.0986,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.1757,0.0,1.5798,0,0.0,0,none,0,1.158,0.3393,0.0,1.8916,0.4595,0.2635,0,1.1297000000000001,2.0842,0,0,0,0,0
9265,0,0.569,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.6379,0.0,0.9267,0,0.0,0,none,0,0.0,-0.0001,0.0,-1.158,-0.5296000000000001,0.3038,0,-0.6531000000000001,1.2049,0,0,0,0,0
9266,0,0.5768,0,0.0,0.0,1.8516,0.0,1.2885,0.0,0.0,0.0,1.121,0,0.0,0,none,0,-1.3277999999999999,0.389,0.0,-1.3277999999999999,0.007800000000000029,0.0044,0,0.19430000000000003,0.3584,0,0,0,0,0
9267,0,2.5391,0,0.3362,0.0,1.6737,0.0,0.0,0.0,0.7291,0.0,0.7679,0,0.0,0,none,0,0.0,0.0,0.0,0.0,1.9623,1.1257,0,-0.35309999999999997,0.6514,0,0,0,0,0
9268,0,0.3065,0,0.0,0.0,0.0,0.0,2.5315,0.0,0.7291,0.0,0.846,0,0.0,0,none,0,1.2429999999999999,0.3642,0.0,2.5707999999999998,-2.2325999999999997,1.2808,0,0.07809999999999995,0.144,0,0,0,0,0
9269,0,1.0206,0,0.2128,0.0,1.546,0.0,1.5142,0.0,0.2732,0.0,0.4582,0,0.0,0,none,0,-1.0172999999999999,0.298,0.0,-2.2603,0.7141,0.4096,0,-0.3878,0.7154,0,0,0,0,0
9270,0,0.6993,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8374,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.3212999999999999,0.1843,0,0.37920000000000004,0.6995,0,0,0,0,0
9271,0,0.7017,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.6815,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.0023999999999999577,0.0013,0,-0.15590000000000004,0.2875,0,0,0,0,0
9272,0,0.6987,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.4531,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.0030000000000000027,0.0017,0,-0.2284,0.4213,0,0,0,0,0
9273,0,0.6976,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9401,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.0010999999999999899,0.0006,0,0.48700000000000004,0.8984,0,0,0,0,0
9274,0,0.5726,0,0.0,0.0,0.5778,0.0,0.509,0.0,0.0,0.0,0.7396,0,0.0,0,none,0,-1.0051999999999999,0.2945,0.0,0.0121,-0.125,0.0716,0,-0.2005,0.3698,0,0,0,0,0
9275,0,0.5966,0,0.3362,0.0,1.8107,0.0,0.0,0.0,0.7291,0.0,1.1585,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.02400000000000002,0.0137,0,0.41890000000000005,0.7728,0,0,0,0,0
9276,0,1.4268,0,0.3362,0.0,0.0,0.0,2.4466,0.0,0.5468,0.0,1.2698,0,0.0,0,none,0,1.9376000000000002,0.5677,0.0,2.9428,0.8302,0.4762,0,0.11129999999999995,0.2053,0,0,0,0,0
9277,0,0.6517,0,0.0,0.0,0.0,0.0,1.8523,0.0,0.1757,0.0,0.7226,0,0.0,0,none,0,-0.5943,0.1741,0.0,-2.5319000000000003,-0.7751000000000001,0.4446,0,-0.5472,1.0095,0,0,0,0,0
9278,0,0.6345,0,0.0,0.0,1.3472,0.0,0.6023,0.0,0.7291,0.0,0.4114,0,0.0,0,none,0,-1.25,0.3662,0.0,-0.6557,-0.017199999999999993,0.0098,0,-0.31120000000000003,0.5741,0,0,0,0,0
9279,0,0.5945,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8241,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.039999999999999925,0.0229,0,0.41270000000000007,0.7613,0,0,0,0,0
9280,0,0.6077,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.5272,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.01319999999999999,0.0075,0,-0.29690000000000005,0.5477,0,0,0,0,0
9281,0,0.6109,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8261,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.0031999999999999806,0.0018,0,0.29889999999999994,0.5514,0,0,0,0,0
9282,0,0.6211,0,0.0,0.0,1.5367,0.0,1.1188,0.0,0.0,0.0,0.5086,0,0.0,0,none,0,0.5165000000000001,0.1513,0.0,1.7665000000000002,0.010199999999999987,0.0058,0,-0.3174999999999999,0.5857,0,0,0,0,0
9283,0,1.2186,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.6085,0,0.0,0,none,0,1.4974999999999998,0.4388,0.0,0.9809999999999998,0.5974999999999999,0.3427,0,1.0998999999999999,2.0292,0,0,0,0,0
9284,0,0.8872,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.3057,0,0.0,0,none,0,0.0,-0.0001,0.0,-1.4974999999999998,-0.3313999999999999,0.1901,0,-0.30279999999999996,0.5586,0,0,0,0,0
9285,0,1.3723,0,0.0,0.0,0.0,0.0,0.6857,0.0,0.3644,0.0,1.4447,0,0.0,0,none,0,-1.9305999999999999,0.5657,0.0,-1.9305999999999999,0.4851000000000001,0.2782,0,0.139,0.2564,0,0,0,0,0
9286,0,1.1236,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1864,0.0,1.3868,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.24870000000000014,0.1426,0,-0.05790000000000006,0.1067,0,0,0,0,0
9287,0,1.1171,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3682,0.0,1.321,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.00649999999999995,0.0037,0,-0.06580000000000008,0.1213,0,0,0,0,0
9288,0,2.1856,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4556,0.0,0.9967,0,0.0,0,none,0,0.0,0.0,0.0,0.0,1.0685,0.6129,0,-0.3242999999999999,0.5982,0,0,0,0,0
9289,0,0.8486,0,0.0,0.0,1.3401,0.0,1.8523,0.0,0.4556,0.0,0.8534,0,0.0,0,none,0,1.1666,0.3418,0.0,3.0972,-1.337,0.767,0,-0.14329999999999998,0.2643,0,0,0,0,0
9290,0,2.5117,0,0.3362,0.0,0.9752,0.0,1.5128,0.0,0.3681,0.0,0.7171,0,0.0,0,none,0,-0.33950000000000014,0.0994,0.0,-1.5061000000000002,1.6630999999999998,0.9541,0,-0.1363000000000001,0.2514,0,0,0,0,0
9291,0,0.9201,0,0.0,0.0,2.2194,0.0,3.4123,1.0,0.0,0.0,0.2918,0,0.5,1,low,0,1.8995000000000002,0.5566,0.0,2.2390000000000003,-1.5915999999999997,0.913,0,-0.42529999999999996,0.7846,0,0,0,0,0
9292,0,0.581,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.6801,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.33910000000000007,0.1945,0,0.38830000000000003,0.7163,0,0,0,0,0
9293,0,0.6046,0,0.0,0.0,1.938,0.0,0.174,0.0,0.7291,0.0,1.1779,0,0.0,0,none,0,-3.2383,0.9489,0.0,-5.1378,0.023600000000000065,0.0135,0,0.4977999999999999,0.9183,0,0,0,0,0
9294,0,2.9784,0,0.0,0.0,0.0,0.0,2.6545,0.0,0.0,0.0,1.8947,0,0.0,0,none,0,2.4805,0.7268,0.0,5.7188,2.3738,1.3618,0,0.7168000000000001,1.3224,0,0,0,0,0
9295,0,0.7029,0,0.0,0.0,0.8606,0.0,1.7675,0.0,0.182,0.0,1.2926,0,0.0,0,none,0,-0.887,0.2599,0.0,-3.3675,-2.2755,1.3054,0,-0.6021000000000001,1.1108,0,0,0,0,0
9296,0,0.6417,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.5698,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.06119999999999992,0.035,0,-0.7228,1.3335,0,0,0,0,0
9297,0,0.857,0,0.0,0.0,0.8822,0.0,1.4953,0.0,0.1757,0.0,0.6481,0,0.0,0,none,0,-0.2722,0.0797,0.0,0.6148,0.21529999999999994,0.1234,0,0.07830000000000004,0.1444,0,0,0,0,0
9298,0,0.7029,0,0.0,0.0,0.0,0.0,2.5315,0.0,0.8227,0.0,1.2536,0,0.0,0,none,0,1.0361999999999998,0.3036,0.0,1.3083999999999998,-0.15410000000000001,0.0883,0,0.6055,1.1171,0,0,0,0,0
9299,0,0.562,0,0.0,0.0,0.7147,0.0,0.6689,0.0,0.4556,0.0,0.9553,0,0.0,0,none,0,-1.8625999999999998,0.5458,0.0,-2.8987999999999996,-0.14089999999999991,0.0808,0,-0.2983,0.5503,0,0,0,0,0
9300,0,0.7001,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.6925,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.1380999999999999,0.0792,0,-0.26280000000000003,0.4848,0,0,0,0,0
9301,0,0.6297,0,0.0,0.0,1.4172,0.0,1.3238,0.0,0.0,0.0,0.7516,0,0.0,0,none,0,0.6549,0.1918,0.0,2.5175,-0.07039999999999991,0.0403,0,0.05910000000000004,0.1089,0,0,0,0,0
9302,0,0.4051,0,0.0,0.0,1.9658,0.0,0.949,0.0,0.5468,0.0,0.7538,0,0.0,0,none,0,-0.37480000000000013,0.1097,0.0,-1.0297,-0.22460000000000002,0.1288,0,0.0021999999999999797,0.004,0,0,0,0,0
9303,0,0.7494,0,0.0,0.0,1.3401,0.0,1.0301,0.0,1.0954,0.0,1.4321,0,0.0,0,none,0,0.08110000000000006,0.0237,0.0,0.4559000000000002,0.34429999999999994,0.1975,0,0.6782999999999999,1.2514,0,0,0,0,0
9304,0,1.0281,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0064,0.0,1.8209,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.27870000000000006,0.1598,0,0.38880000000000003,0.7172,0,0,0,0,0
9305,0,1.1054,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0954,0.0,1.0761,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.07729999999999992,0.0443,0,-0.7447999999999999,1.3741,0,0,0,0,0
9306,0,4.9936,1,0.3362,0.0,0.4497,0.0,1.0904,0.0,0.4556,0.0,0.4713,0,0.25,1,low,0,0.06030000000000002,0.0176,0.0,-0.02080000000000004,3.8882,2.2306,0,-0.6048,1.1158,0,0,0,0,0
9307,0,0.541,0,0.0,0.0,1.6107,0.0,0.9813,0.0,0.6379,0.0,0.3395,0,0.0,0,none,0,-0.10910000000000009,0.0319,0.0,-0.1694000000000001,-4.4525999999999994,2.5544,1,-0.13179999999999997,0.2431,0,1,0,0,0
9308,0,0.4607,0,0.0,0.0,2.141,0.0,0.8486,0.0,0.0,0.0,0.7167,0,0.0,0,none,0,-0.13269999999999993,0.0388,0.0,-0.023599999999999843,-0.08030000000000004,0.046,0,0.3772,0.6958,0,0,0,0,0
9309,0,0.4441,0,0.0,0.0,1.1761,0.0,2.0221,0.0,0.1863,0.0,1.0116,0,0.0,0,none,0,1.1735,0.3438,0.0,1.3062,-0.016600000000000004,0.0095,0,0.29490000000000005,0.544,0,0,0,0,0
9310,0,0.702,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9669,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.25789999999999996,0.1479,0,-0.04470000000000007,0.0824,0,0,0,0,0
9311,0,1.133,0,0.0,0.0,0.8666,0.0,1.5977,0.0,0.0,0.0,0.9245,0,0.0,0,none,0,-0.4244000000000001,0.1243,0.0,-1.5979,0.43100000000000005,0.2472,0,-0.04239999999999999,0.0781,0,0,0,0,0
9312,0,0.6103,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.0162,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.5227,0.2998,0,0.0917,0.1691,0,0,0,0,0
9313,0,0.601,0,0.0,0.0,1.8792,0.0,0.0,0.0,0.0,0.0,1.3108,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.009299999999999975,0.0053,0,0.2946,0.5434,0,0,0,0,0
9314,0,0.5605,0,0.0,0.0,2.0178,0.0,2.0221,0.0,0.4556,0.0,1.0655,0,0.0,0,none,0,0.4244000000000001,0.1243,0.0,0.8488000000000002,-0.04049999999999998,0.0232,0,-0.24530000000000007,0.4525,0,0,0,0,0
9315,0,3.179,1,0.0,0.0,0.0,0.0,1.2037,0.0,0.1757,0.0,1.5423,0,0.25,1,low,0,-0.8184,0.2397,0.0,-1.2428000000000001,2.6185,1.5022,0,0.4768000000000001,0.8796,0,0,0,0,0
9316,0,0.9388,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0064,0.0,1.1991,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-2.2401999999999997,1.2851,0,-0.34319999999999995,0.6331,0,0,0,0,0
9317,0,6.3577,1,0.2128,0.0,1.2499,0.0,0.5794,0.0,0.182,0.0,0.5534,0,0.25,1,low,0,-0.6243,0.1829,0.0,0.19410000000000005,5.418900000000001,3.1088,1,-0.6457,1.1912,0,1,0,0,0
9318,0,0.617,0,0.0,0.0,1.851,0.0,1.6048,0.0,0.182,0.0,1.5836,0,0.0,0,none,0,1.0253999999999999,0.3004,0.0,1.6496999999999997,-5.7407,3.2934,1,1.0301999999999998,1.9006,0,1,0,0,0
9319,0,0.5789,0,0.0,0.0,1.7488,0.0,1.2037,0.0,0.6379,0.0,1.1812,0,0.0,0,none,0,-0.4011,0.1175,0.0,-1.4264999999999999,-0.03810000000000002,0.0218,0,-0.40239999999999987,0.7423,0,0,0,0,0
9320,0,0.6899,0,0.0,0.0,2.3033,0.0,1.1277,0.0,0.0,0.0,0.2778,0,0.0,0,none,0,-0.07600000000000007,0.0222,0.0,0.32509999999999994,0.11099999999999999,0.0636,0,-0.9034,1.6667,0,0,0,0,0
9321,0,0.4547,0,0.0,0.0,1.2933,0.0,0.8337,0.0,0.5468,0.0,0.5759,0,0.0,0,none,0,-0.29399999999999993,0.0861,0.0,-0.21799999999999986,-0.23519999999999996,0.1349,0,0.2981,0.5499,0,0,0,0,0
9322,0,0.6977,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,0.8909,0,0.0,0,none,0,1.7826,0.5223,0.0,2.0766,0.243,0.1393,0,0.31500000000000006,0.5811,0,0,0,0,0
9323,0,0.5705,0,0.0,0.0,2.0221,0.0,0.6921,0.0,0.0,0.0,0.8555,0,0.0,0,none,0,-1.9242,0.5638,0.0,-3.7068,-0.12719999999999998,0.0729,0,-0.03539999999999999,0.0652,0,0,0,0,0
9324,0,0.5734,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.6048,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.0029000000000000137,0.0016,0,-0.25070000000000003,0.4624,0,0,0,0,0
9325,0,0.6062,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.0505,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.03279999999999994,0.0187,0,0.4457,0.8222,0,0,0,0,0
9326,0,0.6229,0,0.0,0.0,1.6737,0.0,1.2885,0.0,0.0,0.0,0.5095,0,0.0,0,none,0,0.5963999999999999,0.1747,0.0,2.5206,0.016700000000000048,0.0095,0,-0.541,0.9981,0,0,0,0,0
9327,0,0.7003,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.9007,0,0.0,0,none,0,1.3277999999999999,0.389,0.0,0.7313999999999999,0.07740000000000002,0.0443,0,1.3912,2.5667,1,1,0,0,0
9328,0,0.5953,0,0.0,0.0,0.0,0.0,2.5315,0.0,0.0,0.0,0.6925,0,0.0,0,none,0,-0.08479999999999999,0.0248,0.0,-1.4125999999999999,-0.10499999999999998,0.0602,0,-1.2082000000000002,2.229,0,0,0,0,0
9329,0,2.7264,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0045,0.0,1.1523,0,0.0,0,none,0,0.0,0.0,0.0,0.0,2.1311,1.2226,0,0.4598000000000001,0.8482,0,0,0,0,0
9330,0,0.9592,0,1.3108,0.0,1.0958,0.0,1.9485,0.0,0.1757,0.0,0.9437,0,0.0,0,none,0,-0.583,0.1708,0.0,-0.4982,-1.7671999999999999,1.0138,0,-0.20860000000000012,0.3848,0,0,0,0,0
9331,0,0.6182,0,0.2128,0.0,1.2122,0.0,0.5245,0.0,0.6379,0.0,0.9072,0,0.0,0,none,0,-1.424,0.4172,0.0,-0.841,-0.3410000000000001,0.1956,0,-0.03649999999999998,0.0673,0,0,0,0,0
9332,0,1.5034,0,0.0,0.0,1.976,0.0,1.7764,0.0,0.0,0.0,0.8651,0,0.0,0,none,0,1.2519,0.3668,0.0,2.6759,0.8852000000000001,0.5078,0,-0.042100000000000026,0.0776,0,0,0,0,0
9333,0,0.6139,0,0.0,0.0,1.9488,0.0,2.1719,0.0,0.0,0.0,0.5936,0,0.0,0,none,0,0.39549999999999996,0.1158,0.0,-0.8564,-0.8895000000000001,0.5102,0,-0.27149999999999996,0.5008,0,0,0,0,0
9334,0,0.5849,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.5136,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.029000000000000026,0.0166,0,-0.08000000000000007,0.1475,0,0,0,0,0
9335,0,0.3247,0,0.0,0.0,1.3062,0.0,0.8111,0.0,0.0,0.0,0.6551,0,0.0,0,none,0,-1.3607999999999998,0.3987,0.0,-1.7562999999999998,-0.2602,0.1492,0,0.14150000000000007,0.261,0,0,0,0,0
9336,0,2.2784,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.7291,0.0,1.0113,0,0.0,0,none,0,1.8051999999999997,0.5289,0.0,3.1659999999999995,1.9537,1.1208,0,0.35620000000000007,0.6571,0,0,0,0,0
9337,0,0.1538,0,0.0,0.0,0.1188,0.0,0.7661,0.0,0.5468,0.0,0.8569,0,0.0,0,none,0,-1.8501999999999998,0.5421,0.0,-3.6553999999999993,-2.1246,1.2188,0,-0.1544000000000001,0.2848,0,0,0,0,0
9338,0,0.7013,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.6591,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.5475000000000001,0.314,0,-0.19779999999999998,0.3648,0,0,0,0,0
9339,0,0.7027,0,0.0,0.0,2.0135,0.0,0.0,0.0,0.0,0.0,0.7109,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.0013999999999999568,0.0007,0,0.05179999999999996,0.0955,0,0,0,0,0
9340,0,0.7554,0,0.0,0.0,2.2184,0.0,1.3315,0.0,0.0,0.0,0.8674,0,0.0,0,none,0,0.5653999999999999,0.1656,0.0,2.4155999999999995,0.05269999999999997,0.0302,0,0.15649999999999997,0.2887,0,0,0,0,0
9341,0,1.4099,0,0.0,0.0,2.0178,0.0,2.5315,0.0,0.0,0.0,1.2251,0,0.0,0,none,0,1.2,0.3516,0.0,0.6346,0.6545,0.3754,0,0.35770000000000013,0.6599,0,0,0,0,0
9342,0,0.6191,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9218,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.7908,0.4536,0,-0.3033000000000001,0.5595,0,0,0,0,0
9343,0,0.605,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.2069,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.014100000000000001,0.008,0,0.28510000000000013,0.5259,0,0,0,0,0
9344,0,0.6148,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.0247,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.009800000000000031,0.0056,0,-0.18220000000000014,0.3361,0,0,0,0,0
9345,0,1.0617,0,0.2128,0.0,0.8681,0.0,1.6868,0.0,0.7291,0.0,0.7352,0,0.0,0,none,0,-0.8446999999999998,0.2475,0.0,-2.0446999999999997,0.4469000000000001,0.2563,0,-0.2895,0.534,0,0,0,0,0
9346,0,1.5632,0,0.0,0.0,0.0,0.0,2.2768,0.0,0.5468,0.0,0.8299,0,0.0,0,none,0,0.5900000000000001,0.1728,0.0,1.4346999999999999,0.5014999999999998,0.2876,0,0.0947,0.1746,0,0,0,0,0
9347,0,0.6642,0,0.0,0.0,1.1744,0.0,1.1277,0.0,0.182,0.0,1.0255,0,0.0,0,none,0,-1.1491000000000002,0.3367,0.0,-1.7391000000000003,-0.8989999999999999,0.5157,0,0.1956000000000001,0.3608,0,0,0,0,0
9348,0,0.8841,0,0.7618,0.0,1.2031,0.0,1.2037,0.0,1.6417,0.0,1.6235,0,0.0,0,none,0,0.07600000000000007,0.0222,0.0,1.2251000000000003,0.21989999999999998,0.1261,0,0.5979999999999999,1.1032,0,0,0,0,0
9349,0,0.9962,0,0.0,0.0,0.0,0.0,0.0,0.0,1.7329,0.0,1.3531,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.11209999999999998,0.0642,0,-0.2704,0.4988,0,0,0,0,0
9350,0,1.0064,0,0.0,0.0,1.3401,0.0,0.3947,0.0,0.1757,0.0,0.6925,0,0.0,0,none,0,-0.8089999999999999,0.237,0.0,-0.885,0.010199999999999987,0.0058,0,-0.6606,1.2187,0,0,0,0,0
9351,0,0.6367,0,0.0,0.0,0.9394,0.0,0.2013,0.0,0.0,0.0,0.7437,0,0.0,0,none,0,-0.1934,0.0566,0.0,0.6155999999999999,-0.3696999999999999,0.212,0,0.05120000000000002,0.0944,0,0,0,0,0
9352,0,0.5859,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.0502,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.05080000000000007,0.0291,0,0.3065,0.5654,0,0,0,0,0
9353,0,0.6044,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,1.3247,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.018500000000000072,0.0105,0,0.27449999999999997,0.5064,0,0,0,0,0
9354,0,0.6707,0,0.0,0.0,1.2031,0.0,2.2768,0.0,0.0,0.0,1.4334,0,0.0,0,none,0,2.0755000000000003,0.6082,0.0,2.2689000000000004,0.06629999999999991,0.038,0,0.10870000000000002,0.2005,0,0,0,0,0
9355,0,0.6766,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.7291,0.0,0.8823,0,0.0,0,none,0,0.3394999999999997,0.0994,0.0,-1.7360000000000007,0.005900000000000016,0.0033,0,-0.5511,1.0167,0,0,0,0,0
9356,0,0.5534,0,0.0,0.0,1.3205,0.0,1.0804,0.0,0.182,0.0,0.7712,0,0.0,0,none,0,-1.5358999999999998,0.45,0.0,-1.8753999999999995,-0.12319999999999998,0.0706,0,-0.11109999999999998,0.2049,0,0,0,0,0
9357,0,0.6384,0,0.0,0.0,0.4408,0.0,1.1803,0.0,0.2732,0.0,1.6636,0,0.0,0,none,0,0.09989999999999988,0.0292,0.0,1.6357999999999997,0.08499999999999996,0.0487,0,0.8924,1.6464,0,0,0,0,0
9358,0,0.7019,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7437,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.0635,0.0364,0,-0.9198999999999999,1.6971,0,0,0,0,0
9359,0,0.7018,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9414,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-9.999999999998899e-05,-0.0,0,0.1977,0.3647,0,0,0,0,0
