window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_byte_volume,z_bwd_byte_volume,z_flow_bytes_per_s,z_flow_packets_per_s,z_avg_packet_size
10514,1,8.5777,1.9839,1,s1,0.2797,0.0218,0.3385,0.702,8.5777
10515,1,9.0447,2.0826,1,s1,0.2809,0.0217,0.3632,0.7027,9.0447
10516,1,8.6592,1.9993,1,s1,0.2799,0.0218,0.3339,0.7019,8.6592
10517,1,8.6697,2.0089,1,s1,0.2806,0.0217,0.3697,0.7029,8.6697
10518,1,8.2642,1.9228,1,s1,0.2797,0.0218,0.3463,0.7022,8.2642
10519,1,8.7087,2.016,1,s1,0.2801,0.0218,0.3665,0.7028,8.7087
10520,1,8.274,1.9255,1,s1,0.2798,0.0218,0.3496,0.7023,8.274
10521,1,8.7691,2.0269,1,s1,0.2805,0.0218,0.3605,0.7027,8.7691
10522,1,8.4103,1.9535,1,s1,0.2796,0.0218,0.3535,0.7025,8.4103
10523,1,8.418,1.9563,1,s1,0.2795,0.0218,0.3594,0.7026,8.418
10524,1,8.7728,2.02,1,s1,0.2802,0.0218,0.3236,0.7016,8.7728
10525,1,8.6826,2.0102,1,s1,0.2801,0.0218,0.3639,0.7028,8.6826
10526,1,8.9803,2.0648,1,s1,0.2808,0.0218,0.3389,0.702,8.9803
10527,1,8.6497,1.9927,1,s1,0.2816,0.0223,0.3113,0.6987,8.6497
10528,1,8.8838,2.039,1,s1,0.2804,0.0218,0.3079,0.7012,8.8838
10529,1,8.4997,1.9741,1,s1,0.2797,0.0218,0.3666,0.7029,8.4997
10530,1,8.6739,1.9617,1,s1,0.2805,0.0223,0.1515,0.6803,8.6739
10531,1,8.6648,2.0066,1,s1,0.2799,0.0218,0.3637,0.7028,8.6648
10532,1,9.0044,2.0666,1,s1,0.2805,0.0218,0.3245,0.7016,9.0044
10533,1,9.0562,2.083,1,s1,0.2804,0.0218,0.3541,0.7025,9.0562
10534,1,8.4193,1.9535,1,s1,0.2799,0.0218,0.3442,0.7021,8.4193
10535,1,9.2832,2.1257,1,s1,0.2807,0.0218,0.3405,0.7021,9.2832
10536,1,8.4912,1.9698,1,s1,0.2797,0.0218,0.3537,0.7025,8.4912
10537,1,8.8093,2.0355,1,s1,0.2805,0.0218,0.3633,0.7027,8.8093
10538,1,9.0923,2.0927,1,s1,0.2806,0.0217,0.366,0.7028,9.0923
10539,1,8.6478,2.0035,1,s1,0.2802,0.0218,0.365,0.7028,8.6478
10540,1,9.1225,2.092,1,s1,0.281,0.0218,0.333,0.7018,9.1225
10541,1,8.7077,2.0064,1,s1,0.2804,0.0218,0.3205,0.7015,8.7077
10542,1,9.2648,2.1178,1,s1,0.2812,0.0218,0.3198,0.7014,9.2648
10543,1,9.2491,2.1249,1,s1,0.2813,0.0217,0.3693,0.7029,9.2491
10544,1,9.2059,2.1048,1,s1,0.2809,0.0218,0.3139,0.7013,9.2059
10545,1,9.1811,2.1084,1,s1,0.2811,0.0218,0.3555,0.7025,9.1811
10546,1,9.2058,2.1118,1,s1,0.2809,0.0218,0.348,0.7023,9.2058
10547,1,9.425,2.1523,1,s1,0.2813,0.0218,0.3317,0.7019,9.425
10548,1,8.93,2.0613,1,s1,0.2804,0.0218,0.3713,0.703,8.93
10549,1,8.7596,2.0247,1,s1,0.2805,0.0218,0.3591,0.7026,8.7596
10550,1,9.2857,2.1325,1,s1,0.2818,0.0218,0.3704,0.703,9.2857
10551,1,8.5878,1.985,1,s1,0.2798,0.0218,0.3335,0.7019,8.5878
10552,1,5.9398,1.3954,1,s1,0.2866,0.032,0.3283,0.3903,5.9398
10553,0,0.703,0.3842,0,s1,0.6316,0.0465,0.3739,0.703,0.1658
10554,0,0.6545,0.3637,0,s1,0.2735,0.0516,0.2482,0.5909,0.6545
10555,0,0.5334,0.2779,0,s1,0.2711,0.0513,0.1006,0.5334,0.4331
10556,0,0.5226,0.2793,0,s1,0.2709,0.0514,0.0958,0.5226,0.4557
10557,0,0.5349,0.274,0,s1,0.271,0.0513,0.0961,0.5349,0.4169
10558,0,0.5259,0.2765,0,s1,0.2712,0.0513,0.0933,0.5259,0.4406
10559,0,0.5189,0.2905,0,s1,0.2709,0.0514,0.1169,0.5189,0.4946
10560,0,0.527,0.2953,0,s1,0.2704,0.0514,0.1275,0.527,0.5001
10561,0,0.5365,0.3036,0,s1,0.27,0.0515,0.145,0.5365,0.5151
10562,0,0.6153,0.2683,0,s1,0.1903,0.0465,0.2744,0.6153,0.2152
10563,0,0.7022,0.32,0,s1,0.1907,0.0509,0.3733,0.7022,0.2827
10564,0,0.4557,0.2798,0,s1,0.1534,0.051,0.3055,0.4557,0.4333
10565,0,0.6397,0.2093,0,s1,0.0234,0.039,0.2929,0.6397,0.0517
10566,0,0.5989,0.3402,0,s1,0.2613,0.0514,0.2513,0.5989,0.5379
10567,0,0.5436,0.3661,0,s1,0.4729,0.0398,0.2384,0.5436,0.5358
10568,0,2.4726,0.6878,0,s1,0.4082,0.0387,2.4726,0.1283,0.3913
10569,0,0.4092,0.231,0,s1,0.2216,0.051,0.1348,0.4092,0.3384
10570,0,2.5355,1.0432,0,s1,1.5596,0.0517,0.3682,0.7012,2.5355
10571,0,1.555,0.7804,0,s1,1.2182,0.0518,0.3739,0.7031,1.555
10572,0,1.675,0.8777,0,s1,1.5848,0.0518,0.3739,0.7031,1.675
10573,0,2.4196,1.129,0,s1,2.0965,0.0518,0.3739,0.7031,2.4196
10574,0,0.703,0.2824,0,s1,0.1641,0.0518,0.3739,0.703,0.1194
10575,0,1.8552,0.8766,0,s1,1.3988,0.0518,0.3739,0.7031,1.8552
10576,0,2.707,1.1684,0,s1,2.0062,0.0518,0.3739,0.7029,2.707
10577,0,2.2523,0.9498,0,s1,1.3687,0.0518,0.3734,0.703,2.2523
10578,0,2.2604,1.0452,0,s1,1.8406,0.0518,0.3701,0.7029,2.2604
10579,0,1.2112,0.6653,0,s1,0.9874,0.0518,0.373,0.703,1.2112
10580,0,0.9063,0.5804,0,s1,0.8668,0.0518,0.3739,0.7031,0.9063
10581,0,4.2972,1.52,1,s1,2.187,0.0518,0.3611,0.7027,4.2972
10582,0,1.6272,0.7726,0,s1,1.1082,0.0518,0.3731,0.7029,1.6272
10583,0,2.0698,0.8925,0,s1,1.264,0.0518,0.3739,0.703,2.0698
10584,0,1.19,0.5368,0,s1,0.3654,0.0518,0.3739,0.7031,1.19
10585,0,2.6109,1.0218,0,s1,1.3691,0.0518,0.3739,0.7031,2.6109
10586,0,1.6209,0.7284,0,s1,0.8925,0.0518,0.3739,0.7031,1.6209
10587,0,1.9358,0.7603,0,s1,0.7371,0.0518,0.3738,0.7031,1.9358
10588,0,3.1483,1.2646,1,s1,2.0497,0.0518,0.3705,0.7029,3.1483
10589,0,1.9069,0.865,0,s1,1.2894,0.0518,0.3739,0.7031,1.9069
10590,0,1.2066,0.6395,0,s1,0.8621,0.0518,0.3739,0.7031,1.2066
10591,0,2.0304,0.969,0,s1,1.6861,0.0518,0.3737,0.703,2.0304
10592,0,3.6224,1.3909,1,s1,2.2069,0.0518,0.3704,0.703,3.6224
10593,0,1.9589,0.9336,0,s1,1.5803,0.0518,0.3739,0.703,1.9589
10594,0,1.7833,0.819,0,s1,1.1834,0.0518,0.3735,0.703,1.7833
10595,0,0.7713,0.5241,0,s1,0.7713,0.0518,0.3739,0.7031,0.7206
10596,0,0.3443,0.111,0,s1,0.0692,0.051,0.0406,0.3443,0.0497
10597,0,0.9346,0.4479,0,s1,0.2318,0.0518,0.1941,0.827,0.9346
10598,1,0.5086,0.2782,0,s1,0.2666,0.0513,0.0742,0.5086,0.4902
10599,1,5.2469,1.3232,1,s1,0.2853,0.0362,0.3453,0.7022,5.2469
10600,1,5.5898,1.3947,1,s1,0.2856,0.035,0.3606,0.7027,5.5898
10601,1,5.2145,1.319,1,s1,0.2852,0.0362,0.3567,0.7025,5.2145
10602,1,6.2488,1.5247,1,s1,0.2852,0.0332,0.3537,0.7024,6.2488
10603,1,5.0082,1.281,1,s1,0.2851,0.0362,0.3725,0.703,5.0082
10604,1,5.7166,1.4183,1,s1,0.2853,0.035,0.3524,0.7022,5.7166
10605,1,6.2201,1.5206,1,s1,0.2853,0.0332,0.3618,0.7027,6.2201
10606,1,6.9593,1.6683,1,s1,0.2853,0.032,0.3622,0.7027,6.9593
10607,1,5.4175,1.3619,1,s1,0.2852,0.0362,0.3679,0.7029,5.4175
10608,1,6.0971,1.4762,1,s1,0.2858,0.0343,0.279,0.6849,6.0971
10609,1,5.0793,1.2923,1,s1,0.2852,0.0362,0.3584,0.7026,5.0793
10610,1,5.9948,1.474,1,s1,0.2853,0.0338,0.3539,0.7024,5.9948
10611,1,5.6798,1.4139,1,s1,0.2853,0.0344,0.3671,0.7028,5.6798
10612,1,5.5553,1.3853,1,s1,0.2852,0.035,0.3486,0.7023,5.5553
10613,1,5.3439,1.3471,1,s1,0.285,0.0356,0.368,0.7029,5.3439
10614,1,4.996,1.2776,1,s1,0.2852,0.0368,0.3672,0.7028,4.996
10615,1,6.7462,1.6218,1,s1,0.2854,0.032,0.3436,0.702,6.7462
10616,1,5.9852,1.4714,1,s1,0.2851,0.0338,0.3505,0.7023,5.9852
10617,1,6.2181,1.5183,1,s1,0.2854,0.0338,0.3548,0.6996,6.2181
10618,1,4.5897,1.1971,1,s1,0.2852,0.0374,0.3703,0.703,4.5897
10619,1,5.6366,1.3959,1,s1,0.2852,0.035,0.3213,0.7015,5.6366
10620,1,4.7126,1.2102,1,s1,0.2853,0.0368,0.315,0.7012,4.7126
10621,1,5.1513,1.3087,1,s1,0.2853,0.0362,0.368,0.7029,5.1513
10622,1,5.0437,1.2844,1,s1,0.2853,0.0362,0.3543,0.7024,5.0437
10623,1,5.4261,1.363,1,s1,0.2852,0.0356,0.3651,0.7028,5.4261
10624,1,5.3356,1.3408,1,s1,0.2852,0.0362,0.3447,0.7022,5.3356
10625,1,5.1198,1.3017,1,s1,0.2851,0.0362,0.3646,0.7028,5.1198
10626,1,5.1502,1.3089,1,s1,0.2853,0.0368,0.3694,0.7027,5.1502
10627,1,5.8322,1.4353,1,s1,0.2852,0.0344,0.3234,0.7013,5.8322
10628,1,4.5835,1.1925,1,s1,0.2852,0.0374,0.3539,0.7025,4.5835
10629,1,5.7539,1.4235,1,s1,0.2852,0.0344,0.3417,0.7021,5.7539
10630,1,6.4128,1.5538,1,s1,0.2852,0.0326,0.3365,0.7019,6.4128
10631,1,4.7567,1.2226,1,s1,0.2852,0.0368,0.3325,0.7018,4.7567
10632,1,5.3657,1.3499,1,s1,0.2853,0.0356,0.3604,0.7027,5.3657
10633,1,5.2774,1.332,1,s1,0.2852,0.0356,0.359,0.7026,5.2774
10634,1,5.4454,1.3676,1,s1,0.2854,0.0356,0.3688,0.7029,5.4454
10635,1,5.5332,1.3829,1,s1,0.2853,0.035,0.3584,0.7026,5.5332
10636,1,5.3649,1.351,1,s1,0.285,0.0356,0.3668,0.7028,5.3649
10637,1,5.5561,1.3893,1,s1,0.2852,0.035,0.3676,0.7028,5.5561
10638,1,6.8963,1.6518,1,s1,0.2852,0.0314,0.344,0.702,6.8963
10639,1,5.3854,1.3531,1,s1,0.2853,0.0362,0.356,0.7026,5.3854
10640,1,6.7371,1.6215,1,s1,0.2852,0.032,0.3509,0.7024,6.7371
10641,1,4.417,1.1529,1,s1,0.2853,0.0374,0.3527,0.6719,4.417
10642,1,5.1537,1.3062,1,s1,0.2853,0.0362,0.3535,0.7024,5.1537
10643,1,5.8332,1.4455,1,s1,0.2851,0.0344,0.3718,0.703,5.8332
10644,1,5.5711,1.3925,1,s1,0.2854,0.035,0.3681,0.7029,5.5711
10645,1,5.9311,1.465,1,s1,0.2852,0.0338,0.372,0.703,5.9311
10646,1,6.4197,1.5618,1,s1,0.2853,0.0332,0.3678,0.7029,6.4197
10647,1,5.3194,1.3429,1,s1,0.2854,0.035,0.3715,0.703,5.3194
10648,1,4.9344,1.2641,1,s1,0.2851,0.0368,0.3622,0.7021,4.9344
10649,1,6.3444,1.5438,1,s1,0.285,0.0332,0.3537,0.7025,6.3444
10650,1,5.2155,1.3206,1,s1,0.285,0.0356,0.3642,0.7028,5.2155
10651,1,5.5568,1.3899,1,s1,0.2854,0.0356,0.3688,0.7029,5.5568
10652,1,5.7866,1.4313,1,s1,0.2852,0.0338,0.3488,0.7022,5.7866
10653,1,4.0965,1.0991,1,s1,0.285,0.0386,0.3722,0.703,4.0965
10654,1,1.0242,0.4877,0,s1,0.2853,0.0519,0.374,0.7031,1.0242
10655,1,1.0242,0.4877,0,s1,0.2852,0.0519,0.374,0.7031,1.0242
10656,1,1.0247,0.4877,0,s1,0.2848,0.0519,0.374,0.7031,1.0247
10657,1,0.7029,0.3991,0,s1,0.2843,0.0501,0.3739,0.7029,0.5844
10658,1,0.7031,0.2818,0,s1,0.2838,0.0477,0.3739,0.7031,0.0006
10659,1,1.0245,0.4877,0,s1,0.285,0.0519,0.374,0.7031,1.0245
10660,1,1.0247,0.4877,0,s1,0.2848,0.0519,0.374,0.7031,1.0247
10661,1,1.0247,0.4877,0,s1,0.2847,0.0519,0.374,0.7031,1.0247
10662,1,0.703,0.3197,0,s1,0.2838,0.0483,0.3739,0.703,0.1895
10663,1,0.7031,0.3775,0,s1,0.2829,0.0459,0.3739,0.7031,0.4818
10664,1,1.0241,0.4877,0,s1,0.2853,0.0519,0.374,0.7031,1.0241
10665,1,1.0243,0.4877,0,s1,0.2851,0.0519,0.374,0.7031,1.0243
10666,1,1.0244,0.4877,0,s1,0.285,0.0519,0.374,0.7031,1.0244
10667,1,1.0246,0.4877,0,s1,0.2848,0.0519,0.374,0.7031,1.0246
10668,1,0.9603,0.4728,0,s1,0.2826,0.0441,0.3738,0.703,0.9603
10669,1,0.7864,0.4399,0,s1,0.2853,0.0513,0.3733,0.703,0.7864
10670,1,1.0248,0.4877,0,s1,0.2846,0.0519,0.374,0.7031,1.0248
10671,1,1.0246,0.4877,0,s1,0.2849,0.0519,0.374,0.7031,1.0246
10672,1,1.024,0.4868,0,s1,0.2854,0.0519,0.3734,0.6994,1.024
10673,1,1.2705,0.534,0,s1,0.2824,0.0429,0.3735,0.7008,1.2705
10674,1,1.0243,0.4877,0,s1,0.2851,0.0519,0.374,0.7031,1.0243
10675,1,1.025,0.4877,0,s1,0.2845,0.0519,0.374,0.7031,1.025
10676,1,1.0241,0.4877,0,s1,0.2853,0.0519,0.374,0.7031,1.0241
10677,1,0.7031,0.3331,0,s1,0.2832,0.0465,0.3739,0.7031,0.2586
10678,1,2.2676,0.7325,0,s1,0.2802,0.038,0.3738,0.7031,2.2676
10679,1,8.3348,1.937,1,s1,0.279,0.0218,0.3471,0.7023,8.3348
10680,1,8.8041,2.0356,1,s1,0.2809,0.0218,0.3684,0.7029,8.8041
10681,1,8.6352,1.9963,1,s1,0.2801,0.0218,0.3421,0.7021,8.6352
10682,1,8.3878,1.953,1,s1,0.2796,0.0217,0.3728,0.703,8.3878
10683,1,9.1332,2.0961,1,s1,0.2807,0.0218,0.3427,0.7021,9.1332
10684,1,9.4964,2.1707,1,s1,0.282,0.0218,0.3509,0.7024,9.4964
10685,1,9.0308,2.0781,1,s1,0.2809,0.0218,0.3545,0.7025,9.0308
10686,1,8.3505,1.945,1,s1,0.2799,0.0218,0.3701,0.7029,8.3505
10687,1,9.2913,2.1326,1,s1,0.2812,0.0218,0.3661,0.7028,9.2913
10688,1,8.7839,2.0037,1,s1,0.2811,0.0223,0.2362,0.695,8.7839
10689,1,8.666,2.002,1,s1,0.28,0.0218,0.34,0.702,8.666
10690,1,8.381,1.951,1,s1,0.2797,0.0218,0.3697,0.7029,8.381
10691,1,8.8954,2.0498,1,s1,0.2804,0.0218,0.3491,0.7023,8.8954
10692,1,8.6953,2.0137,1,s1,0.28,0.0218,0.3686,0.7029,8.6953
10693,1,8.8721,2.0456,1,s1,0.2806,0.0217,0.3512,0.7024,8.8721
10694,1,8.8415,2.0409,1,s1,0.2803,0.0218,0.3584,0.7026,8.8415
10695,1,8.5189,1.9762,1,s1,0.2799,0.0218,0.3577,0.7026,8.5189
10696,1,9.3649,2.1428,1,s1,0.282,0.0218,0.3431,0.7021,9.3649
10697,1,9.4149,2.1532,1,s1,0.2817,0.0218,0.3453,0.7022,9.4149
10698,1,8.5585,1.9839,1,s1,0.28,0.0218,0.3569,0.7025,8.5585
10699,1,8.596,1.9929,1,s1,0.2803,0.0218,0.3637,0.7027,8.596
10700,1,8.6339,1.9931,1,s1,0.2804,0.0218,0.3276,0.7016,8.6339
10701,1,8.518,1.9681,1,s1,0.2803,0.0218,0.3189,0.7013,8.518
10702,1,8.5673,1.9877,1,s1,0.2799,0.0218,0.3666,0.7028,8.5673
10703,1,8.7686,2.0214,1,s1,0.2802,0.0218,0.3346,0.7019,8.7686
10704,1,8.5191,1.9768,1,s1,0.2807,0.0218,0.3599,0.7026,8.5191
10705,1,8.5399,1.9812,1,s1,0.2794,0.0218,0.3623,0.7027,8.5399
10706,1,8.7975,2.031,1,s1,0.2805,0.0217,0.3528,0.7025,8.7975
10707,1,9.0107,2.0726,1,s1,0.2806,0.0218,0.3474,0.7023,9.0107
10708,1,8.8341,2.0358,1,s1,0.2803,0.0218,0.3407,0.7021,8.8341
10709,1,8.4801,1.9655,1,s1,0.2798,0.0218,0.3436,0.7021,8.4801
10710,1,9.1181,2.0964,1,s1,0.2809,0.0218,0.3584,0.7026,9.1181
10711,1,8.1469,1.8984,1,s1,0.2798,0.0218,0.3416,0.702,8.1469
10712,1,9.07,2.0827,1,s1,0.2806,0.0218,0.339,0.702,9.07
10713,1,8.2311,1.9159,1,s1,0.28,0.0218,0.3446,0.7021,8.2311
10714,1,8.6561,2.0059,1,s1,0.28,0.0218,0.3686,0.7029,8.6561
10715,1,9.4279,2.1566,1,s1,0.2815,0.0218,0.3495,0.7023,9.4279
10716,1,8.6938,2.0129,1,s1,0.2806,0.0217,0.3656,0.7028,8.6938
10717,1,8.5746,1.9892,1,s1,0.28,0.0218,0.3668,0.7028,8.5746
10718,1,8.8098,2.0339,1,s1,0.2806,0.0217,0.355,0.7025,8.8098
10719,1,9.4357,2.1604,1,s1,0.2819,0.0218,0.3598,0.7026,9.4357
10720,1,9.0474,2.0802,1,s1,0.2806,0.0218,0.3488,0.7023,9.0474
10721,1,8.5599,1.9851,1,s1,0.2795,0.0218,0.3618,0.7027,8.5599
10722,1,9.194,2.1083,1,s1,0.2818,0.0217,0.342,0.7021,9.194
10723,1,9.399,2.1477,1,s1,0.2816,0.0218,0.334,0.7019,9.399
10724,1,8.9847,2.0703,1,s1,0.28,0.0218,0.3623,0.7027,8.9847
10725,1,9.0818,2.0919,1,s1,0.2807,0.0218,0.3723,0.703,9.0818
10726,1,8.566,1.9878,1,s1,0.2797,0.0217,0.3686,0.7029,8.566
10727,1,8.3373,1.9423,1,s1,0.2797,0.0218,0.3699,0.7029,8.3373
10728,1,9.3216,2.1393,1,s1,0.2816,0.0217,0.3688,0.7029,9.3216
10729,1,8.3794,1.9506,1,s1,0.2801,0.0218,0.3688,0.7029,8.3794
10730,1,8.9602,2.0676,1,s1,0.2806,0.0217,0.3724,0.703,8.9602
10731,1,8.4052,1.9501,1,s1,0.2805,0.0218,0.3408,0.702,8.4052
10732,1,8.5798,1.9913,1,s1,0.2798,0.0218,0.3719,0.703,8.5798
10733,1,8.6835,2.0082,1,s1,0.2795,0.0218,0.3539,0.7025,8.6835
10734,1,9.2471,2.1245,1,s1,0.2824,0.0217,0.3684,0.7029,9.2471
10735,1,8.4131,1.9531,1,s1,0.2798,0.0218,0.3486,0.7023,8.4131
10736,1,4.3086,1.2197,1,s1,0.2883,0.038,0.0915,1.3722,4.3086
10737,0,4.5499,1.1334,1,s1,0.1075,0.0517,4.5499,0.6442,0.3137
10738,0,0.6006,0.364,0,s1,0.2725,0.0515,0.3382,0.5572,0.6006
10739,0,2.5256,1.1035,0,s1,1.8633,0.0518,0.3738,0.7031,2.5256
10740,0,1.8095,0.8179,0,s1,1.1529,0.0518,0.3725,0.703,1.8095
10741,0,2.8865,1.2015,0,s1,1.9922,0.0518,0.3739,0.7031,2.8865
10742,0,1.3392,0.703,0,s1,1.0477,0.0518,0.3732,0.703,1.3392
10743,0,2.0786,0.8899,0,s1,1.2425,0.0518,0.3737,0.7031,2.0786
10744,0,0.9303,0.5461,0,s1,0.6715,0.0518,0.3739,0.7031,0.9303
10745,0,2.408,1.0449,0,s1,1.6895,0.0518,0.3724,0.703,2.408
10746,0,1.8567,0.8636,0,s1,1.3337,0.0518,0.3726,0.703,1.8567
10747,0,2.2872,1.0503,0,s1,1.8358,0.0518,0.3738,0.7029,2.2872
10748,0,3.0263,1.2157,1,s1,1.9268,0.0518,0.3708,0.7029,3.0263
10749,0,2.4033,0.9648,0,s1,1.2941,0.0518,0.372,0.703,2.4033
10750,0,2.7525,1.1726,0,s1,1.9815,0.0518,0.3739,0.7031,2.7525
10751,0,3.2604,1.2134,1,s1,1.6804,0.0518,0.3715,0.7029,3.2604
10752,0,2.1668,0.9366,0,s1,1.3887,0.0518,0.3727,0.703,2.1668
10753,0,0.7031,0.3964,0,s1,0.2299,0.0518,0.3739,0.7031,0.6234
10754,0,2.9035,1.2247,0,s1,2.0919,0.0518,0.3734,0.7031,2.9035
10755,0,2.2662,1.029,0,s1,1.7502,0.0518,0.3739,0.7031,2.2662
10756,0,2.5822,1.0793,0,s1,1.6853,0.0518,0.3739,0.7031,2.5822
10757,0,1.4526,0.7818,0,s1,1.3285,0.0518,0.3733,0.703,1.4526
10758,0,2.0772,0.9271,0,s1,1.4294,0.0518,0.3739,0.7031,2.0772
10759,0,1.0914,0.6495,0,s1,1.0275,0.0518,0.3739,0.7031,1.0914
10760,0,1.8729,0.874,0,s1,1.3691,0.0518,0.3733,0.703,1.8729
10761,0,0.7625,0.5286,0,s1,0.7515,0.0518,0.3739,0.7031,0.7625
10762,0,1.4242,0.7476,0,s1,1.1882,0.0518,0.3706,0.703,1.4242
10763,0,2.4204,1.0639,0,s1,1.7704,0.0518,0.3739,0.7031,2.4204
10764,0,0.6293,0.2677,0,s1,0.0819,0.0501,0.1154,0.6293,0.4618
10765,1,1.6319,0.599,0,s1,0.2874,0.0519,0.0317,1.6319,0.9919
10766,1,4.223,1.1241,1,s1,0.2854,0.0386,0.3706,0.703,4.223
10767,1,6.4514,1.5679,1,s1,0.2851,0.0332,0.3671,0.7029,6.4514
10768,1,5.231,1.3248,1,s1,0.2851,0.0356,0.3694,0.7029,5.231
10769,1,5.2843,1.3361,1,s1,0.2853,0.0356,0.3725,0.703,5.2843
10770,1,5.6982,1.4187,1,s1,0.2853,0.035,0.372,0.7029,5.6982
10771,1,5.7198,1.4195,1,s1,0.285,0.0338,0.3568,0.7023,5.7198
10772,1,5.1655,1.3125,1,s1,0.2852,0.0362,0.3726,0.703,5.1655
10773,1,5.7293,1.4234,1,s1,0.285,0.0338,0.3662,0.7028,5.7293
10774,1,5.5619,1.3915,1,s1,0.2851,0.035,0.3725,0.703,5.5619
10775,1,6.5426,1.5813,1,s1,0.2852,0.0326,0.3442,0.7021,6.5426
10776,1,6.0471,1.4875,1,s1,0.2853,0.0338,0.3686,0.7029,6.0471
10777,1,5.2374,1.3191,1,s1,0.2853,0.0356,0.3351,0.7019,5.2374
10778,1,5.5076,1.3803,1,s1,0.2853,0.035,0.3704,0.703,5.5076
10779,1,5.005,1.2772,1,s1,0.2854,0.0368,0.3562,0.7025,5.005
10780,1,5.8735,1.4528,1,s1,0.2854,0.0344,0.3678,0.7029,5.8735
10781,1,6.6812,1.6026,1,s1,0.2855,0.0332,0.3119,0.701,6.6812
10782,1,4.9972,1.2751,1,s1,0.2852,0.0368,0.3539,0.7025,4.9972
10783,1,6.0501,1.4826,1,s1,0.2851,0.0344,0.3415,0.7021,6.0501
10784,1,6.1752,1.512,1,s1,0.2852,0.0332,0.3635,0.7028,6.1752
10785,1,4.7853,1.2348,1,s1,0.285,0.0368,0.3643,0.7028,4.7853
10786,1,6.3587,1.5496,1,s1,0.2853,0.0332,0.368,0.7029,6.3587
10787,1,6.5467,1.5765,1,s1,0.2854,0.0332,0.3157,0.7014,6.5467
10788,1,4.8564,1.2505,1,s1,0.2851,0.0368,0.3711,0.703,4.8564
10789,1,6.0404,1.4832,1,s1,0.2853,0.0344,0.3535,0.7025,6.0404
10790,1,4.9306,1.2656,1,s1,0.285,0.0368,0.3726,0.703,4.9306
10791,1,5.6721,1.4089,1,s1,0.285,0.035,0.3505,0.7021,5.6721
10792,1,5.4841,1.3717,1,s1,0.2852,0.0356,0.3514,0.7024,5.4841
10793,1,6.122,1.5005,1,s1,0.2853,0.0338,0.3589,0.7026,6.122
10794,1,5.3237,1.3409,1,s1,0.2852,0.0356,0.3575,0.7026,5.3237
10795,1,5.0496,1.2887,1,s1,0.285,0.0368,0.3693,0.7029,5.0496
10796,1,6.3869,1.5538,1,s1,0.2856,0.0338,0.3602,0.7027,6.3869
10797,1,5.0363,1.2853,1,s1,0.2851,0.0368,0.3656,0.7028,5.0363
10798,1,6.0682,1.4857,1,s1,0.2847,0.0344,0.3391,0.702,6.0682
10799,1,6.16,1.5094,1,s1,0.2852,0.0338,0.3654,0.7028,6.16
10800,1,6.0539,1.4851,1,s1,0.2852,0.0344,0.3497,0.7023,6.0539
10801,1,6.0758,1.493,1,s1,0.285,0.0338,0.3674,0.7029,6.0758
10802,1,5.7362,1.4256,1,s1,0.2854,0.0344,0.3693,0.7029,5.7362
10803,1,6.7728,1.6302,1,s1,0.2854,0.032,0.358,0.7026,6.7728
10804,1,4.563,1.1922,1,s1,0.2851,0.0374,0.3723,0.703,4.563
10805,1,6.0703,1.4889,1,s1,0.2852,0.0338,0.3526,0.7024,6.0703
10806,1,6.2549,1.5294,1,s1,0.2853,0.0332,0.3707,0.703,6.2549
10807,1,6.0669,1.4858,1,s1,0.2852,0.0338,0.3412,0.7021,6.0669
10808,1,5.9125,1.4586,1,s1,0.2853,0.0338,0.3588,0.7026,5.9125
10809,1,5.1452,1.303,1,s1,0.2851,0.0362,0.3463,0.7022,5.1452
10810,1,6.4475,1.5674,1,s1,0.2852,0.0326,0.3689,0.7029,6.4475
10811,1,6.5665,1.5903,1,s1,0.285,0.0332,0.3638,0.7028,6.5665
10812,1,5.7386,1.4246,1,s1,0.2852,0.035,0.3616,0.7027,5.7386
10813,1,5.3777,1.3545,1,s1,0.2851,0.0356,0.3713,0.703,5.3777
10814,1,5.1746,1.313,1,s1,0.2851,0.0362,0.3663,0.7028,5.1746
10815,1,3.378,0.9559,1,s1,0.2849,0.0404,0.3734,0.703,3.378
10816,1,1.0246,0.4877,0,s1,0.2848,0.0519,0.374,0.7031,1.0246
10817,1,1.0246,0.4877,0,s1,0.2848,0.0519,0.374,0.7031,1.0246
10818,1,1.0244,0.4877,0,s1,0.285,0.0519,0.374,0.7031,1.0244
10819,1,0.8662,0.4558,0,s1,0.2846,0.0513,0.3739,0.7031,0.8662
10820,1,2.6005,0.7725,0,s1,0.2812,0.038,0.3576,0.5852,2.6005
10821,1,1.0245,0.4877,0,s1,0.2849,0.0519,0.374,0.7031,1.0245
10822,1,1.0243,0.4877,0,s1,0.2851,0.0519,0.374,0.7031,1.0243
10823,1,1.0244,0.4877,0,s1,0.285,0.0519,0.374,0.7031,1.0244
10824,1,1.0239,0.4664,0,s1,0.2854,0.0519,0.3611,0.6096,1.0239
10825,1,0.8459,0.4499,0,s1,0.2823,0.0441,0.3739,0.7031,0.8459
10826,1,0.9887,0.4775,0,s1,0.2827,0.0441,0.3733,0.6985,0.9887
10827,1,1.0241,0.4877,0,s1,0.2854,0.0519,0.374,0.7031,1.0241
