window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_auth_flow_count,z_syn_flag_sum
6244,0,0.7618,0.4088,0,s2,0.7618,0.0558
6245,0,0.2128,0.1343,0,s2,0.2128,0.0558
6267,0,0.2128,0.1343,0,s2,0.2128,0.0558
6269,0,0.2128,0.1343,0,s2,0.2128,0.0558
6270,0,0.8853,0.4706,0,s2,0.8853,0.0558
6309,0,0.8853,0.4706,0,s2,0.8853,0.0558
6312,0,0.8853,0.4706,0,s2,0.8853,0.0558
6325,0,0.2128,0.1343,0,s2,0.2128,0.0558
6326,0,0.8853,0.4706,0,s2,0.8853,0.0558
6350,0,0.8853,0.4706,0,s2,0.8853,0.0558
6351,0,0.8853,0.4706,0,s2,0.8853,0.0558
6369,0,0.8853,0.4706,0,s2,0.8853,0.0558
6370,0,0.7618,0.4088,0,s2,0.7618,0.0558
6371,0,0.3362,0.196,0,s2,0.3362,0.0558
6374,0,2.4089,1.2324,0,s2,2.4089,0.0558
6375,0,0.8853,0.4706,0,s2,0.8853,0.0558
6378,0,0.3362,0.196,0,s2,0.3362,0.0558
6379,0,0.8853,0.4706,0,s2,0.8853,0.0558
6380,0,0.8853,0.4706,0,s2,0.8853,0.0558
6381,0,0.2128,0.1343,0,s2,0.2128,0.0558
6407,0,0.3362,0.196,0,s2,0.3362,0.0558
6416,0,0.8853,0.4706,0,s2,0.8853,0.0558
6478,0,0.7618,0.4088,0,s2,0.7618,0.0558
6502,0,1.3108,0.6833,0,s2,1.3108,0.0558
6506,0,0.3362,0.196,0,s2,0.3362,0.0558
6507,0,0.8853,0.4706,0,s2,0.8853,0.0558
6508,0,0.3362,0.196,0,s2,0.3362,0.0558
6510,0,0.3362,0.196,0,s2,0.3362,0.0558
6511,0,0.3362,0.196,0,s2,0.3362,0.0558
6512,0,0.8853,0.4706,0,s2,0.8853,0.0558
6570,0,0.8853,0.4706,0,s2,0.8853,0.0558
6571,0,0.2128,0.1343,0,s2,0.2128,0.0558
6653,0,0.3362,0.196,0,s2,0.3362,0.0558
6654,0,0.8853,0.4706,0,s2,0.8853,0.0558
6655,0,0.8853,0.4706,0,s2,0.8853,0.0558
6656,0,0.3362,0.196,0,s2,0.3362,0.0558
6658,0,0.3362,0.196,0,s2,0.3362,0.0558
6661,0,0.3362,0.196,0,s2,0.3362,0.0558
6665,0,0.8853,0.4706,0,s2,0.8853,0.0558
6686,0,0.2128,0.1343,0,s2,0.2128,0.0558
6688,0,0.7618,0.4088,0,s2,0.7618,0.0558
6695,0,0.3362,0.196,0,s2,0.3362,0.0558
6704,0,0.2128,0.1343,0,s2,0.2128,0.0558
6705,0,1.3108,0.6833,0,s2,1.3108,0.0558
6706,0,0.3362,0.196,0,s2,0.3362,0.0558
6707,0,0.8853,0.4706,0,s2,0.8853,0.0558
6766,0,0.8853,0.4706,0,s2,0.8853,0.0558
6768,0,0.3362,0.196,0,s2,0.3362,0.0558
6769,0,0.8853,0.4706,0,s2,0.8853,0.0558
6812,0,0.8853,0.4706,0,s2,0.8853,0.0558
6818,0,0.8853,0.4706,0,s2,0.8853,0.0558
6837,0,0.3362,0.196,0,s2,0.3362,0.0558
6839,0,0.3362,0.196,0,s2,0.3362,0.0558
6841,0,1.3108,0.6833,0,s2,1.3108,0.0558
6842,0,0.2128,0.1343,0,s2,0.2128,0.0558
6879,0,0.8853,0.4706,0,s2,0.8853,0.0558
6880,0,0.3362,0.196,0,s2,0.3362,0.0558
6881,0,0.8853,0.4706,0,s2,0.8853,0.0558
6888,0,0.7618,0.4088,0,s2,0.7618,0.0558
6889,0,0.3362,0.196,0,s2,0.3362,0.0558
6912,0,0.7618,0.4088,0,s2,0.7618,0.0558
6946,0,0.8853,0.4706,0,s2,0.8853,0.0558
6949,0,0.8853,0.4706,0,s2,0.8853,0.0558
6954,0,0.8853,0.4706,0,s2,0.8853,0.0558
6958,0,0.3362,0.196,0,s2,0.3362,0.0558
6963,0,0.8853,0.4706,0,s2,0.8853,0.0558
6972,0,0.3362,0.196,0,s2,0.3362,0.0558
6973,0,0.3362,0.196,0,s2,0.3362,0.0558
6985,0,0.3362,0.196,0,s2,0.3362,0.0558
6997,0,0.3362,0.196,0,s2,0.3362,0.0558
6998,0,0.3362,0.196,0,s2,0.3362,0.0558
7004,0,0.8853,0.4706,0,s2,0.8853,0.0558
7005,0,0.8853,0.4706,0,s2,0.8853,0.0558
7013,0,0.2128,0.1343,0,s2,0.2128,0.0558
7014,0,1.3108,0.6833,0,s2,1.3108,0.0558
7015,0,0.8853,0.4706,0,s2,0.8853,0.0558
7016,0,0.8853,0.4706,0,s2,0.8853,0.0558
7018,0,0.7618,0.4088,0,s2,0.7618,0.0558
7035,0,0.8853,0.4706,0,s2,0.8853,0.0558
7036,0,0.8853,0.4706,0,s2,0.8853,0.0558
7043,0,0.7618,0.4088,0,s2,0.7618,0.0558
7064,0,0.3362,0.196,0,s2,0.3362,0.0558
7073,0,0.2128,0.1343,0,s2,0.2128,0.0558
7074,0,0.8853,0.4706,0,s2,0.8853,0.0558
7077,0,0.8853,0.4706,0,s2,0.8853,0.0558
7078,0,0.2128,0.1343,0,s2,0.2128,0.0558
7082,0,0.2128,0.1343,0,s2,0.2128,0.0558
7083,0,1.3108,0.6833,0,s2,1.3108,0.0558
7086,0,1.8599,0.9578,0,s2,1.8599,0.0558
7087,0,1.3108,0.6833,0,s2,1.3108,0.0558
7088,0,0.2128,0.1343,0,s2,0.2128,0.0558
7107,0,0.7618,0.4088,0,s2,0.7618,0.0558
7117,0,0.7618,0.4088,0,s2,0.7618,0.0558
7119,0,0.7618,0.4088,0,s2,0.7618,0.0558
7152,0,0.8853,0.4706,0,s2,0.8853,0.0558
7153,0,0.8853,0.4706,0,s2,0.8853,0.0558
7158,0,1.3108,0.6833,0,s2,1.3108,0.0558
7160,0,0.8853,0.4706,0,s2,0.8853,0.0558
7161,0,0.2128,0.1343,0,s2,0.2128,0.0558
7181,0,0.3362,0.196,0,s2,0.3362,0.0558
7182,0,0.8853,0.4706,0,s2,0.8853,0.0558
7187,0,0.3362,0.196,0,s2,0.3362,0.0558
7188,0,0.3362,0.196,0,s2,0.3362,0.0558
7190,0,0.7618,0.4088,0,s2,0.7618,0.0558
7193,0,1.8599,0.9578,0,s2,1.8599,0.0558
7194,0,0.2128,0.1343,0,s2,0.2128,0.0558
7195,0,0.8853,0.4706,0,s2,0.8853,0.0558
7196,0,0.7618,0.4088,0,s2,0.7618,0.0558
7198,0,0.8853,0.4706,0,s2,0.8853,0.0558
7199,0,0.2128,0.1343,0,s2,0.2128,0.0558
7200,0,0.8853,0.4706,0,s2,0.8853,0.0558
7203,0,0.3362,0.196,0,s2,0.3362,0.0558
7209,0,0.3362,0.196,0,s2,0.3362,0.0558
7210,0,0.7618,0.4088,0,s2,0.7618,0.0558
7212,0,0.2128,0.1343,0,s2,0.2128,0.0558
7213,0,0.8853,0.4706,0,s2,0.8853,0.0558
7214,0,0.7618,0.4088,0,s2,0.7618,0.0558
7230,0,0.7618,0.4088,0,s2,0.7618,0.0558
7244,0,0.3362,0.196,0,s2,0.3362,0.0558
7251,0,0.2128,0.1343,0,s2,0.2128,0.0558
7252,0,3.507,1.7814,1,s2,3.507,0.0558
7253,0,0.8853,0.4706,0,s2,0.8853,0.0558
7254,0,0.2128,0.1343,0,s2,0.2128,0.0558
7261,0,0.8853,0.4706,0,s2,0.8853,0.0558
7263,0,0.3362,0.196,0,s2,0.3362,0.0558
7266,0,0.8853,0.4706,0,s2,0.8853,0.0558
7297,0,0.2128,0.1343,0,s2,0.2128,0.0558
7298,0,0.3362,0.196,0,s2,0.3362,0.0558
7299,0,0.2128,0.1343,0,s2,0.2128,0.0558
7303,0,0.8853,0.4706,0,s2,0.8853,0.0558
7310,0,0.2128,0.1343,0,s2,0.2128,0.0558
7311,0,0.3362,0.196,0,s2,0.3362,0.0558
7312,0,0.3362,0.196,0,s2,0.3362,0.0558
7313,0,0.8853,0.4706,0,s2,0.8853,0.0558
7317,0,0.8853,0.4706,0,s2,0.8853,0.0558
7319,0,0.3362,0.196,0,s2,0.3362,0.0558
7320,0,0.8853,0.4706,0,s2,0.8853,0.0558
7324,0,0.3362,0.196,0,s2,0.3362,0.0558
7325,0,0.3362,0.196,0,s2,0.3362,0.0558
7326,0,1.3108,0.6833,0,s2,1.3108,0.0558
7327,0,0.3362,0.196,0,s2,0.3362,0.0558
7328,0,0.8853,0.4706,0,s2,0.8853,0.0558
7349,0,0.3362,0.196,0,s2,0.3362,0.0558
7350,0,0.8853,0.4706,0,s2,0.8853,0.0558
7353,0,2.9579,1.5068,0,s2,2.9579,0.0558
7367,0,0.7618,0.4088,0,s2,0.7618,0.0558
7368,0,0.8853,0.4706,0,s2,0.8853,0.0558
7369,0,0.2128,0.1343,0,s2,0.2128,0.0558
7371,0,0.2128,0.1343,0,s2,0.2128,0.0558
7372,0,0.8853,0.4706,0,s2,0.8853,0.0558
7390,0,0.3362,0.196,0,s2,0.3362,0.0558
7405,0,0.8853,0.4706,0,s2,0.8853,0.0558
7407,0,0.2128,0.1343,0,s2,0.2128,0.0558
7428,0,0.7618,0.4088,0,s2,0.7618,0.0558
7432,0,0.2128,0.1343,0,s2,0.2128,0.0558
7434,0,0.8853,0.4706,0,s2,0.8853,0.0558
7435,0,0.2128,0.1343,0,s2,0.2128,0.0558
7436,0,0.8853,0.4706,0,s2,0.8853,0.0558
7463,0,0.2128,0.1343,0,s2,0.2128,0.0558
7464,0,0.8853,0.4706,0,s2,0.8853,0.0558
7467,0,0.7618,0.4088,0,s2,0.7618,0.0558
7468,0,0.3362,0.196,0,s2,0.3362,0.0558
7469,0,0.2128,0.1343,0,s2,0.2128,0.0558
7470,0,0.8853,0.4706,0,s2,0.8853,0.0558
7471,0,1.3108,0.6833,0,s2,1.3108,0.0558
7472,0,0.2128,0.1343,0,s2,0.2128,0.0558
7540,0,0.3362,0.196,0,s2,0.3362,0.0558
7544,0,0.2128,0.1343,0,s2,0.2128,0.0558
7545,0,0.8853,0.4706,0,s2,0.8853,0.0558
7555,0,0.7618,0.4088,0,s2,0.7618,0.0558
7558,0,0.7618,0.4088,0,s2,0.7618,0.0558
7560,0,0.7618,0.4088,0,s2,0.7618,0.0558
7562,0,1.3108,0.6833,0,s2,1.3108,0.0558
7563,0,0.3362,0.196,0,s2,0.3362,0.0558
7564,0,0.8853,0.4706,0,s2,0.8853,0.0558
7573,0,0.7618,0.4088,0,s2,0.7618,0.0558
7601,0,0.2128,0.1343,0,s2,0.2128,0.0558
7602,0,0.8853,0.4706,0,s2,0.8853,0.0558
7626,0,0.3362,0.196,0,s2,0.3362,0.0558
7666,0,2.9579,1.5068,0,s2,2.9579,0.0558
7667,0,0.7618,0.4088,0,s2,0.7618,0.0558
7672,0,0.3362,0.196,0,s2,0.3362,0.0558
7681,0,0.8853,0.4706,0,s2,0.8853,0.0558
7683,0,0.3362,0.196,0,s2,0.3362,0.0558
7685,0,0.3362,0.196,0,s2,0.3362,0.0558
7703,0,0.8853,0.4706,0,s2,0.8853,0.0558
7704,0,0.3362,0.196,0,s2,0.3362,0.0558
7705,0,0.8853,0.4706,0,s2,0.8853,0.0558
7706,0,0.3362,0.196,0,s2,0.3362,0.0558
7707,0,0.3362,0.196,0,s2,0.3362,0.0558
7708,0,0.7618,0.4088,0,s2,0.7618,0.0558
7717,0,0.7618,0.4088,0,s2,0.7618,0.0558
7758,0,0.7618,0.4088,0,s2,0.7618,0.0558
7762,0,0.3362,0.196,0,s2,0.3362,0.0558
7763,0,0.3362,0.196,0,s2,0.3362,0.0558
7766,0,0.7618,0.4088,0,s2,0.7618,0.0558
7772,0,0.7618,0.4088,0,s2,0.7618,0.0558
7773,0,0.3362,0.196,0,s2,0.3362,0.0558
7801,0,1.8599,0.9578,0,s2,1.8599,0.0558
7806,0,0.7618,0.4088,0,s2,0.7618,0.0558
7808,0,0.7618,0.4088,0,s2,0.7618,0.0558
7875,0,0.3362,0.196,0,s2,0.3362,0.0558
7880,0,0.7618,0.4088,0,s2,0.7618,0.0558
7881,0,0.7618,0.4088,0,s2,0.7618,0.0558
7882,0,0.7618,0.4088,0,s2,0.7618,0.0558
7899,0,2.9579,1.5068,0,s2,2.9579,0.0558
7901,0,0.3362,0.196,0,s2,0.3362,0.0558
7923,0,0.8853,0.4706,0,s2,0.8853,0.0558
7924,0,0.3362,0.196,0,s2,0.3362,0.0558
7925,0,0.8853,0.4706,0,s2,0.8853,0.0558
7929,0,0.3362,0.196,0,s2,0.3362,0.0558
7930,0,0.3362,0.196,0,s2,0.3362,0.0558
7934,0,2.9579,1.5068,0,s2,2.9579,0.0558
7936,0,0.7618,0.4088,0,s2,0.7618,0.0558
7937,0,1.3108,0.6833,0,s2,1.3108,0.0558
7938,0,0.8853,0.4706,0,s2,0.8853,0.0558
7941,0,0.3362,0.196,0,s2,0.3362,0.0558
7967,0,0.3362,0.196,0,s2,0.3362,0.0558
7970,0,0.7618,0.4088,0,s2,0.7618,0.0558
8007,0,1.3108,0.6833,0,s2,1.3108,0.0558
8048,0,0.3362,0.196,0,s2,0.3362,0.0558
8049,0,0.3362,0.196,0,s2,0.3362,0.0558
8051,0,0.2128,0.1343,0,s2,0.2128,0.0558
8052,0,0.8853,0.4706,0,s2,0.8853,0.0558
8056,0,0.2128,0.1343,0,s2,0.2128,0.0558
8057,0,0.2128,0.1343,0,s2,0.2128,0.0558
8058,0,0.3362,0.196,0,s2,0.3362,0.0558
8059,0,0.8853,0.4706,0,s2,0.8853,0.0558
8060,0,0.7618,0.4088,0,s2,0.7618,0.0558
8075,0,0.3362,0.196,0,s2,0.3362,0.0558
8080,0,0.3362,0.196,0,s2,0.3362,0.0558
8092,0,0.3362,0.196,0,s2,0.3362,0.0558
8121,0,1.8599,0.9578,0,s2,1.8599,0.0558
8126,0,0.3362,0.196,0,s2,0.3362,0.0558
8132,0,1.3108,0.6833,0,s2,1.3108,0.0558
8133,0,1.3108,0.6833,0,s2,1.3108,0.0558
8137,0,0.8853,0.4706,0,s2,0.8853,0.0558
8139,0,0.2128,0.1343,0,s2,0.2128,0.0558
8148,0,0.7618,0.4088,0,s2,0.7618,0.0558
8154,0,1.3108,0.6833,0,s2,1.3108,0.0558
8160,0,0.3362,0.196,0,s2,0.3362,0.0558
8163,0,0.7618,0.4088,0,s2,0.7618,0.0558
8185,0,0.2128,0.1343,0,s2,0.2128,0.0558
8201,0,0.3362,0.196,0,s2,0.3362,0.0558
8202,0,0.7618,0.4088,0,s2,0.7618,0.0558
8203,0,0.7618,0.4088,0,s2,0.7618,0.0558
8207,0,0.8853,0.4706,0,s2,0.8853,0.0558
8208,0,0.8853,0.4706,0,s2,0.8853,0.0558
8211,0,0.3362,0.196,0,s2,0.3362,0.0558
8215,0,1.3108,0.6833,0,s2,1.3108,0.0558
8216,0,1.3108,0.6833,0,s2,1.3108,0.0558
8217,0,0.7618,0.4088,0,s2,0.7618,0.0558
8236,0,0.3362,0.196,0,s2,0.3362,0.0558
8237,0,0.3362,0.196,0,s2,0.3362,0.0558
8240,0,0.7618,0.4088,0,s2,0.7618,0.0558
8249,0,0.7618,0.4088,0,s2,0.7618,0.0558
8256,0,1.3108,0.6833,0,s2,1.3108,0.0558
8258,0,0.8853,0.4706,0,s2,0.8853,0.0558
8259,0,0.2128,0.1343,0,s2,0.2128,0.0558
8267,0,1.3108,0.6833,0,s2,1.3108,0.0558
8270,0,0.7618,0.4088,0,s2,0.7618,0.0558
8290,0,0.3362,0.196,0,s2,0.3362,0.0558
8292,0,0.8853,0.4706,0,s2,0.8853,0.0558
8293,0,0.8853,0.4706,0,s2,0.8853,0.0558
8294,0,0.8853,0.4706,0,s2,0.8853,0.0558
8295,0,0.8853,0.4706,0,s2,0.8853,0.0558
8297,0,0.7618,0.4088,0,s2,0.7618,0.0558
8298,0,0.8853,0.4706,0,s2,0.8853,0.0558
8299,0,1.3108,0.6833,0,s2,1.3108,0.0558
8306,0,0.8853,0.4706,0,s2,0.8853,0.0558
8307,0,0.7618,0.4088,0,s2,0.7618,0.0558
8328,0,0.8853,0.4706,0,s2,0.8853,0.0558
8334,0,0.3362,0.196,0,s2,0.3362,0.0558
8351,0,0.7618,0.4088,0,s2,0.7618,0.0558
8352,0,0.3362,0.196,0,s2,0.3362,0.0558
8353,0,0.8853,0.4706,0,s2,0.8853,0.0558
8359,0,0.3362,0.196,0,s2,0.3362,0.0558
8367,0,1.8599,0.9578,0,s2,1.8599,0.0558
8373,0,0.7618,0.4088,0,s2,0.7618,0.0558
8374,0,0.8853,0.4706,0,s2,0.8853,0.0558
8377,0,0.7618,0.4088,0,s2,0.7618,0.0558
8382,0,0.8853,0.4706,0,s2,0.8853,0.0558
8383,0,0.2128,0.1343,0,s2,0.2128,0.0558
8386,0,0.3362,0.196,0,s2,0.3362,0.0558
8388,0,0.7618,0.4088,0,s2,0.7618,0.0558
8396,0,1.8599,0.9578,0,s2,1.8599,0.0558
8403,0,1.8599,0.9578,0,s2,1.8599,0.0558
8424,0,0.2128,0.1343,0,s2,0.2128,0.0558
8425,0,0.8853,0.4706,0,s2,0.8853,0.0558
8428,0,0.3362,0.196,0,s2,0.3362,0.0558
8435,0,0.2128,0.1343,0,s2,0.2128,0.0558
8437,0,0.8853,0.4706,0,s2,0.8853,0.0558
8438,0,0.8853,0.4706,0,s2,0.8853,0.0558
8439,0,0.3362,0.196,0,s2,0.3362,0.0558
8444,0,1.3108,0.6833,0,s2,1.3108,0.0558
8491,0,0.8853,0.4706,0,s2,0.8853,0.0558
8492,0,0.3362,0.196,0,s2,0.3362,0.0558
8494,0,0.8853,0.4706,0,s2,0.8853,0.0558
8507,0,0.7618,0.4088,0,s2,0.7618,0.0558
8512,0,0.7618,0.4088,0,s2,0.7618,0.0558
8515,0,2.4089,1.2324,0,s2,2.4089,0.0558
8516,0,0.8853,0.4706,0,s2,0.8853,0.0558
8517,0,0.8853,0.4706,0,s2,0.8853,0.0558
8525,0,0.3362,0.196,0,s2,0.3362,0.0558
8526,0,0.2128,0.1343,0,s2,0.2128,0.0558
8529,0,0.7618,0.4088,0,s2,0.7618,0.0558
8533,0,0.7618,0.4088,0,s2,0.7618,0.0558
8536,0,0.3362,0.196,0,s2,0.3362,0.0558
8540,0,0.8853,0.4706,0,s2,0.8853,0.0558
8541,0,0.8853,0.4706,0,s2,0.8853,0.0558
8544,0,0.3362,0.196,0,s2,0.3362,0.0558
8545,0,0.8853,0.4706,0,s2,0.8853,0.0558
8546,0,2.4089,1.2324,0,s2,2.4089,0.0558
8581,0,0.8853,0.4706,0,s2,0.8853,0.0558
8582,0,0.8853,0.4706,0,s2,0.8853,0.0558
8593,0,0.8853,0.4706,0,s2,0.8853,0.0558
8594,0,0.8853,0.4706,0,s2,0.8853,0.0558
8596,0,0.2128,0.1343,0,s2,0.2128,0.0558
8599,0,0.3362,0.196,0,s2,0.3362,0.0558
8600,0,0.8853,0.4706,0,s2,0.8853,0.0558
8623,0,0.7618,0.4088,0,s2,0.7618,0.0558
8624,0,0.3362,0.196,0,s2,0.3362,0.0558
8625,0,1.8599,0.9578,0,s2,1.8599,0.0558
8641,0,1.3108,0.6833,0,s2,1.3108,0.0558
8644,0,0.8853,0.4706,0,s2,0.8853,0.0558
8647,0,0.3362,0.196,0,s2,0.3362,0.0558
8650,0,0.8853,0.4706,0,s2,0.8853,0.0558
8666,0,0.8853,0.4706,0,s2,0.8853,0.0558
8667,0,0.3362,0.196,0,s2,0.3362,0.0558
8668,0,0.8853,0.4706,0,s2,0.8853,0.0558
8669,0,0.8853,0.4706,0,s2,0.8853,0.0558
8671,0,0.2128,0.1343,0,s2,0.2128,0.0558
8672,0,1.3108,0.6833,0,s2,1.3108,0.0558
8674,0,0.8853,0.4706,0,s2,0.8853,0.0558
8675,0,0.8853,0.4706,0,s2,0.8853,0.0558
8685,0,0.2128,0.1343,0,s2,0.2128,0.0558
8689,0,0.7618,0.4088,0,s2,0.7618,0.0558
8717,0,0.3362,0.196,0,s2,0.3362,0.0558
8718,0,0.3362,0.196,0,s2,0.3362,0.0558
8721,0,0.3362,0.196,0,s2,0.3362,0.0558
8734,0,0.2128,0.1343,0,s2,0.2128,0.0558
8735,0,0.8853,0.4706,0,s2,0.8853,0.0558
8738,0,0.2128,0.1343,0,s2,0.2128,0.0558
8739,0,0.2128,0.1343,0,s2,0.2128,0.0558
8753,0,0.8853,0.4706,0,s2,0.8853,0.0558
8754,0,0.2128,0.1343,0,s2,0.2128,0.0558
8787,0,0.3362,0.196,0,s2,0.3362,0.0558
8788,0,0.3362,0.196,0,s2,0.3362,0.0558
8789,0,0.2128,0.1343,0,s2,0.2128,0.0558
8790,0,0.8853,0.4706,0,s2,0.8853,0.0558
8808,0,1.3108,0.6833,0,s2,1.3108,0.0558
8811,0,0.3362,0.196,0,s2,0.3362,0.0558
8812,0,0.3362,0.196,0,s2,0.3362,0.0558
8818,0,0.8853,0.4706,0,s2,0.8853,0.0558
8819,0,0.2128,0.1343,0,s2,0.2128,0.0558
8829,0,0.7618,0.4088,0,s2,0.7618,0.0558
8830,0,0.8853,0.4706,0,s2,0.8853,0.0558
8842,0,0.8853,0.4706,0,s2,0.8853,0.0558
8844,0,0.3362,0.196,0,s2,0.3362,0.0558
8848,0,0.8853,0.4706,0,s2,0.8853,0.0558
8857,0,0.7618,0.4088,0,s2,0.7618,0.0558
8861,0,0.7618,0.4088,0,s2,0.7618,0.0558
8862,0,4.056,2.0559,1,s2,4.056,0.0558
8874,0,1.3108,0.6833,0,s2,1.3108,0.0558
8875,0,0.8853,0.4706,0,s2,0.8853,0.0558
8876,0,2.9579,1.5068,0,s2,2.9579,0.0558
8879,0,1.8599,0.9578,0,s2,1.8599,0.0558
8895,0,0.8853,0.4706,0,s2,0.8853,0.0558
8896,0,0.8853,0.4706,0,s2,0.8853,0.0558
8897,0,0.2128,0.1343,0,s2,0.2128,0.0558
8900,0,0.2128,0.1343,0,s2,0.2128,0.0558
8902,0,0.7618,0.4088,0,s2,0.7618,0.0558
8905,0,0.3362,0.196,0,s2,0.3362,0.0558
8906,0,0.7618,0.4088,0,s2,0.7618,0.0558
8907,0,1.3108,0.6833,0,s2,1.3108,0.0558
8908,0,0.7618,0.4088,0,s2,0.7618,0.0558
8914,0,0.8853,0.4706,0,s2,0.8853,0.0558
8915,0,0.2128,0.1343,0,s2,0.2128,0.0558
8919,0,0.3362,0.196,0,s2,0.3362,0.0558
8920,0,4.056,2.0559,1,s2,4.056,0.0558
8922,0,1.8599,0.9578,0,s2,1.8599,0.0558
8923,0,0.3362,0.196,0,s2,0.3362,0.0558
8931,0,0.8853,0.4706,0,s2,0.8853,0.0558
8932,0,0.3362,0.196,0,s2,0.3362,0.0558
8934,0,0.8853,0.4706,0,s2,0.8853,0.0558
8942,0,0.3362,0.196,0,s2,0.3362,0.0558
8958,0,0.3362,0.196,0,s2,0.3362,0.0558
8959,0,2.4089,1.2324,0,s2,2.4089,0.0558
8965,0,0.2128,0.1343,0,s2,0.2128,0.0558
8966,0,0.8853,0.4706,0,s2,0.8853,0.0558
8971,0,0.7618,0.4088,0,s2,0.7618,0.0558
8972,0,0.2128,0.1343,0,s2,0.2128,0.0558
8977,0,0.7618,0.4088,0,s2,0.7618,0.0558
8978,0,0.7618,0.4088,0,s2,0.7618,0.0558
8979,0,0.2128,0.1343,0,s2,0.2128,0.0558
8980,0,0.2128,0.1343,0,s2,0.2128,0.0558
9007,0,0.8853,0.4706,0,s2,0.8853,0.0558
9008,0,0.7618,0.4088,0,s2,0.7618,0.0558
9009,0,0.8853,0.4706,0,s2,0.8853,0.0558
9024,0,0.7618,0.4088,0,s2,0.7618,0.0558
9025,0,1.8599,0.9578,0,s2,1.8599,0.0558
9026,0,0.3362,0.196,0,s2,0.3362,0.0558
9028,0,0.7618,0.4088,0,s2,0.7618,0.0558
9029,0,2.9579,1.5068,0,s2,2.9579,0.0558
9031,0,0.7618,0.4088,0,s2,0.7618,0.0558
9032,0,3.507,1.7814,1,s2,3.507,0.0558
9033,0,0.8853,0.4706,0,s2,0.8853,0.0558
9038,0,2.9579,1.5068,0,s2,2.9579,0.0558
9045,0,0.7618,0.4088,0,s2,0.7618,0.0558
9046,0,0.2128,0.1343,0,s2,0.2128,0.0558
9047,0,0.8853,0.4706,0,s2,0.8853,0.0558
9050,0,0.7618,0.4088,0,s2,0.7618,0.0558
9051,0,0.7618,0.4088,0,s2,0.7618,0.0558
9056,0,0.7618,0.4088,0,s2,0.7618,0.0558
9057,0,1.3108,0.6833,0,s2,1.3108,0.0558
9061,0,0.7618,0.4088,0,s2,0.7618,0.0558
9062,0,0.7618,0.4088,0,s2,0.7618,0.0558
9065,0,0.3362,0.196,0,s2,0.3362,0.0558
9067,0,0.8853,0.4706,0,s2,0.8853,0.0558
9068,0,5.154,2.6049,1,s2,5.154,0.0558
9069,0,1.8599,0.9578,0,s2,1.8599,0.0558
9071,0,0.3362,0.196,0,s2,0.3362,0.0558
9072,0,0.2128,0.1343,0,s2,0.2128,0.0558
9073,0,2.4089,1.2324,0,s2,2.4089,0.0558
9074,0,1.8599,0.9578,0,s2,1.8599,0.0558
9076,0,0.3362,0.196,0,s2,0.3362,0.0558
9077,0,0.7618,0.4088,0,s2,0.7618,0.0558
9078,0,5.7031,2.8794,1,s2,5.7031,0.0558
9079,0,2.9579,1.5068,0,s2,2.9579,0.0558
9080,0,4.056,2.0559,1,s2,4.056,0.0558
9084,0,4.056,2.0559,1,s2,4.056,0.0558
9085,0,1.3108,0.6833,0,s2,1.3108,0.0558
9086,0,0.7618,0.4088,0,s2,0.7618,0.0558
9094,0,1.8599,0.9578,0,s2,1.8599,0.0558
9102,0,0.3362,0.196,0,s2,0.3362,0.0558
9103,0,0.2128,0.1343,0,s2,0.2128,0.0558
9104,0,0.3362,0.196,0,s2,0.3362,0.0558
9105,0,1.8599,0.9578,0,s2,1.8599,0.0558
9113,0,0.7618,0.4088,0,s2,0.7618,0.0558
9114,0,0.8853,0.4706,0,s2,0.8853,0.0558
9115,0,0.2128,0.1343,0,s2,0.2128,0.0558
9116,0,0.8853,0.4706,0,s2,0.8853,0.0558
9117,0,0.3362,0.196,0,s2,0.3362,0.0558
9118,0,3.507,1.7814,1,s2,3.507,0.0558
9119,0,2.9579,1.5068,0,s2,2.9579,0.0558
9120,0,0.3362,0.196,0,s2,0.3362,0.0558
9121,0,5.154,2.6049,1,s2,5.154,0.0558
9122,0,0.7618,0.4088,0,s2,0.7618,0.0558
9128,0,2.9579,1.5068,0,s2,2.9579,0.0558
9129,0,1.8599,0.9578,0,s2,1.8599,0.0558
9130,0,0.7618,0.4088,0,s2,0.7618,0.0558
9132,0,0.8853,0.4706,0,s2,0.8853,0.0558
9133,0,0.3362,0.196,0,s2,0.3362,0.0558
9137,0,0.8853,0.4706,0,s2,0.8853,0.0558
9148,0,0.8853,0.4706,0,s2,0.8853,0.0558
9149,0,0.8853,0.4706,0,s2,0.8853,0.0558
9154,0,0.7618,0.4088,0,s2,0.7618,0.0558
9155,0,0.8853,0.4706,0,s2,0.8853,0.0558
9156,0,0.8853,0.4706,0,s2,0.8853,0.0558
9161,0,1.8599,0.9578,0,s2,1.8599,0.0558
9170,0,0.3362,0.196,0,s2,0.3362,0.0558
9171,0,0.7618,0.4088,0,s2,0.7618,0.0558
9172,0,2.9579,1.5068,0,s2,2.9579,0.0558
9174,0,2.4089,1.2324,0,s2,2.4089,0.0558
9176,0,0.3362,0.196,0,s2,0.3362,0.0558
9178,0,1.8599,0.9578,0,s2,1.8599,0.0558
9179,0,0.2128,0.1343,0,s2,0.2128,0.0558
9180,0,0.3362,0.196,0,s2,0.3362,0.0558
9181,0,0.7618,0.4088,0,s2,0.7618,0.0558
